V ,leafValue( IS("/Q6/C") "N" 1 ) (A),leafValue( IS("/Q6/C") "N" 2 ) (A),leafValue( IS("/Q6/C") "N" 3 ) (A),leafValue( IS("/Q6/C") "N" 4 ) (A),leafValue( IS("/Q6/C") "N" 5 ) (A),leafValue( IS("/Q6/C") "N" 6 ) (A),leafValue( IS("/Q6/C") "N" 7 ) (A),leafValue( IS("/Q6/C") "N" 8 ) (A),leafValue( IS("/Q6/C") "N" 9 ) (A),leafValue( IS("/Q6/C") "N" 10 ) (A),leafValue( IS("/Q6/C") "N" 11 ) (A),leafValue( IS("/Q6/C") "N" 12 ) (A),leafValue( IS("/Q6/C") "N" 13 ) (A),leafValue( IS("/Q6/C") "N" 14 ) (A),leafValue( IS("/Q6/C") "N" 15 ) (A),leafValue( IS("/Q6/C") "N" 16 ) (A),leafValue( IS("/Q6/C") "N" 17 ) (A),leafValue( IS("/Q6/C") "N" 18 ) (A),leafValue( IS("/Q6/C") "N" 19 ) (A),leafValue( IS("/Q6/C") "N" 20 ) (A),leafValue( IS("/Q6/B") "N" 1 ) (A),leafValue( IS("/Q6/B") "N" 2 ) (A),leafValue( IS("/Q6/B") "N" 3 ) (A),leafValue( IS("/Q6/B") "N" 4 ) (A),leafValue( IS("/Q6/B") "N" 5 ) (A),leafValue( IS("/Q6/B") "N" 6 ) (A),leafValue( IS("/Q6/B") "N" 7 ) (A),leafValue( IS("/Q6/B") "N" 8 ) (A),leafValue( IS("/Q6/B") "N" 9 ) (A),leafValue( IS("/Q6/B") "N" 10 ) (A),leafValue( IS("/Q6/B") "N" 11 ) (A),leafValue( IS("/Q6/B") "N" 12 ) (A),leafValue( IS("/Q6/B") "N" 13 ) (A),leafValue( IS("/Q6/B") "N" 14 ) (A),leafValue( IS("/Q6/B") "N" 15 ) (A),leafValue( IS("/Q6/B") "N" 16 ) (A),leafValue( IS("/Q6/B") "N" 17 ) (A),leafValue( IS("/Q6/B") "N" 18 ) (A),leafValue( IS("/Q6/B") "N" 19 ) (A),leafValue( IS("/Q6/B") "N" 20 ) (A)
600.000E-3,30.4221E-9,60.8442E-9,91.2664E-9,121.688E-9,152.111E-9,182.533E-9,212.955E-9,243.377E-9,273.799E-9,304.221E-9,334.643E-9,365.065E-9,395.488E-9,425.910E-9,456.332E-9,486.754E-9,517.176E-9,547.598E-9,578.020E-9,608.442E-9,41.2314E-12,81.8627E-12,122.494E-12,163.125E-12,203.757E-12,244.388E-12,285.019E-12,325.651E-12,366.282E-12,406.914E-12,447.545E-12,488.176E-12,528.808E-12,569.439E-12,610.070E-12,650.702E-12,691.333E-12,731.964E-12,772.596E-12,813.227E-12
620.000E-3,63.2769E-9,126.554E-9,189.831E-9,253.108E-9,316.385E-9,379.662E-9,442.939E-9,506.215E-9,569.492E-9,632.769E-9,696.046E-9,759.323E-9,822.600E-9,885.877E-9,949.154E-9,1.01243E-6,1.07571E-6,1.13898E-6,1.20226E-6,1.26554E-6,85.0581E-12,169.496E-12,253.934E-12,338.372E-12,422.810E-12,507.248E-12,591.686E-12,676.125E-12,760.563E-12,845.001E-12,929.439E-12,1.01388E-9,1.09831E-9,1.18275E-9,1.26719E-9,1.35163E-9,1.43607E-9,1.52051E-9,1.60494E-9,1.68938E-9
640.000E-3,131.371E-9,262.742E-9,394.113E-9,525.483E-9,656.854E-9,788.225E-9,919.596E-9,1.05097E-6,1.18234E-6,1.31371E-6,1.44508E-6,1.57645E-6,1.70782E-6,1.83919E-6,1.97056E-6,2.10193E-6,2.23330E-6,2.36468E-6,2.49605E-6,2.62742E-6,178.133E-12,355.626E-12,533.119E-12,710.613E-12,888.106E-12,1.06560E-9,1.24309E-9,1.42059E-9,1.59808E-9,1.77557E-9,1.95306E-9,2.13056E-9,2.30805E-9,2.48554E-9,2.66304E-9,2.84053E-9,3.01802E-9,3.19552E-9,3.37301E-9,3.55050E-9
660.000E-3,272.163E-9,544.326E-9,816.490E-9,1.08865E-6,1.36082E-6,1.63298E-6,1.90514E-6,2.17731E-6,2.44947E-6,2.72163E-6,2.99380E-6,3.26596E-6,3.53812E-6,3.81028E-6,4.08245E-6,4.35461E-6,4.62677E-6,4.89894E-6,5.17110E-6,5.44326E-6,376.580E-12,752.501E-12,1.12842E-9,1.50434E-9,1.88026E-9,2.25618E-9,2.63210E-9,3.00802E-9,3.38394E-9,3.75986E-9,4.13579E-9,4.51171E-9,4.88763E-9,5.26355E-9,5.63947E-9,6.01539E-9,6.39131E-9,6.76723E-9,7.14315E-9,7.51907E-9
680.000E-3,562.401E-9,1.12480E-6,1.68720E-6,2.24960E-6,2.81200E-6,3.37441E-6,3.93681E-6,4.49921E-6,5.06161E-6,5.62401E-6,6.18641E-6,6.74881E-6,7.31121E-6,7.87361E-6,8.43601E-6,8.99841E-6,9.56082E-6,10.1232E-6,10.6856E-6,11.2480E-6,800.692E-12,1.60070E-9,2.40072E-9,3.20073E-9,4.00074E-9,4.80075E-9,5.60076E-9,6.40078E-9,7.20079E-9,8.00080E-9,8.80081E-9,9.60083E-9,10.4008E-9,11.2008E-9,12.0009E-9,12.8009E-9,13.6009E-9,14.4009E-9,15.2009E-9,16.0009E-9
700.000E-3,1.15830E-6,2.31660E-6,3.47489E-6,4.63319E-6,5.79149E-6,6.94979E-6,8.10808E-6,9.26638E-6,10.4247E-6,11.5830E-6,12.7413E-6,13.8996E-6,15.0579E-6,16.2162E-6,17.3745E-6,18.5328E-6,19.6911E-6,20.8494E-6,22.0077E-6,23.1660E-6,1.70813E-9,3.41556E-9,5.12299E-9,6.83042E-9,8.53785E-9,10.2453E-9,11.9527E-9,13.6601E-9,15.3676E-9,17.0750E-9,18.7824E-9,20.4899E-9,22.1973E-9,23.9047E-9,25.6121E-9,27.3196E-9,29.0270E-9,30.7344E-9,32.4419E-9,34.1493E-9
720.000E-3,2.37436E-6,4.74872E-6,7.12308E-6,9.49743E-6,11.8718E-6,14.2462E-6,16.6205E-6,18.9949E-6,21.3692E-6,23.7436E-6,26.1179E-6,28.4923E-6,30.8667E-6,33.2410E-6,35.6154E-6,37.9897E-6,40.3641E-6,42.7385E-6,45.1128E-6,47.4872E-6,3.64977E-9,7.29883E-9,10.9479E-9,14.5969E-9,18.2460E-9,21.8950E-9,25.5441E-9,29.1932E-9,32.8422E-9,36.4913E-9,40.1403E-9,43.7894E-9,47.4384E-9,51.0875E-9,54.7365E-9,58.3856E-9,62.0346E-9,65.6837E-9,69.3327E-9,72.9818E-9
740.000E-3,4.83136E-6,9.66273E-6,14.4941E-6,19.3255E-6,24.1568E-6,28.9882E-6,33.8195E-6,38.6509E-6,43.4823E-6,48.3136E-6,53.1450E-6,57.9764E-6,62.8077E-6,67.6391E-6,72.4704E-6,77.3018E-6,82.1332E-6,86.9645E-6,91.7959E-6,96.6273E-6,7.79868E-9,15.5966E-9,23.3946E-9,31.1925E-9,38.9905E-9,46.7884E-9,54.5863E-9,62.3843E-9,70.1822E-9,77.9802E-9,85.7781E-9,93.5761E-9,101.374E-9,109.172E-9,116.970E-9,124.768E-9,132.566E-9,140.364E-9,148.162E-9,155.960E-9
760.000E-3,9.70966E-6,19.4193E-6,29.1290E-6,38.8386E-6,48.5483E-6,58.2579E-6,67.9676E-6,77.6773E-6,87.3869E-6,97.0966E-6,106.806E-6,116.516E-6,126.226E-6,135.935E-6,145.645E-6,155.355E-6,165.064E-6,174.774E-6,184.483E-6,194.193E-6,16.6331E-9,33.2654E-9,49.8977E-9,66.5300E-9,83.1623E-9,99.7946E-9,116.427E-9,133.059E-9,149.692E-9,166.324E-9,182.956E-9,199.588E-9,216.221E-9,232.853E-9,249.485E-9,266.118E-9,282.750E-9,299.382E-9,316.015E-9,332.647E-9
780.000E-3,19.1014E-6,38.2029E-6,57.3043E-6,76.4058E-6,95.5072E-6,114.609E-6,133.710E-6,152.812E-6,171.913E-6,191.014E-6,210.116E-6,229.217E-6,248.319E-6,267.420E-6,286.522E-6,305.623E-6,324.724E-6,343.826E-6,362.927E-6,382.029E-6,35.3135E-9,70.6262E-9,105.939E-9,141.252E-9,176.564E-9,211.877E-9,247.190E-9,282.502E-9,317.815E-9,353.128E-9,388.441E-9,423.753E-9,459.066E-9,494.379E-9,529.691E-9,565.004E-9,600.317E-9,635.630E-9,670.942E-9,706.255E-9
800.000E-3,36.2828E-6,72.5657E-6,108.849E-6,145.131E-6,181.414E-6,217.697E-6,253.980E-6,290.263E-6,326.546E-6,362.828E-6,399.111E-6,435.394E-6,471.677E-6,507.960E-6,544.243E-6,580.526E-6,616.808E-6,653.091E-6,689.374E-6,725.657E-6,74.3379E-9,148.675E-9,223.012E-9,297.349E-9,371.686E-9,446.023E-9,520.360E-9,594.698E-9,669.035E-9,743.372E-9,817.709E-9,892.046E-9,966.383E-9,1.04072E-6,1.11506E-6,1.18939E-6,1.26373E-6,1.33807E-6,1.41241E-6,1.48674E-6
820.000E-3,65.4153E-6,130.831E-6,196.246E-6,261.661E-6,327.077E-6,392.492E-6,457.907E-6,523.323E-6,588.738E-6,654.153E-6,719.569E-6,784.984E-6,850.399E-6,915.815E-6,981.230E-6,1.04665E-3,1.11206E-3,1.17748E-3,1.24289E-3,1.30831E-3,154.398E-9,308.795E-9,463.192E-9,617.590E-9,771.987E-9,926.384E-9,1.08078E-6,1.23518E-6,1.38958E-6,1.54397E-6,1.69837E-6,1.85277E-6,2.00716E-6,2.16156E-6,2.31596E-6,2.47036E-6,2.62475E-6,2.77915E-6,2.93355E-6,3.08794E-6
840.000E-3,109.445E-6,218.890E-6,328.336E-6,437.781E-6,547.226E-6,656.671E-6,766.117E-6,875.562E-6,985.007E-6,1.09445E-3,1.20390E-3,1.31334E-3,1.42279E-3,1.53223E-3,1.64168E-3,1.75112E-3,1.86057E-3,1.97001E-3,2.07946E-3,2.18890E-3,315.259E-9,630.517E-9,945.775E-9,1.26103E-6,1.57629E-6,1.89155E-6,2.20681E-6,2.52206E-6,2.83732E-6,3.15258E-6,3.46784E-6,3.78310E-6,4.09835E-6,4.41361E-6,4.72887E-6,5.04413E-6,5.35939E-6,5.67464E-6,5.98990E-6,6.30516E-6
860.000E-3,159.322E-6,318.644E-6,477.966E-6,637.287E-6,796.609E-6,955.931E-6,1.11525E-3,1.27457E-3,1.43390E-3,1.59322E-3,1.75254E-3,1.91186E-3,2.07118E-3,2.23051E-3,2.38983E-3,2.54915E-3,2.70847E-3,2.86779E-3,3.02712E-3,3.18644E-3,638.976E-9,1.27795E-6,1.91693E-6,2.55590E-6,3.19488E-6,3.83385E-6,4.47283E-6,5.11180E-6,5.75078E-6,6.38975E-6,7.02873E-6,7.66770E-6,8.30668E-6,8.94565E-6,9.58463E-6,10.2236E-6,10.8626E-6,11.5016E-6,12.1405E-6,12.7795E-6
880.000E-3,205.884E-6,411.768E-6,617.653E-6,823.537E-6,1.02942E-3,1.23531E-3,1.44119E-3,1.64707E-3,1.85296E-3,2.05884E-3,2.26473E-3,2.47061E-3,2.67649E-3,2.88238E-3,3.08826E-3,3.29415E-3,3.50003E-3,3.70592E-3,3.91180E-3,4.11768E-3,1.29739E-6,2.59477E-6,3.89216E-6,5.18954E-6,6.48693E-6,7.78431E-6,9.08170E-6,10.3791E-6,11.6765E-6,12.9739E-6,14.2712E-6,15.5686E-6,16.8660E-6,18.1634E-6,19.4608E-6,20.7582E-6,22.0556E-6,23.3529E-6,24.6503E-6,25.9477E-6
900.000E-3,253.914E-6,507.829E-6,761.743E-6,1.01566E-3,1.26957E-3,1.52349E-3,1.77740E-3,2.03132E-3,2.28523E-3,2.53914E-3,2.79306E-3,3.04697E-3,3.30089E-3,3.55480E-3,3.80872E-3,4.06263E-3,4.31655E-3,4.57046E-3,4.82437E-3,5.07829E-3,2.61972E-6,5.23945E-6,7.85917E-6,10.4789E-6,13.0986E-6,15.7183E-6,18.3381E-6,20.9578E-6,23.5775E-6,26.1972E-6,28.8170E-6,31.4367E-6,34.0564E-6,36.6761E-6,39.2959E-6,41.9156E-6,44.5353E-6,47.1550E-6,49.7747E-6,52.3945E-6
920.000E-3,306.651E-6,613.303E-6,919.954E-6,1.22661E-3,1.53326E-3,1.83991E-3,2.14656E-3,2.45321E-3,2.75986E-3,3.06651E-3,3.37317E-3,3.67982E-3,3.98647E-3,4.29312E-3,4.59977E-3,4.90642E-3,5.21307E-3,5.51973E-3,5.82638E-3,6.13303E-3,5.22256E-6,10.4451E-6,15.6677E-6,20.8902E-6,26.1128E-6,31.3353E-6,36.5579E-6,41.7804E-6,47.0030E-6,52.2256E-6,57.4481E-6,62.6707E-6,67.8932E-6,73.1158E-6,78.3383E-6,83.5609E-6,88.7834E-6,94.0060E-6,99.2286E-6,104.451E-6
940.000E-3,365.489E-6,730.978E-6,1.09647E-3,1.46196E-3,1.82745E-3,2.19293E-3,2.55842E-3,2.92391E-3,3.28940E-3,3.65489E-3,4.02038E-3,4.38587E-3,4.75136E-3,5.11685E-3,5.48234E-3,5.84782E-3,6.21331E-3,6.57880E-3,6.94429E-3,7.30978E-3,10.1972E-6,20.3943E-6,30.5915E-6,40.7886E-6,50.9858E-6,61.1830E-6,71.3801E-6,81.5773E-6,91.7745E-6,101.972E-6,112.169E-6,122.366E-6,132.563E-6,142.760E-6,152.957E-6,163.155E-6,173.352E-6,183.549E-6,193.746E-6,203.943E-6
960.000E-3,430.214E-6,860.427E-6,1.29064E-3,1.72085E-3,2.15107E-3,2.58128E-3,3.01150E-3,3.44171E-3,3.87192E-3,4.30214E-3,4.73235E-3,5.16256E-3,5.59278E-3,6.02299E-3,6.45321E-3,6.88342E-3,7.31363E-3,7.74385E-3,8.17406E-3,8.60427E-3,19.3039E-6,38.6077E-6,57.9116E-6,77.2154E-6,96.5193E-6,115.823E-6,135.127E-6,154.431E-6,173.735E-6,193.039E-6,212.342E-6,231.646E-6,250.950E-6,270.254E-6,289.558E-6,308.862E-6,328.166E-6,347.470E-6,366.773E-6,386.077E-6
980.000E-3,498.845E-6,997.690E-6,1.49654E-3,1.99538E-3,2.49423E-3,2.99307E-3,3.49192E-3,3.99076E-3,4.48961E-3,4.98845E-3,5.48730E-3,5.98614E-3,6.48499E-3,6.98383E-3,7.48268E-3,7.98152E-3,8.48037E-3,8.97921E-3,9.47806E-3,9.97690E-3,34.9996E-6,69.9993E-6,104.999E-6,139.999E-6,174.998E-6,209.998E-6,244.997E-6,279.997E-6,314.997E-6,349.996E-6,384.996E-6,419.996E-6,454.995E-6,489.995E-6,524.995E-6,559.994E-6,594.994E-6,629.994E-6,664.993E-6,699.993E-6
1.00000,567.853E-6,1.13571E-3,1.70356E-3,2.27141E-3,2.83926E-3,3.40712E-3,3.97497E-3,4.54282E-3,5.11068E-3,5.67853E-3,6.24638E-3,6.81424E-3,7.38209E-3,7.94994E-3,8.51779E-3,9.08565E-3,9.65350E-3,10.2214E-3,10.7892E-3,11.3571E-3,60.0394E-6,120.079E-6,180.118E-6,240.158E-6,300.197E-6,360.236E-6,420.276E-6,480.315E-6,540.355E-6,600.394E-6,660.433E-6,720.473E-6,780.512E-6,840.552E-6,900.591E-6,960.630E-6,1.02067E-3,1.08071E-3,1.14075E-3,1.20079E-3
1.02000,633.173E-6,1.26635E-3,1.89952E-3,2.53269E-3,3.16587E-3,3.79904E-3,4.43221E-3,5.06539E-3,5.69856E-3,6.33173E-3,6.96491E-3,7.59808E-3,8.23126E-3,8.86443E-3,9.49760E-3,10.1308E-3,10.7639E-3,11.3971E-3,12.0303E-3,12.6635E-3,96.6345E-6,193.269E-6,289.903E-6,386.538E-6,483.172E-6,579.807E-6,676.441E-6,773.076E-6,869.710E-6,966.345E-6,1.06298E-3,1.15961E-3,1.25625E-3,1.35288E-3,1.44952E-3,1.54615E-3,1.64279E-3,1.73942E-3,1.83606E-3,1.93269E-3
1.04000,691.588E-6,1.38318E-3,2.07477E-3,2.76635E-3,3.45794E-3,4.14953E-3,4.84112E-3,5.53271E-3,6.22430E-3,6.91588E-3,7.60747E-3,8.29906E-3,8.99065E-3,9.68224E-3,10.3738E-3,11.0654E-3,11.7570E-3,12.4486E-3,13.1402E-3,13.8318E-3,145.691E-6,291.382E-6,437.073E-6,582.764E-6,728.455E-6,874.146E-6,1.01984E-3,1.16553E-3,1.31122E-3,1.45691E-3,1.60260E-3,1.74829E-3,1.89398E-3,2.03967E-3,2.18536E-3,2.33106E-3,2.47675E-3,2.62244E-3,2.76813E-3,2.91382E-3
1.06000,741.500E-6,1.48300E-3,2.22450E-3,2.96600E-3,3.70750E-3,4.44900E-3,5.19050E-3,5.93200E-3,6.67350E-3,7.41500E-3,8.15650E-3,8.89801E-3,9.63951E-3,10.3810E-3,11.1225E-3,11.8640E-3,12.6055E-3,13.3470E-3,14.0885E-3,14.8300E-3,206.713E-6,413.427E-6,620.140E-6,826.853E-6,1.03357E-3,1.24028E-3,1.44699E-3,1.65371E-3,1.86042E-3,2.06713E-3,2.27385E-3,2.48056E-3,2.68727E-3,2.89399E-3,3.10070E-3,3.30741E-3,3.51413E-3,3.72084E-3,3.92755E-3,4.13427E-3
1.08000,782.775E-6,1.56555E-3,2.34832E-3,3.13110E-3,3.91387E-3,4.69665E-3,5.47942E-3,6.26220E-3,7.04497E-3,7.82775E-3,8.61052E-3,9.39330E-3,10.1761E-3,10.9588E-3,11.7416E-3,12.5244E-3,13.3072E-3,14.0899E-3,14.8727E-3,15.6555E-3,278.310E-6,556.620E-6,834.930E-6,1.11324E-3,1.39155E-3,1.66986E-3,1.94817E-3,2.22648E-3,2.50479E-3,2.78310E-3,3.06141E-3,3.33972E-3,3.61803E-3,3.89634E-3,4.17465E-3,4.45296E-3,4.73127E-3,5.00958E-3,5.28789E-3,5.56620E-3
1.10000,816.135E-6,1.63227E-3,2.44840E-3,3.26454E-3,4.08067E-3,4.89681E-3,5.71294E-3,6.52908E-3,7.34521E-3,8.16135E-3,8.97748E-3,9.79362E-3,10.6098E-3,11.4259E-3,12.2420E-3,13.0582E-3,13.8743E-3,14.6904E-3,15.5066E-3,16.3227E-3,358.795E-6,717.590E-6,1.07639E-3,1.43518E-3,1.79398E-3,2.15277E-3,2.51157E-3,2.87036E-3,3.22916E-3,3.58795E-3,3.94675E-3,4.30554E-3,4.66434E-3,5.02313E-3,5.38193E-3,5.74072E-3,6.09952E-3,6.45831E-3,6.81711E-3,7.17590E-3
1.12000,842.627E-6,1.68525E-3,2.52788E-3,3.37051E-3,4.21314E-3,5.05576E-3,5.89839E-3,6.74102E-3,7.58365E-3,8.42627E-3,9.26890E-3,10.1115E-3,10.9542E-3,11.7968E-3,12.6394E-3,13.4820E-3,14.3247E-3,15.1673E-3,16.0099E-3,16.8525E-3,446.570E-6,893.140E-6,1.33971E-3,1.78628E-3,2.23285E-3,2.67942E-3,3.12599E-3,3.57256E-3,4.01913E-3,4.46570E-3,4.91227E-3,5.35884E-3,5.80541E-3,6.25198E-3,6.69855E-3,7.14512E-3,7.59169E-3,8.03826E-3,8.48483E-3,8.93140E-3
1.14000,859.012E-6,1.71802E-3,2.57704E-3,3.43605E-3,4.29506E-3,5.15407E-3,6.01309E-3,6.87210E-3,7.73111E-3,8.59012E-3,9.44914E-3,10.3081E-3,11.1672E-3,12.0262E-3,12.8852E-3,13.7442E-3,14.6032E-3,15.4622E-3,16.3212E-3,17.1802E-3,540.900E-6,1.08180E-3,1.62270E-3,2.16360E-3,2.70450E-3,3.24540E-3,3.78630E-3,4.32720E-3,4.86810E-3,5.40900E-3,5.94990E-3,6.49080E-3,7.03170E-3,7.57260E-3,8.11350E-3,8.65440E-3,9.19530E-3,9.73620E-3,10.2771E-3,10.8180E-3
1.16000,862.708E-6,1.72542E-3,2.58812E-3,3.45083E-3,4.31354E-3,5.17625E-3,6.03896E-3,6.90167E-3,7.76437E-3,8.62708E-3,9.48979E-3,10.3525E-3,11.2152E-3,12.0779E-3,12.9406E-3,13.8033E-3,14.6660E-3,15.5287E-3,16.3915E-3,17.2542E-3,641.284E-6,1.28257E-3,1.92385E-3,2.56514E-3,3.20642E-3,3.84770E-3,4.48899E-3,5.13027E-3,5.77156E-3,6.41284E-3,7.05413E-3,7.69541E-3,8.33669E-3,8.97798E-3,9.61926E-3,10.2605E-3,10.9018E-3,11.5431E-3,12.1844E-3,12.8257E-3
1.18000,858.569E-6,1.71714E-3,2.57571E-3,3.43428E-3,4.29285E-3,5.15141E-3,6.00998E-3,6.86855E-3,7.72712E-3,8.58569E-3,9.44426E-3,10.3028E-3,11.1614E-3,12.0200E-3,12.8785E-3,13.7371E-3,14.5957E-3,15.4542E-3,16.3128E-3,17.1714E-3,746.319E-6,1.49264E-3,2.23896E-3,2.98528E-3,3.73160E-3,4.47792E-3,5.22424E-3,5.97056E-3,6.71687E-3,7.46319E-3,8.20951E-3,8.95583E-3,9.70215E-3,10.4485E-3,11.1948E-3,11.9411E-3,12.6874E-3,13.4337E-3,14.1801E-3,14.9264E-3
1.20000,849.586E-6,1.69917E-3,2.54876E-3,3.39834E-3,4.24793E-3,5.09751E-3,5.94710E-3,6.79669E-3,7.64627E-3,8.49586E-3,9.34544E-3,10.1950E-3,11.0446E-3,11.8942E-3,12.7438E-3,13.5934E-3,14.4430E-3,15.2925E-3,16.1421E-3,16.9917E-3,854.963E-6,1.70993E-3,2.56489E-3,3.41985E-3,4.27481E-3,5.12978E-3,5.98474E-3,6.83970E-3,7.69466E-3,8.54963E-3,9.40459E-3,10.2596E-3,11.1145E-3,11.9695E-3,12.8244E-3,13.6794E-3,14.5344E-3,15.3893E-3,16.2443E-3,17.0993E-3
1.22000,837.605E-6,1.67521E-3,2.51282E-3,3.35042E-3,4.18803E-3,5.02563E-3,5.86324E-3,6.70084E-3,7.53845E-3,8.37605E-3,9.21366E-3,10.0513E-3,10.8889E-3,11.7265E-3,12.5641E-3,13.4017E-3,14.2393E-3,15.0769E-3,15.9145E-3,16.7521E-3,966.446E-6,1.93289E-3,2.89934E-3,3.86578E-3,4.83223E-3,5.79868E-3,6.76512E-3,7.73157E-3,8.69801E-3,9.66446E-3,10.6309E-3,11.5974E-3,12.5638E-3,13.5302E-3,14.4967E-3,15.4631E-3,16.4296E-3,17.3960E-3,18.3625E-3,19.3289E-3
1.24000,823.791E-6,1.64758E-3,2.47137E-3,3.29516E-3,4.11895E-3,4.94274E-3,5.76654E-3,6.59033E-3,7.41412E-3,8.23791E-3,9.06170E-3,9.88549E-3,10.7093E-3,11.5331E-3,12.3569E-3,13.1807E-3,14.0044E-3,14.8282E-3,15.6520E-3,16.4758E-3,1.08020E-3,2.16040E-3,3.24060E-3,4.32080E-3,5.40100E-3,6.48120E-3,7.56140E-3,8.64160E-3,9.72180E-3,10.8020E-3,11.8822E-3,12.9624E-3,14.0426E-3,15.1228E-3,16.2030E-3,17.2832E-3,18.3634E-3,19.4436E-3,20.5238E-3,21.6040E-3
1.26000,808.888E-6,1.61778E-3,2.42667E-3,3.23555E-3,4.04444E-3,4.85333E-3,5.66222E-3,6.47111E-3,7.28000E-3,8.08888E-3,8.89777E-3,9.70666E-3,10.5155E-3,11.3244E-3,12.1333E-3,12.9422E-3,13.7511E-3,14.5600E-3,15.3689E-3,16.1778E-3,1.19580E-3,2.39159E-3,3.58739E-3,4.78319E-3,5.97898E-3,7.17478E-3,8.37058E-3,9.56637E-3,10.7622E-3,11.9580E-3,13.1538E-3,14.3496E-3,15.5454E-3,16.7412E-3,17.9369E-3,19.1327E-3,20.3285E-3,21.5243E-3,22.7201E-3,23.9159E-3
1.28000,793.383E-6,1.58677E-3,2.38015E-3,3.17353E-3,3.96692E-3,4.76030E-3,5.55368E-3,6.34707E-3,7.14045E-3,7.93383E-3,8.72722E-3,9.52060E-3,10.3140E-3,11.1074E-3,11.9008E-3,12.6941E-3,13.4875E-3,14.2809E-3,15.0743E-3,15.8677E-3,1.31291E-3,2.62582E-3,3.93873E-3,5.25164E-3,6.56454E-3,7.87745E-3,9.19036E-3,10.5033E-3,11.8162E-3,13.1291E-3,14.4420E-3,15.7549E-3,17.0678E-3,18.3807E-3,19.6936E-3,21.0065E-3,22.3194E-3,23.6324E-3,24.9453E-3,26.2582E-3
1.30000,777.595E-6,1.55519E-3,2.33278E-3,3.11038E-3,3.88797E-3,4.66557E-3,5.44316E-3,6.22076E-3,6.99835E-3,7.77595E-3,8.55354E-3,9.33114E-3,10.1087E-3,10.8863E-3,11.6639E-3,12.4415E-3,13.2191E-3,13.9967E-3,14.7743E-3,15.5519E-3,1.43128E-3,2.86257E-3,4.29385E-3,5.72514E-3,7.15642E-3,8.58770E-3,10.0190E-3,11.4503E-3,12.8816E-3,14.3128E-3,15.7441E-3,17.1754E-3,18.6067E-3,20.0380E-3,21.4693E-3,22.9005E-3,24.3318E-3,25.7631E-3,27.1944E-3,28.6257E-3
1.32000,761.734E-6,1.52347E-3,2.28520E-3,3.04694E-3,3.80867E-3,4.57040E-3,5.33214E-3,6.09387E-3,6.85560E-3,7.61734E-3,8.37907E-3,9.14081E-3,9.90254E-3,10.6643E-3,11.4260E-3,12.1877E-3,12.9495E-3,13.7112E-3,14.4729E-3,15.2347E-3,1.55072E-3,3.10145E-3,4.65217E-3,6.20290E-3,7.75362E-3,9.30434E-3,10.8551E-3,12.4058E-3,13.9565E-3,15.5072E-3,17.0580E-3,18.6087E-3,20.1594E-3,21.7101E-3,23.2609E-3,24.8116E-3,26.3623E-3,27.9130E-3,29.4638E-3,31.0145E-3
1.34000,745.940E-6,1.49188E-3,2.23782E-3,2.98376E-3,3.72970E-3,4.47564E-3,5.22158E-3,5.96752E-3,6.71346E-3,7.45940E-3,8.20534E-3,8.95128E-3,9.69722E-3,10.4432E-3,11.1891E-3,11.9350E-3,12.6810E-3,13.4269E-3,14.1729E-3,14.9188E-3,1.67107E-3,3.34214E-3,5.01321E-3,6.68428E-3,8.35535E-3,10.0264E-3,11.6975E-3,13.3686E-3,15.0396E-3,16.7107E-3,18.3818E-3,20.0529E-3,21.7239E-3,23.3950E-3,25.0661E-3,26.7371E-3,28.4082E-3,30.0793E-3,31.7503E-3,33.4214E-3
1.36000,730.306E-6,1.46061E-3,2.19092E-3,2.92122E-3,3.65153E-3,4.38183E-3,5.11214E-3,5.84245E-3,6.57275E-3,7.30306E-3,8.03336E-3,8.76367E-3,9.49397E-3,10.2243E-3,10.9546E-3,11.6849E-3,12.4152E-3,13.1455E-3,13.8758E-3,14.6061E-3,1.79220E-3,3.58440E-3,5.37659E-3,7.16879E-3,8.96099E-3,10.7532E-3,12.5454E-3,14.3376E-3,16.1298E-3,17.9220E-3,19.7142E-3,21.5064E-3,23.2986E-3,25.0908E-3,26.8830E-3,28.6752E-3,30.4674E-3,32.2596E-3,34.0518E-3,35.8440E-3
1.38000,714.889E-6,1.42978E-3,2.14467E-3,2.85956E-3,3.57445E-3,4.28933E-3,5.00422E-3,5.71911E-3,6.43400E-3,7.14889E-3,7.86378E-3,8.57867E-3,9.29356E-3,10.0084E-3,10.7233E-3,11.4382E-3,12.1531E-3,12.8680E-3,13.5829E-3,14.2978E-3,1.91400E-3,3.82801E-3,5.74201E-3,7.65601E-3,9.57001E-3,11.4840E-3,13.3980E-3,15.3120E-3,17.2260E-3,19.1400E-3,21.0540E-3,22.9680E-3,24.8820E-3,26.7960E-3,28.7100E-3,30.6240E-3,32.5380E-3,34.4521E-3,36.3661E-3,38.2801E-3
