V ,leafValue( IS("/Q6/C") "N" 1 ) (A),leafValue( IS("/Q6/C") "N" 2 ) (A),leafValue( IS("/Q6/C") "N" 3 ) (A),leafValue( IS("/Q6/C") "N" 4 ) (A),leafValue( IS("/Q6/C") "N" 5 ) (A),leafValue( IS("/Q6/C") "N" 6 ) (A),leafValue( IS("/Q6/C") "N" 7 ) (A),leafValue( IS("/Q6/C") "N" 8 ) (A),leafValue( IS("/Q6/C") "N" 9 ) (A),leafValue( IS("/Q6/C") "N" 10 ) (A),leafValue( IS("/Q6/C") "N" 11 ) (A),leafValue( IS("/Q6/C") "N" 12 ) (A),leafValue( IS("/Q6/C") "N" 13 ) (A),leafValue( IS("/Q6/C") "N" 14 ) (A),leafValue( IS("/Q6/C") "N" 15 ) (A),leafValue( IS("/Q6/C") "N" 16 ) (A),leafValue( IS("/Q6/C") "N" 17 ) (A),leafValue( IS("/Q6/C") "N" 18 ) (A),leafValue( IS("/Q6/C") "N" 19 ) (A),leafValue( IS("/Q6/C") "N" 20 ) (A),leafValue( IS("/Q6/B") "N" 1 ) (A),leafValue( IS("/Q6/B") "N" 2 ) (A),leafValue( IS("/Q6/B") "N" 3 ) (A),leafValue( IS("/Q6/B") "N" 4 ) (A),leafValue( IS("/Q6/B") "N" 5 ) (A),leafValue( IS("/Q6/B") "N" 6 ) (A),leafValue( IS("/Q6/B") "N" 7 ) (A),leafValue( IS("/Q6/B") "N" 8 ) (A),leafValue( IS("/Q6/B") "N" 9 ) (A),leafValue( IS("/Q6/B") "N" 10 ) (A),leafValue( IS("/Q6/B") "N" 11 ) (A),leafValue( IS("/Q6/B") "N" 12 ) (A),leafValue( IS("/Q6/B") "N" 13 ) (A),leafValue( IS("/Q6/B") "N" 14 ) (A),leafValue( IS("/Q6/B") "N" 15 ) (A),leafValue( IS("/Q6/B") "N" 16 ) (A),leafValue( IS("/Q6/B") "N" 17 ) (A),leafValue( IS("/Q6/B") "N" 18 ) (A),leafValue( IS("/Q6/B") "N" 19 ) (A),leafValue( IS("/Q6/B") "N" 20 ) (A)
1.40000,699.727E-6,1.39945E-3,2.09918E-3,2.79891E-3,3.49864E-3,4.19836E-3,4.89809E-3,5.59782E-3,6.29755E-3,6.99727E-3,7.69700E-3,8.39673E-3,9.09645E-3,9.79618E-3,10.4959E-3,11.1956E-3,11.8954E-3,12.5951E-3,13.2948E-3,13.9945E-3,2.03640E-3,4.07280E-3,6.10920E-3,8.14560E-3,10.1820E-3,12.2184E-3,14.2548E-3,16.2912E-3,18.3276E-3,20.3640E-3,22.4004E-3,24.4368E-3,26.4732E-3,28.5096E-3,30.5460E-3,32.5824E-3,34.6188E-3,36.6552E-3,38.6916E-3,40.7280E-3
1.42000,684.841E-6,1.36968E-3,2.05452E-3,2.73936E-3,3.42421E-3,4.10905E-3,4.79389E-3,5.47873E-3,6.16357E-3,6.84841E-3,7.53325E-3,8.21809E-3,8.90293E-3,9.58778E-3,10.2726E-3,10.9575E-3,11.6423E-3,12.3271E-3,13.0120E-3,13.6968E-3,2.15932E-3,4.31864E-3,6.47796E-3,8.63728E-3,10.7966E-3,12.9559E-3,15.1152E-3,17.2746E-3,19.4339E-3,21.5932E-3,23.7525E-3,25.9118E-3,28.0711E-3,30.2305E-3,32.3898E-3,34.5491E-3,36.7084E-3,38.8677E-3,41.0271E-3,43.1864E-3
1.44000,670.241E-6,1.34048E-3,2.01072E-3,2.68096E-3,3.35120E-3,4.02144E-3,4.69168E-3,5.36192E-3,6.03217E-3,6.70241E-3,7.37265E-3,8.04289E-3,8.71313E-3,9.38337E-3,10.0536E-3,10.7238E-3,11.3941E-3,12.0643E-3,12.7346E-3,13.4048E-3,2.28270E-3,4.56540E-3,6.84810E-3,9.13081E-3,11.4135E-3,13.6962E-3,15.9789E-3,18.2616E-3,20.5443E-3,22.8270E-3,25.1097E-3,27.3924E-3,29.6751E-3,31.9578E-3,34.2405E-3,36.5232E-3,38.8059E-3,41.0886E-3,43.3713E-3,45.6540E-3
1.46000,655.928E-6,1.31186E-3,1.96778E-3,2.62371E-3,3.27964E-3,3.93557E-3,4.59150E-3,5.24743E-3,5.90335E-3,6.55928E-3,7.21521E-3,7.87114E-3,8.52707E-3,9.18300E-3,9.83892E-3,10.4949E-3,11.1508E-3,11.8067E-3,12.4626E-3,13.1186E-3,2.40650E-3,4.81299E-3,7.21949E-3,9.62599E-3,12.0325E-3,14.4390E-3,16.8455E-3,19.2520E-3,21.6585E-3,24.0650E-3,26.4715E-3,28.8780E-3,31.2845E-3,33.6910E-3,36.0975E-3,38.5040E-3,40.9105E-3,43.3170E-3,45.7234E-3,48.1299E-3
1.48000,641.901E-6,1.28380E-3,1.92570E-3,2.56760E-3,3.20951E-3,3.85141E-3,4.49331E-3,5.13521E-3,5.77711E-3,6.41901E-3,7.06091E-3,7.70281E-3,8.34471E-3,8.98662E-3,9.62852E-3,10.2704E-3,10.9123E-3,11.5542E-3,12.1961E-3,12.8380E-3,2.53066E-3,5.06133E-3,7.59199E-3,10.1227E-3,12.6533E-3,15.1840E-3,17.7147E-3,20.2453E-3,22.7760E-3,25.3066E-3,27.8373E-3,30.3680E-3,32.8986E-3,35.4293E-3,37.9600E-3,40.4906E-3,43.0213E-3,45.5520E-3,48.0826E-3,50.6133E-3
1.50000,628.152E-6,1.25630E-3,1.88446E-3,2.51261E-3,3.14076E-3,3.76891E-3,4.39707E-3,5.02522E-3,5.65337E-3,6.28152E-3,6.90968E-3,7.53783E-3,8.16598E-3,8.79413E-3,9.42229E-3,10.0504E-3,10.6786E-3,11.3067E-3,11.9349E-3,12.5630E-3,2.65517E-3,5.31034E-3,7.96550E-3,10.6207E-3,13.2758E-3,15.9310E-3,18.5862E-3,21.2413E-3,23.8965E-3,26.5517E-3,29.2068E-3,31.8620E-3,34.5172E-3,37.1723E-3,39.8275E-3,42.4827E-3,45.1379E-3,47.7930E-3,50.4482E-3,53.1034E-3
1.52000,614.673E-6,1.22935E-3,1.84402E-3,2.45869E-3,3.07336E-3,3.68804E-3,4.30271E-3,4.91738E-3,5.53205E-3,6.14673E-3,6.76140E-3,7.37607E-3,7.99074E-3,8.60542E-3,9.22009E-3,9.83476E-3,10.4494E-3,11.0641E-3,11.6788E-3,12.2935E-3,2.77998E-3,5.55995E-3,8.33993E-3,11.1199E-3,13.8999E-3,16.6799E-3,19.4598E-3,22.2398E-3,25.0198E-3,27.7998E-3,30.5797E-3,33.3597E-3,36.1397E-3,38.9197E-3,41.6996E-3,44.4796E-3,47.2596E-3,50.0396E-3,52.8195E-3,55.5995E-3
1.54000,601.450E-6,1.20290E-3,1.80435E-3,2.40580E-3,3.00725E-3,3.60870E-3,4.21015E-3,4.81160E-3,5.41305E-3,6.01450E-3,6.61595E-3,7.21741E-3,7.81886E-3,8.42031E-3,9.02176E-3,9.62321E-3,10.2247E-3,10.8261E-3,11.4276E-3,12.0290E-3,2.90506E-3,5.81012E-3,8.71518E-3,11.6202E-3,14.5253E-3,17.4304E-3,20.3354E-3,23.2405E-3,26.1456E-3,29.0506E-3,31.9557E-3,34.8607E-3,37.7658E-3,40.6709E-3,43.5759E-3,46.4810E-3,49.3860E-3,52.2911E-3,55.1962E-3,58.1012E-3
1.56000,588.473E-6,1.17695E-3,1.76542E-3,2.35389E-3,2.94237E-3,3.53084E-3,4.11931E-3,4.70779E-3,5.29626E-3,5.88473E-3,6.47321E-3,7.06168E-3,7.65015E-3,8.23863E-3,8.82710E-3,9.41557E-3,10.0040E-3,10.5925E-3,11.1810E-3,11.7695E-3,3.03040E-3,6.06080E-3,9.09120E-3,12.1216E-3,15.1520E-3,18.1824E-3,21.2128E-3,24.2432E-3,27.2736E-3,30.3040E-3,33.3344E-3,36.3648E-3,39.3952E-3,42.4256E-3,45.4560E-3,48.4864E-3,51.5168E-3,54.5472E-3,57.5776E-3,60.6080E-3
1.58000,575.727E-6,1.15145E-3,1.72718E-3,2.30291E-3,2.87864E-3,3.45436E-3,4.03009E-3,4.60582E-3,5.18155E-3,5.75727E-3,6.33300E-3,6.90873E-3,7.48446E-3,8.06018E-3,8.63591E-3,9.21164E-3,9.78737E-3,10.3631E-3,10.9388E-3,11.5145E-3,3.15598E-3,6.31195E-3,9.46793E-3,12.6239E-3,15.7799E-3,18.9359E-3,22.0918E-3,25.2478E-3,28.4038E-3,31.5598E-3,34.7157E-3,37.8717E-3,41.0277E-3,44.1837E-3,47.3396E-3,50.4956E-3,53.6516E-3,56.8076E-3,59.9636E-3,63.1195E-3
1.60000,563.199E-6,1.12640E-3,1.68960E-3,2.25279E-3,2.81599E-3,3.37919E-3,3.94239E-3,4.50559E-3,5.06879E-3,5.63199E-3,6.19518E-3,6.75838E-3,7.32158E-3,7.88478E-3,8.44798E-3,9.01118E-3,9.57437E-3,10.1376E-3,10.7008E-3,11.2640E-3,3.28177E-3,6.56354E-3,9.84531E-3,13.1271E-3,16.4088E-3,19.6906E-3,22.9724E-3,26.2541E-3,29.5359E-3,32.8177E-3,36.0995E-3,39.3812E-3,42.6630E-3,45.9448E-3,49.2265E-3,52.5083E-3,55.7901E-3,59.0718E-3,62.3536E-3,65.6354E-3
1.62000,550.872E-6,1.10174E-3,1.65262E-3,2.20349E-3,2.75436E-3,3.30523E-3,3.85610E-3,4.40697E-3,4.95785E-3,5.50872E-3,6.05959E-3,6.61046E-3,7.16133E-3,7.71221E-3,8.26308E-3,8.81395E-3,9.36482E-3,9.91569E-3,10.4666E-3,11.0174E-3,3.40776E-3,6.81552E-3,10.2233E-3,13.6310E-3,17.0388E-3,20.4466E-3,23.8543E-3,27.2621E-3,30.6699E-3,34.0776E-3,37.4854E-3,40.8931E-3,44.3009E-3,47.7087E-3,51.1164E-3,54.5242E-3,57.9320E-3,61.3397E-3,64.7475E-3,68.1552E-3
1.64000,538.732E-6,1.07746E-3,1.61620E-3,2.15493E-3,2.69366E-3,3.23239E-3,3.77112E-3,4.30986E-3,4.84859E-3,5.38732E-3,5.92605E-3,6.46478E-3,7.00351E-3,7.54225E-3,8.08098E-3,8.61971E-3,9.15844E-3,9.69717E-3,10.2359E-3,10.7746E-3,3.53394E-3,7.06789E-3,10.6018E-3,14.1358E-3,17.6697E-3,21.2037E-3,24.7376E-3,28.2716E-3,31.8055E-3,35.3394E-3,38.8734E-3,42.4073E-3,45.9413E-3,49.4752E-3,53.0092E-3,56.5431E-3,60.0770E-3,63.6110E-3,67.1449E-3,70.6789E-3
1.66000,526.763E-6,1.05353E-3,1.58029E-3,2.10705E-3,2.63382E-3,3.16058E-3,3.68734E-3,4.21410E-3,4.74087E-3,5.26763E-3,5.79439E-3,6.32116E-3,6.84792E-3,7.37468E-3,7.90145E-3,8.42821E-3,8.95497E-3,9.48174E-3,10.0085E-3,10.5353E-3,3.66030E-3,7.32060E-3,10.9809E-3,14.6412E-3,18.3015E-3,21.9618E-3,25.6221E-3,29.2824E-3,32.9427E-3,36.6030E-3,40.2633E-3,43.9236E-3,47.5839E-3,51.2442E-3,54.9045E-3,58.5648E-3,62.2251E-3,65.8854E-3,69.5457E-3,73.2060E-3
1.68000,514.949E-6,1.02990E-3,1.54485E-3,2.05980E-3,2.57475E-3,3.08970E-3,3.60464E-3,4.11959E-3,4.63454E-3,5.14949E-3,5.66444E-3,6.17939E-3,6.69434E-3,7.20929E-3,7.72424E-3,8.23919E-3,8.75414E-3,9.26909E-3,9.78404E-3,10.2990E-3,3.78683E-3,7.57365E-3,11.3605E-3,15.1473E-3,18.9341E-3,22.7210E-3,26.5078E-3,30.2946E-3,34.0814E-3,37.8683E-3,41.6551E-3,45.4419E-3,49.2287E-3,53.0156E-3,56.8024E-3,60.5892E-3,64.3760E-3,68.1629E-3,71.9497E-3,75.7365E-3
1.70000,503.274E-6,1.00655E-3,1.50982E-3,2.01310E-3,2.51637E-3,3.01964E-3,3.52292E-3,4.02619E-3,4.52946E-3,5.03274E-3,5.53601E-3,6.03929E-3,6.54256E-3,7.04583E-3,7.54911E-3,8.05238E-3,8.55565E-3,9.05893E-3,9.56220E-3,10.0655E-3,3.91351E-3,7.82701E-3,11.7405E-3,15.6540E-3,19.5675E-3,23.4810E-3,27.3945E-3,31.3081E-3,35.2216E-3,39.1351E-3,43.0486E-3,46.9621E-3,50.8756E-3,54.7891E-3,58.7026E-3,62.6161E-3,66.5296E-3,70.4431E-3,74.3566E-3,78.2701E-3
1.72000,491.719E-6,983.439E-6,1.47516E-3,1.96688E-3,2.45860E-3,2.95032E-3,3.44204E-3,3.93376E-3,4.42547E-3,4.91719E-3,5.40891E-3,5.90063E-3,6.39235E-3,6.88407E-3,7.37579E-3,7.86751E-3,8.35923E-3,8.85095E-3,9.34267E-3,9.83439E-3,4.04034E-3,8.08067E-3,12.1210E-3,16.1613E-3,20.2017E-3,24.2420E-3,28.2824E-3,32.3227E-3,36.3630E-3,40.4034E-3,44.4437E-3,48.4840E-3,52.5244E-3,56.5647E-3,60.6051E-3,64.6454E-3,68.6857E-3,72.7261E-3,76.7664E-3,80.8067E-3
1.74000,480.268E-6,960.537E-6,1.44080E-3,1.92107E-3,2.40134E-3,2.88161E-3,3.36188E-3,3.84215E-3,4.32241E-3,4.80268E-3,5.28295E-3,5.76322E-3,6.24349E-3,6.72376E-3,7.20402E-3,7.68429E-3,8.16456E-3,8.64483E-3,9.12510E-3,9.60537E-3,4.16731E-3,8.33462E-3,12.5019E-3,16.6692E-3,20.8365E-3,25.0039E-3,29.1712E-3,33.3385E-3,37.5058E-3,41.6731E-3,45.8404E-3,50.0077E-3,54.1750E-3,58.3423E-3,62.5096E-3,66.6769E-3,70.8443E-3,75.0116E-3,79.1789E-3,83.3462E-3
1.76000,468.901E-6,937.803E-6,1.40670E-3,1.87561E-3,2.34451E-3,2.81341E-3,3.28231E-3,3.75121E-3,4.22011E-3,4.68901E-3,5.15792E-3,5.62682E-3,6.09572E-3,6.56462E-3,7.03352E-3,7.50242E-3,7.97132E-3,8.44022E-3,8.90913E-3,9.37803E-3,4.29442E-3,8.58884E-3,12.8833E-3,17.1777E-3,21.4721E-3,25.7665E-3,30.0609E-3,34.3553E-3,38.6498E-3,42.9442E-3,47.2386E-3,51.5330E-3,55.8274E-3,60.1219E-3,64.4163E-3,68.7107E-3,73.0051E-3,77.2995E-3,81.5939E-3,85.8884E-3
1.78000,457.599E-6,915.197E-6,1.37280E-3,1.83039E-3,2.28799E-3,2.74559E-3,3.20319E-3,3.66079E-3,4.11839E-3,4.57599E-3,5.03359E-3,5.49118E-3,5.94878E-3,6.40638E-3,6.86398E-3,7.32158E-3,7.77918E-3,8.23678E-3,8.69438E-3,9.15197E-3,4.42166E-3,8.84332E-3,13.2650E-3,17.6866E-3,22.1083E-3,26.5300E-3,30.9516E-3,35.3733E-3,39.7949E-3,44.2166E-3,48.6383E-3,53.0599E-3,57.4816E-3,61.9032E-3,66.3249E-3,70.7465E-3,75.1682E-3,79.5899E-3,84.0115E-3,88.4332E-3
1.80000,446.339E-6,892.677E-6,1.33902E-3,1.78535E-3,2.23169E-3,2.67803E-3,3.12437E-3,3.57071E-3,4.01705E-3,4.46339E-3,4.90973E-3,5.35606E-3,5.80240E-3,6.24874E-3,6.69508E-3,7.14142E-3,7.58776E-3,8.03410E-3,8.48043E-3,8.92677E-3,4.54903E-3,9.09806E-3,13.6471E-3,18.1961E-3,22.7451E-3,27.2942E-3,31.8432E-3,36.3922E-3,40.9413E-3,45.4903E-3,50.0393E-3,54.5883E-3,59.1374E-3,63.6864E-3,68.2354E-3,72.7845E-3,77.3335E-3,81.8825E-3,86.4315E-3,90.9806E-3
1.82000,435.098E-6,870.195E-6,1.30529E-3,1.74039E-3,2.17549E-3,2.61059E-3,3.04568E-3,3.48078E-3,3.91588E-3,4.35098E-3,4.78607E-3,5.22117E-3,5.65627E-3,6.09137E-3,6.52646E-3,6.96156E-3,7.39666E-3,7.83176E-3,8.26685E-3,8.70195E-3,4.67652E-3,9.35305E-3,14.0296E-3,18.7061E-3,23.3826E-3,28.0591E-3,32.7357E-3,37.4122E-3,42.0887E-3,46.7652E-3,51.4417E-3,56.1183E-3,60.7948E-3,65.4713E-3,70.1478E-3,74.8244E-3,79.5009E-3,84.1774E-3,88.8539E-3,93.5305E-3
1.84000,423.849E-6,847.699E-6,1.27155E-3,1.69540E-3,2.11925E-3,2.54310E-3,2.96695E-3,3.39080E-3,3.81465E-3,4.23849E-3,4.66234E-3,5.08619E-3,5.51004E-3,5.93389E-3,6.35774E-3,6.78159E-3,7.20544E-3,7.62929E-3,8.05314E-3,8.47699E-3,4.80414E-3,9.60828E-3,14.4124E-3,19.2166E-3,24.0207E-3,28.8248E-3,33.6290E-3,38.4331E-3,43.2373E-3,48.0414E-3,52.8455E-3,57.6497E-3,62.4538E-3,67.2580E-3,72.0621E-3,76.8663E-3,81.6704E-3,86.4745E-3,91.2787E-3,96.0828E-3
1.86000,412.565E-6,825.129E-6,1.23769E-3,1.65026E-3,2.06282E-3,2.47539E-3,2.88795E-3,3.30052E-3,3.71308E-3,4.12565E-3,4.53821E-3,4.95078E-3,5.36334E-3,5.77591E-3,6.18847E-3,6.60104E-3,7.01360E-3,7.42617E-3,7.83873E-3,8.25129E-3,4.93188E-3,9.86376E-3,14.7956E-3,19.7275E-3,24.6594E-3,29.5913E-3,34.5232E-3,39.4551E-3,44.3869E-3,49.3188E-3,54.2507E-3,59.1826E-3,64.1145E-3,69.0463E-3,73.9782E-3,78.9101E-3,83.8420E-3,88.7739E-3,93.7058E-3,98.6376E-3
1.88000,401.209E-6,802.419E-6,1.20363E-3,1.60484E-3,2.00605E-3,2.40726E-3,2.80847E-3,3.20968E-3,3.61089E-3,4.01209E-3,4.41330E-3,4.81451E-3,5.21572E-3,5.61693E-3,6.01814E-3,6.41935E-3,6.82056E-3,7.22177E-3,7.62298E-3,8.02419E-3,5.05975E-3,10.1195E-3,15.1792E-3,20.2390E-3,25.2987E-3,30.3585E-3,35.4182E-3,40.4780E-3,45.5377E-3,50.5975E-3,55.6572E-3,60.7170E-3,65.7767E-3,70.8365E-3,75.8962E-3,80.9559E-3,86.0157E-3,91.0754E-3,96.1352E-3,101.195E-3
1.90000,389.744E-6,779.488E-6,1.16923E-3,1.55898E-3,1.94872E-3,2.33846E-3,2.72821E-3,3.11795E-3,3.50770E-3,3.89744E-3,4.28718E-3,4.67693E-3,5.06667E-3,5.45641E-3,5.84616E-3,6.23590E-3,6.62565E-3,7.01539E-3,7.40513E-3,7.79488E-3,5.18774E-3,10.3755E-3,15.5632E-3,20.7509E-3,25.9387E-3,31.1264E-3,36.3142E-3,41.5019E-3,46.6896E-3,51.8774E-3,57.0651E-3,62.2528E-3,67.4406E-3,72.6283E-3,77.8161E-3,83.0038E-3,88.1915E-3,93.3793E-3,98.5670E-3,103.755E-3
1.92000,378.120E-6,756.240E-6,1.13436E-3,1.51248E-3,1.89060E-3,2.26872E-3,2.64684E-3,3.02496E-3,3.40308E-3,3.78120E-3,4.15932E-3,4.53744E-3,4.91556E-3,5.29368E-3,5.67180E-3,6.04992E-3,6.42804E-3,6.80616E-3,7.18428E-3,7.56240E-3,5.31586E-3,10.6317E-3,15.9476E-3,21.2634E-3,26.5793E-3,31.8951E-3,37.2110E-3,42.5269E-3,47.8427E-3,53.1586E-3,58.4744E-3,63.7903E-3,69.1061E-3,74.4220E-3,79.7379E-3,85.0537E-3,90.3696E-3,95.6854E-3,101.001E-3,106.317E-3
1.94000,366.279E-6,732.558E-6,1.09884E-3,1.46512E-3,1.83140E-3,2.19767E-3,2.56395E-3,2.93023E-3,3.29651E-3,3.66279E-3,4.02907E-3,4.39535E-3,4.76163E-3,5.12791E-3,5.49419E-3,5.86047E-3,6.22674E-3,6.59302E-3,6.95930E-3,7.32558E-3,5.44411E-3,10.8882E-3,16.3323E-3,21.7765E-3,27.2206E-3,32.6647E-3,38.1088E-3,43.5529E-3,48.9970E-3,54.4411E-3,59.8853E-3,65.3294E-3,70.7735E-3,76.2176E-3,81.6617E-3,87.1058E-3,92.5499E-3,97.9941E-3,103.438E-3,108.882E-3
1.96000,354.145E-6,708.290E-6,1.06244E-3,1.41658E-3,1.77073E-3,2.12487E-3,2.47902E-3,2.83316E-3,3.18731E-3,3.54145E-3,3.89560E-3,4.24974E-3,4.60389E-3,4.95803E-3,5.31218E-3,5.66632E-3,6.02047E-3,6.37461E-3,6.72876E-3,7.08290E-3,5.57252E-3,11.1450E-3,16.7176E-3,22.2901E-3,27.8626E-3,33.4351E-3,39.0076E-3,44.5801E-3,50.1527E-3,55.7252E-3,61.2977E-3,66.8702E-3,72.4427E-3,78.0152E-3,83.5878E-3,89.1603E-3,94.7328E-3,100.305E-3,105.878E-3,111.450E-3
1.98000,341.619E-6,683.238E-6,1.02486E-3,1.36648E-3,1.70809E-3,2.04971E-3,2.39133E-3,2.73295E-3,3.07457E-3,3.41619E-3,3.75781E-3,4.09943E-3,4.44104E-3,4.78266E-3,5.12428E-3,5.46590E-3,5.80752E-3,6.14914E-3,6.49076E-3,6.83238E-3,5.70108E-3,11.4022E-3,17.1032E-3,22.8043E-3,28.5054E-3,34.2065E-3,39.9076E-3,45.6086E-3,51.3097E-3,57.0108E-3,62.7119E-3,68.4130E-3,74.1140E-3,79.8151E-3,85.5162E-3,91.2173E-3,96.9184E-3,102.619E-3,108.321E-3,114.022E-3
2.00000,328.562E-6,657.124E-6,985.686E-6,1.31425E-3,1.64281E-3,1.97137E-3,2.29993E-3,2.62850E-3,2.95706E-3,3.28562E-3,3.61418E-3,3.94274E-3,4.27131E-3,4.59987E-3,4.92843E-3,5.25699E-3,5.58555E-3,5.91412E-3,6.24268E-3,6.57124E-3,5.82983E-3,11.6597E-3,17.4895E-3,23.3193E-3,29.1491E-3,34.9790E-3,40.8088E-3,46.6386E-3,52.4684E-3,58.2983E-3,64.1281E-3,69.9579E-3,75.7877E-3,81.6176E-3,87.4474E-3,93.2772E-3,99.1071E-3,104.937E-3,110.767E-3,116.597E-3
2.02000,314.773E-6,629.547E-6,944.320E-6,1.25909E-3,1.57387E-3,1.88864E-3,2.20341E-3,2.51819E-3,2.83296E-3,3.14773E-3,3.46251E-3,3.77728E-3,4.09205E-3,4.40683E-3,4.72160E-3,5.03638E-3,5.35115E-3,5.66592E-3,5.98070E-3,6.29547E-3,5.95879E-3,11.9176E-3,17.8764E-3,23.8352E-3,29.7939E-3,35.7527E-3,41.7115E-3,47.6703E-3,53.6291E-3,59.5879E-3,65.5467E-3,71.5055E-3,77.4643E-3,83.4231E-3,89.3818E-3,95.3406E-3,101.299E-3,107.258E-3,113.217E-3,119.176E-3
2.04000,299.937E-6,599.874E-6,899.811E-6,1.19975E-3,1.49968E-3,1.79962E-3,2.09956E-3,2.39950E-3,2.69943E-3,2.99937E-3,3.29931E-3,3.59924E-3,3.89918E-3,4.19912E-3,4.49905E-3,4.79899E-3,5.09893E-3,5.39886E-3,5.69880E-3,5.99874E-3,6.08803E-3,12.1761E-3,18.2641E-3,24.3521E-3,30.4401E-3,36.5282E-3,42.6162E-3,48.7042E-3,54.7922E-3,60.8803E-3,66.9683E-3,73.0563E-3,79.1443E-3,85.2324E-3,91.3204E-3,97.4084E-3,103.496E-3,109.584E-3,115.672E-3,121.761E-3
2.06000,283.507E-6,567.014E-6,850.522E-6,1.13403E-3,1.41754E-3,1.70104E-3,1.98455E-3,2.26806E-3,2.55156E-3,2.83507E-3,3.11858E-3,3.40209E-3,3.68559E-3,3.96910E-3,4.25261E-3,4.53612E-3,4.81962E-3,5.10313E-3,5.38664E-3,5.67014E-3,6.21763E-3,12.4353E-3,18.6529E-3,24.8705E-3,31.0882E-3,37.3058E-3,43.5234E-3,49.7411E-3,55.9587E-3,62.1763E-3,68.3940E-3,74.6116E-3,80.8292E-3,87.0469E-3,93.2645E-3,99.4821E-3,105.700E-3,111.917E-3,118.135E-3,124.353E-3
2.08000,264.438E-6,528.876E-6,793.314E-6,1.05775E-3,1.32219E-3,1.58663E-3,1.85107E-3,2.11550E-3,2.37994E-3,2.64438E-3,2.90882E-3,3.17326E-3,3.43769E-3,3.70213E-3,3.96657E-3,4.23101E-3,4.49545E-3,4.75988E-3,5.02432E-3,5.28876E-3,6.34780E-3,12.6956E-3,19.0434E-3,25.3912E-3,31.7390E-3,38.0868E-3,44.4346E-3,50.7824E-3,57.1302E-3,63.4780E-3,69.8258E-3,76.1737E-3,82.5215E-3,88.8693E-3,95.2171E-3,101.565E-3,107.913E-3,114.260E-3,120.608E-3,126.956E-3
2.10000,240.810E-6,481.620E-6,722.430E-6,963.241E-6,1.20405E-3,1.44486E-3,1.68567E-3,1.92648E-3,2.16729E-3,2.40810E-3,2.64891E-3,2.88972E-3,3.13053E-3,3.37134E-3,3.61215E-3,3.85296E-3,4.09377E-3,4.33458E-3,4.57539E-3,4.81620E-3,6.47889E-3,12.9578E-3,19.4367E-3,25.9156E-3,32.3945E-3,38.8734E-3,45.3523E-3,51.8312E-3,58.3101E-3,64.7889E-3,71.2678E-3,77.7467E-3,84.2256E-3,90.7045E-3,97.1834E-3,103.662E-3,110.141E-3,116.620E-3,123.099E-3,129.578E-3
2.12000,212.004E-6,424.007E-6,636.011E-6,848.015E-6,1.06002E-3,1.27202E-3,1.48403E-3,1.69603E-3,1.90803E-3,2.12004E-3,2.33204E-3,2.54404E-3,2.75605E-3,2.96805E-3,3.18006E-3,3.39206E-3,3.60406E-3,3.81607E-3,4.02807E-3,4.24007E-3,6.61102E-3,13.2220E-3,19.8331E-3,26.4441E-3,33.0551E-3,39.6661E-3,46.2771E-3,52.8882E-3,59.4992E-3,66.1102E-3,72.7212E-3,79.3322E-3,85.9433E-3,92.5543E-3,99.1653E-3,105.776E-3,112.387E-3,118.998E-3,125.609E-3,132.220E-3
2.14000,181.308E-6,362.617E-6,543.925E-6,725.234E-6,906.542E-6,1.08785E-3,1.26916E-3,1.45047E-3,1.63178E-3,1.81308E-3,1.99439E-3,2.17570E-3,2.35701E-3,2.53832E-3,2.71963E-3,2.90094E-3,3.08224E-3,3.26355E-3,3.44486E-3,3.62617E-3,6.74356E-3,13.4871E-3,20.2307E-3,26.9743E-3,33.7178E-3,40.4614E-3,47.2049E-3,53.9485E-3,60.6921E-3,67.4356E-3,74.1792E-3,80.9228E-3,87.6663E-3,94.4099E-3,101.153E-3,107.897E-3,114.641E-3,121.384E-3,128.128E-3,134.871E-3
2.16000,150.572E-6,301.144E-6,451.716E-6,602.288E-6,752.860E-6,903.433E-6,1.05400E-3,1.20458E-3,1.35515E-3,1.50572E-3,1.65629E-3,1.80687E-3,1.95744E-3,2.10801E-3,2.25858E-3,2.40915E-3,2.55973E-3,2.71030E-3,2.86087E-3,3.01144E-3,6.87618E-3,13.7524E-3,20.6285E-3,27.5047E-3,34.3809E-3,41.2571E-3,48.1333E-3,55.0094E-3,61.8856E-3,68.7618E-3,75.6380E-3,82.5142E-3,89.3903E-3,96.2665E-3,103.143E-3,110.019E-3,116.895E-3,123.771E-3,130.647E-3,137.524E-3
2.18000,120.155E-6,240.309E-6,360.464E-6,480.618E-6,600.773E-6,720.928E-6,841.082E-6,961.237E-6,1.08139E-3,1.20155E-3,1.32170E-3,1.44186E-3,1.56201E-3,1.68216E-3,1.80232E-3,1.92247E-3,2.04263E-3,2.16278E-3,2.28294E-3,2.40309E-3,7.00880E-3,14.0176E-3,21.0264E-3,28.0352E-3,35.0440E-3,42.0528E-3,49.0616E-3,56.0704E-3,63.0792E-3,70.0880E-3,77.0968E-3,84.1056E-3,91.1144E-3,98.1232E-3,105.132E-3,112.141E-3,119.150E-3,126.158E-3,133.167E-3,140.176E-3
