time (s),/Q5/C b 8 M 0.25  (A),/Q5/C b 8 M 0.5  (A),/Q5/C b 8 M 1  (A),/Q5/C b 8 M 2  (A),/Q5/C b 8 M 4  (A),/Q5/C b 12 M 0.25  (A),/Q5/C b 12 M 0.5  (A),/Q5/C b 12 M 1  (A),/Q5/C b 12 M 2  (A),/Q5/C b 12 M 4  (A),/Q5/C b 16 M 0.25  (A),/Q5/C b 16 M 0.5  (A),/Q5/C b 16 M 1  (A),/Q5/C b 16 M 2  (A),/Q5/C b 16 M 4  (A),/Q5/C b 20 M 0.25  (A),/Q5/C b 20 M 0.5  (A),/Q5/C b 20 M 1  (A),/Q5/C b 20 M 2  (A),/Q5/C b 20 M 4  (A),/Q5/C b 24 M 0.25  (A),/Q5/C b 24 M 0.5  (A),/Q5/C b 24 M 1  (A),/Q5/C b 24 M 2  (A),/Q5/C b 24 M 4  (A),/Q5/C b 28 M 0.25  (A),/Q5/C b 28 M 0.5  (A),/Q5/C b 28 M 1  (A),/Q5/C b 28 M 2  (A),/Q5/C b 28 M 4  (A),/Q5/C b 32 M 0.25  (A),/Q5/C b 32 M 0.5  (A),/Q5/C b 32 M 1  (A),/Q5/C b 32 M 2  (A),/Q5/C b 32 M 4  (A),/Q5/C b 36 M 0.25  (A),/Q5/C b 36 M 0.5  (A),/Q5/C b 36 M 1  (A),/Q5/C b 36 M 2  (A),/Q5/C b 36 M 4  (A),/Q5/C b 40 M 0.25  (A),/Q5/C b 40 M 0.5  (A),/Q5/C b 40 M 1  (A),/Q5/C b 40 M 2  (A),/Q5/C b 40 M 4  (A),/Q6/C b 8 M 0.25  (A),/Q6/C b 8 M 0.5  (A),/Q6/C b 8 M 1  (A),/Q6/C b 8 M 2  (A),/Q6/C b 8 M 4  (A),/Q6/C b 12 M 0.25  (A),/Q6/C b 12 M 0.5  (A),/Q6/C b 12 M 1  (A),/Q6/C b 12 M 2  (A),/Q6/C b 12 M 4  (A),/Q6/C b 16 M 0.25  (A),/Q6/C b 16 M 0.5  (A),/Q6/C b 16 M 1  (A),/Q6/C b 16 M 2  (A),/Q6/C b 16 M 4  (A),/Q6/C b 20 M 0.25  (A),/Q6/C b 20 M 0.5  (A),/Q6/C b 20 M 1  (A),/Q6/C b 20 M 2  (A),/Q6/C b 20 M 4  (A),/Q6/C b 24 M 0.25  (A),/Q6/C b 24 M 0.5  (A),/Q6/C b 24 M 1  (A),/Q6/C b 24 M 2  (A),/Q6/C b 24 M 4  (A),/Q6/C b 28 M 0.25  (A),/Q6/C b 28 M 0.5  (A),/Q6/C b 28 M 1  (A),/Q6/C b 28 M 2  (A),/Q6/C b 28 M 4  (A),/Q6/C b 32 M 0.25  (A),/Q6/C b 32 M 0.5  (A),/Q6/C b 32 M 1  (A),/Q6/C b 32 M 2  (A),/Q6/C b 32 M 4  (A),/Q6/C b 36 M 0.25  (A),/Q6/C b 36 M 0.5  (A),/Q6/C b 36 M 1  (A),/Q6/C b 36 M 2  (A),/Q6/C b 36 M 4  (A),/Q6/C b 40 M 0.25  (A),/Q6/C b 40 M 0.5  (A),/Q6/C b 40 M 1  (A),/Q6/C b 40 M 2  (A),/Q6/C b 40 M 4  (A),/Q3/C b 8 M 0.25  (A),/Q3/C b 8 M 0.5  (A),/Q3/C b 8 M 1  (A),/Q3/C b 8 M 2  (A),/Q3/C b 8 M 4  (A),/Q3/C b 12 M 0.25  (A),/Q3/C b 12 M 0.5  (A),/Q3/C b 12 M 1  (A),/Q3/C b 12 M 2  (A),/Q3/C b 12 M 4  (A),/Q3/C b 16 M 0.25  (A),/Q3/C b 16 M 0.5  (A),/Q3/C b 16 M 1  (A),/Q3/C b 16 M 2  (A),/Q3/C b 16 M 4  (A),/Q3/C b 20 M 0.25  (A),/Q3/C b 20 M 0.5  (A),/Q3/C b 20 M 1  (A),/Q3/C b 20 M 2  (A),/Q3/C b 20 M 4  (A),/Q3/C b 24 M 0.25  (A),/Q3/C b 24 M 0.5  (A),/Q3/C b 24 M 1  (A),/Q3/C b 24 M 2  (A),/Q3/C b 24 M 4  (A),/Q3/C b 28 M 0.25  (A),/Q3/C b 28 M 0.5  (A),/Q3/C b 28 M 1  (A),/Q3/C b 28 M 2  (A),/Q3/C b 28 M 4  (A),/Q3/C b 32 M 0.25  (A),/Q3/C b 32 M 0.5  (A),/Q3/C b 32 M 1  (A),/Q3/C b 32 M 2  (A),/Q3/C b 32 M 4  (A),/Q3/C b 36 M 0.25  (A),/Q3/C b 36 M 0.5  (A),/Q3/C b 36 M 1  (A),/Q3/C b 36 M 2  (A),/Q3/C b 36 M 4  (A),/Q3/C b 40 M 0.25  (A),/Q3/C b 40 M 0.5  (A),/Q3/C b 40 M 1  (A),/Q3/C b 40 M 2  (A),/Q3/C b 40 M 4  (A)
571.000E-12,-3.47569E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.737E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.430E-6,-243.747E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.760E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.768E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.774E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.778E-6,-3.47589E-3,-1.84106E-3,-950.506E-6,-483.312E-6,-243.781E-6,-3.47590E-3,-1.84106E-3,-950.511E-6,-483.312E-6,-243.783E-6,-3.47591E-3,-1.84106E-3,-950.518E-6,-483.312E-6,-243.785E-6,-3.68259E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.601E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.020E-6,-262.749E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.856E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.937E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.000E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.052E-6,-3.69939E-3,-1.96950E-3,-1.02083E-3,-520.529E-6,-263.097E-6,-3.70011E-3,-1.96982E-3,-1.02099E-3,-520.603E-6,-263.136E-6,-3.70072E-3,-1.97010E-3,-1.02113E-3,-520.669E-6,-263.171E-6,881.322E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04162E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03547E-3,1.04248E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04306E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04350E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04384E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04412E-3,934.625E-6,983.999E-6,1.01835E-3,1.03649E-3,1.04437E-3,929.855E-6,983.941E-6,1.01847E-3,1.03665E-3,1.04458E-3,927.712E-6,983.947E-6,1.01858E-3,1.03679E-3,1.04477E-3
591.000E-12,-3.47569E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.736E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.426E-6,-243.747E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.759E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.767E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.773E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.776E-6,-3.47589E-3,-1.84106E-3,-950.505E-6,-483.312E-6,-243.779E-6,-3.47590E-3,-1.84106E-3,-950.511E-6,-483.312E-6,-243.782E-6,-3.47591E-3,-1.84106E-3,-950.517E-6,-483.312E-6,-243.784E-6,-3.68258E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.601E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.015E-6,-262.748E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.855E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.936E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.999E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.051E-6,-3.69939E-3,-1.96950E-3,-1.02083E-3,-520.529E-6,-263.095E-6,-3.70011E-3,-1.96982E-3,-1.02099E-3,-520.603E-6,-263.134E-6,-3.70072E-3,-1.97010E-3,-1.02113E-3,-520.669E-6,-263.169E-6,881.321E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04162E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03546E-3,1.04247E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04306E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04349E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04383E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04412E-3,934.625E-6,984.000E-6,1.01835E-3,1.03649E-3,1.04436E-3,929.855E-6,983.941E-6,1.01847E-3,1.03665E-3,1.04458E-3,927.712E-6,983.947E-6,1.01858E-3,1.03679E-3,1.04477E-3
611.000E-12,-3.47568E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.736E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.422E-6,-243.746E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.758E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.766E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.771E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.775E-6,-3.47589E-3,-1.84106E-3,-950.504E-6,-483.311E-6,-243.778E-6,-3.47590E-3,-1.84106E-3,-950.510E-6,-483.312E-6,-243.780E-6,-3.47591E-3,-1.84106E-3,-950.516E-6,-483.312E-6,-243.782E-6,-3.68258E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.601E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.011E-6,-262.747E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.854E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.934E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.997E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.049E-6,-3.69939E-3,-1.96950E-3,-1.02083E-3,-520.529E-6,-263.094E-6,-3.70011E-3,-1.96982E-3,-1.02099E-3,-520.603E-6,-263.133E-6,-3.70072E-3,-1.97010E-3,-1.02113E-3,-520.669E-6,-263.167E-6,881.320E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04162E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03545E-3,1.04247E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04305E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04349E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04383E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04411E-3,934.625E-6,983.999E-6,1.01835E-3,1.03649E-3,1.04436E-3,929.855E-6,983.941E-6,1.01847E-3,1.03665E-3,1.04457E-3,927.712E-6,983.947E-6,1.01858E-3,1.03679E-3,1.04476E-3
631.000E-12,-3.47568E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.736E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.419E-6,-243.746E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.758E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.765E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.770E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.774E-6,-3.47589E-3,-1.84106E-3,-950.504E-6,-483.311E-6,-243.777E-6,-3.47590E-3,-1.84106E-3,-950.509E-6,-483.311E-6,-243.779E-6,-3.47591E-3,-1.84106E-3,-950.515E-6,-483.312E-6,-243.781E-6,-3.68258E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.601E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.006E-6,-262.747E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.853E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.933E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.996E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.048E-6,-3.69939E-3,-1.96950E-3,-1.02083E-3,-520.529E-6,-263.092E-6,-3.70011E-3,-1.96982E-3,-1.02098E-3,-520.603E-6,-263.131E-6,-3.70072E-3,-1.97010E-3,-1.02113E-3,-520.669E-6,-263.165E-6,881.319E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04162E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03544E-3,1.04247E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04305E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04348E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04382E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04410E-3,934.625E-6,984.000E-6,1.01835E-3,1.03649E-3,1.04435E-3,929.855E-6,983.941E-6,1.01847E-3,1.03664E-3,1.04456E-3,927.712E-6,983.947E-6,1.01858E-3,1.03678E-3,1.04475E-3
651.000E-12,-3.47568E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.736E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.415E-6,-243.745E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.757E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.764E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.769E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.772E-6,-3.47589E-3,-1.84106E-3,-950.503E-6,-483.311E-6,-243.775E-6,-3.47590E-3,-1.84106E-3,-950.508E-6,-483.311E-6,-243.777E-6,-3.47591E-3,-1.84106E-3,-950.514E-6,-483.312E-6,-243.779E-6,-3.68257E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.601E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.002E-6,-262.746E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.852E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.932E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.994E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.046E-6,-3.69939E-3,-1.96950E-3,-1.02083E-3,-520.528E-6,-263.091E-6,-3.70011E-3,-1.96982E-3,-1.02098E-3,-520.602E-6,-263.129E-6,-3.70072E-3,-1.97010E-3,-1.02112E-3,-520.668E-6,-263.164E-6,881.318E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04162E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03543E-3,1.04247E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04305E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04348E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04382E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04410E-3,934.625E-6,983.999E-6,1.01835E-3,1.03649E-3,1.04434E-3,929.855E-6,983.941E-6,1.01847E-3,1.03664E-3,1.04455E-3,927.712E-6,983.947E-6,1.01858E-3,1.03678E-3,1.04474E-3
671.000E-12,-3.47567E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.736E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.411E-6,-243.745E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.756E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.763E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.768E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.771E-6,-3.47589E-3,-1.84106E-3,-950.503E-6,-483.311E-6,-243.774E-6,-3.47590E-3,-1.84106E-3,-950.508E-6,-483.311E-6,-243.776E-6,-3.47591E-3,-1.84106E-3,-950.513E-6,-483.311E-6,-243.778E-6,-3.68257E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.600E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-519.998E-6,-262.746E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.852E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.931E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.993E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.045E-6,-3.69939E-3,-1.96950E-3,-1.02083E-3,-520.528E-6,-263.089E-6,-3.70011E-3,-1.96982E-3,-1.02098E-3,-520.602E-6,-263.128E-6,-3.70072E-3,-1.97010E-3,-1.02112E-3,-520.668E-6,-263.162E-6,881.318E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04162E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03542E-3,1.04246E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04304E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04347E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04381E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04409E-3,934.625E-6,984.000E-6,1.01835E-3,1.03649E-3,1.04434E-3,929.855E-6,983.941E-6,1.01847E-3,1.03664E-3,1.04455E-3,927.712E-6,983.946E-6,1.01858E-3,1.03678E-3,1.04474E-3
691.000E-12,-3.47567E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.736E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.408E-6,-243.744E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.755E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.762E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.767E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.770E-6,-3.47589E-3,-1.84106E-3,-950.502E-6,-483.311E-6,-243.773E-6,-3.47590E-3,-1.84106E-3,-950.507E-6,-483.311E-6,-243.775E-6,-3.47591E-3,-1.84106E-3,-950.512E-6,-483.311E-6,-243.776E-6,-3.68256E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.600E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-519.994E-6,-262.745E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.851E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.930E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.992E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.043E-6,-3.69939E-3,-1.96950E-3,-1.02082E-3,-520.528E-6,-263.088E-6,-3.70011E-3,-1.96982E-3,-1.02098E-3,-520.602E-6,-263.126E-6,-3.70072E-3,-1.97010E-3,-1.02112E-3,-520.668E-6,-263.160E-6,881.316E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04162E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03542E-3,1.04246E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04304E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04347E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04380E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04409E-3,934.625E-6,983.999E-6,1.01835E-3,1.03649E-3,1.04433E-3,929.855E-6,983.941E-6,1.01847E-3,1.03664E-3,1.04454E-3,927.712E-6,983.946E-6,1.01858E-3,1.03678E-3,1.04473E-3
711.000E-12,-3.47567E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.735E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.404E-6,-243.744E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.754E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.761E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.766E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.769E-6,-3.47589E-3,-1.84106E-3,-950.502E-6,-483.311E-6,-243.771E-6,-3.47590E-3,-1.84106E-3,-950.506E-6,-483.311E-6,-243.773E-6,-3.47591E-3,-1.84106E-3,-950.512E-6,-483.311E-6,-243.775E-6,-3.68256E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.600E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-519.990E-6,-262.745E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.850E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.928E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.991E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.042E-6,-3.69939E-3,-1.96950E-3,-1.02082E-3,-520.528E-6,-263.086E-6,-3.70011E-3,-1.96982E-3,-1.02098E-3,-520.602E-6,-263.125E-6,-3.70072E-3,-1.97010E-3,-1.02112E-3,-520.668E-6,-263.159E-6,881.316E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04162E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03541E-3,1.04246E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04303E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04346E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04380E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04408E-3,934.625E-6,984.000E-6,1.01835E-3,1.03649E-3,1.04432E-3,929.855E-6,983.941E-6,1.01847E-3,1.03664E-3,1.04453E-3,927.712E-6,983.946E-6,1.01858E-3,1.03678E-3,1.04472E-3
731.000E-12,-3.47566E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.735E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.401E-6,-243.744E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.754E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.760E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.765E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.768E-6,-3.47589E-3,-1.84106E-3,-950.501E-6,-483.310E-6,-243.770E-6,-3.47590E-3,-1.84106E-3,-950.506E-6,-483.311E-6,-243.772E-6,-3.47591E-3,-1.84106E-3,-950.511E-6,-483.311E-6,-243.774E-6,-3.68256E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.600E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-519.986E-6,-262.744E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.849E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.927E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.989E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.041E-6,-3.69939E-3,-1.96950E-3,-1.02082E-3,-520.528E-6,-263.085E-6,-3.70011E-3,-1.96982E-3,-1.02098E-3,-520.602E-6,-263.123E-6,-3.70072E-3,-1.97010E-3,-1.02112E-3,-520.668E-6,-263.157E-6,881.314E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04161E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03540E-3,1.04246E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04303E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04346E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04379E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04407E-3,934.625E-6,983.999E-6,1.01835E-3,1.03649E-3,1.04432E-3,929.855E-6,983.941E-6,1.01847E-3,1.03664E-3,1.04453E-3,927.712E-6,983.946E-6,1.01858E-3,1.03678E-3,1.04472E-3
751.000E-12,-3.47566E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.735E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.398E-6,-243.743E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.753E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.759E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.764E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.767E-6,-3.47589E-3,-1.84106E-3,-950.501E-6,-483.310E-6,-243.769E-6,-3.47590E-3,-1.84106E-3,-950.505E-6,-483.310E-6,-243.771E-6,-3.47591E-3,-1.84106E-3,-950.510E-6,-483.311E-6,-243.772E-6,-3.68255E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.600E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-519.983E-6,-262.744E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.848E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.926E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.988E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.039E-6,-3.69939E-3,-1.96950E-3,-1.02082E-3,-520.527E-6,-263.083E-6,-3.70011E-3,-1.96982E-3,-1.02098E-3,-520.602E-6,-263.122E-6,-3.70072E-3,-1.97010E-3,-1.02112E-3,-520.667E-6,-263.156E-6,881.314E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04161E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03539E-3,1.04246E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04303E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04345E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04379E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04407E-3,934.625E-6,984.000E-6,1.01835E-3,1.03649E-3,1.04431E-3,929.855E-6,983.940E-6,1.01847E-3,1.03664E-3,1.04452E-3,927.712E-6,983.946E-6,1.01858E-3,1.03678E-3,1.04471E-3
