time (s),/Q5/C b 8 M 0.25  (A),/Q5/C b 8 M 0.5  (A),/Q5/C b 8 M 1  (A),/Q5/C b 8 M 2  (A),/Q5/C b 8 M 4  (A),/Q5/C b 12 M 0.25  (A),/Q5/C b 12 M 0.5  (A),/Q5/C b 12 M 1  (A),/Q5/C b 12 M 2  (A),/Q5/C b 12 M 4  (A),/Q5/C b 16 M 0.25  (A),/Q5/C b 16 M 0.5  (A),/Q5/C b 16 M 1  (A),/Q5/C b 16 M 2  (A),/Q5/C b 16 M 4  (A),/Q5/C b 20 M 0.25  (A),/Q5/C b 20 M 0.5  (A),/Q5/C b 20 M 1  (A),/Q5/C b 20 M 2  (A),/Q5/C b 20 M 4  (A),/Q5/C b 24 M 0.25  (A),/Q5/C b 24 M 0.5  (A),/Q5/C b 24 M 1  (A),/Q5/C b 24 M 2  (A),/Q5/C b 24 M 4  (A),/Q5/C b 28 M 0.25  (A),/Q5/C b 28 M 0.5  (A),/Q5/C b 28 M 1  (A),/Q5/C b 28 M 2  (A),/Q5/C b 28 M 4  (A),/Q5/C b 32 M 0.25  (A),/Q5/C b 32 M 0.5  (A),/Q5/C b 32 M 1  (A),/Q5/C b 32 M 2  (A),/Q5/C b 32 M 4  (A),/Q5/C b 36 M 0.25  (A),/Q5/C b 36 M 0.5  (A),/Q5/C b 36 M 1  (A),/Q5/C b 36 M 2  (A),/Q5/C b 36 M 4  (A),/Q5/C b 40 M 0.25  (A),/Q5/C b 40 M 0.5  (A),/Q5/C b 40 M 1  (A),/Q5/C b 40 M 2  (A),/Q5/C b 40 M 4  (A),/Q6/C b 8 M 0.25  (A),/Q6/C b 8 M 0.5  (A),/Q6/C b 8 M 1  (A),/Q6/C b 8 M 2  (A),/Q6/C b 8 M 4  (A),/Q6/C b 12 M 0.25  (A),/Q6/C b 12 M 0.5  (A),/Q6/C b 12 M 1  (A),/Q6/C b 12 M 2  (A),/Q6/C b 12 M 4  (A),/Q6/C b 16 M 0.25  (A),/Q6/C b 16 M 0.5  (A),/Q6/C b 16 M 1  (A),/Q6/C b 16 M 2  (A),/Q6/C b 16 M 4  (A),/Q6/C b 20 M 0.25  (A),/Q6/C b 20 M 0.5  (A),/Q6/C b 20 M 1  (A),/Q6/C b 20 M 2  (A),/Q6/C b 20 M 4  (A),/Q6/C b 24 M 0.25  (A),/Q6/C b 24 M 0.5  (A),/Q6/C b 24 M 1  (A),/Q6/C b 24 M 2  (A),/Q6/C b 24 M 4  (A),/Q6/C b 28 M 0.25  (A),/Q6/C b 28 M 0.5  (A),/Q6/C b 28 M 1  (A),/Q6/C b 28 M 2  (A),/Q6/C b 28 M 4  (A),/Q6/C b 32 M 0.25  (A),/Q6/C b 32 M 0.5  (A),/Q6/C b 32 M 1  (A),/Q6/C b 32 M 2  (A),/Q6/C b 32 M 4  (A),/Q6/C b 36 M 0.25  (A),/Q6/C b 36 M 0.5  (A),/Q6/C b 36 M 1  (A),/Q6/C b 36 M 2  (A),/Q6/C b 36 M 4  (A),/Q6/C b 40 M 0.25  (A),/Q6/C b 40 M 0.5  (A),/Q6/C b 40 M 1  (A),/Q6/C b 40 M 2  (A),/Q6/C b 40 M 4  (A),/Q3/C b 8 M 0.25  (A),/Q3/C b 8 M 0.5  (A),/Q3/C b 8 M 1  (A),/Q3/C b 8 M 2  (A),/Q3/C b 8 M 4  (A),/Q3/C b 12 M 0.25  (A),/Q3/C b 12 M 0.5  (A),/Q3/C b 12 M 1  (A),/Q3/C b 12 M 2  (A),/Q3/C b 12 M 4  (A),/Q3/C b 16 M 0.25  (A),/Q3/C b 16 M 0.5  (A),/Q3/C b 16 M 1  (A),/Q3/C b 16 M 2  (A),/Q3/C b 16 M 4  (A),/Q3/C b 20 M 0.25  (A),/Q3/C b 20 M 0.5  (A),/Q3/C b 20 M 1  (A),/Q3/C b 20 M 2  (A),/Q3/C b 20 M 4  (A),/Q3/C b 24 M 0.25  (A),/Q3/C b 24 M 0.5  (A),/Q3/C b 24 M 1  (A),/Q3/C b 24 M 2  (A),/Q3/C b 24 M 4  (A),/Q3/C b 28 M 0.25  (A),/Q3/C b 28 M 0.5  (A),/Q3/C b 28 M 1  (A),/Q3/C b 28 M 2  (A),/Q3/C b 28 M 4  (A),/Q3/C b 32 M 0.25  (A),/Q3/C b 32 M 0.5  (A),/Q3/C b 32 M 1  (A),/Q3/C b 32 M 2  (A),/Q3/C b 32 M 4  (A),/Q3/C b 36 M 0.25  (A),/Q3/C b 36 M 0.5  (A),/Q3/C b 36 M 1  (A),/Q3/C b 36 M 2  (A),/Q3/C b 36 M 4  (A),/Q3/C b 40 M 0.25  (A),/Q3/C b 40 M 0.5  (A),/Q3/C b 40 M 1  (A),/Q3/C b 40 M 2  (A),/Q3/C b 40 M 4  (A)
171.000E-12,-3.47580E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.741E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.520E-6,-243.759E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.780E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.794E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.802E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.809E-6,-3.47589E-3,-1.84106E-3,-950.518E-6,-483.316E-6,-243.814E-6,-3.47590E-3,-1.84106E-3,-950.528E-6,-483.316E-6,-243.818E-6,-3.47591E-3,-1.84107E-3,-950.539E-6,-483.317E-6,-243.822E-6,-3.68269E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.606E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.114E-6,-262.760E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.875E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.960E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.026E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.081E-6,-3.69939E-3,-1.96950E-3,-1.02084E-3,-520.534E-6,-263.127E-6,-3.70011E-3,-1.96982E-3,-1.02100E-3,-520.608E-6,-263.167E-6,-3.70072E-3,-1.97010E-3,-1.02115E-3,-520.674E-6,-263.203E-6,881.339E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04164E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03566E-3,1.04251E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04312E-3,966.601E-6,987.318E-6,1.01796E-3,1.03586E-3,1.04356E-3,959.725E-6,984.922E-6,1.01807E-3,1.03610E-3,1.04391E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04419E-3,934.625E-6,983.999E-6,1.01837E-3,1.03650E-3,1.04442E-3,929.855E-6,983.942E-6,1.01849E-3,1.03665E-3,1.04463E-3,927.712E-6,983.948E-6,1.01861E-3,1.03680E-3,1.04481E-3
191.000E-12,-3.47580E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.741E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.517E-6,-243.758E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.779E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.793E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.802E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.808E-6,-3.47589E-3,-1.84106E-3,-950.518E-6,-483.316E-6,-243.813E-6,-3.47590E-3,-1.84106E-3,-950.528E-6,-483.316E-6,-243.817E-6,-3.47591E-3,-1.84107E-3,-950.539E-6,-483.317E-6,-243.820E-6,-3.68269E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.606E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.112E-6,-262.760E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.875E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.960E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.027E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.081E-6,-3.69939E-3,-1.96950E-3,-1.02084E-3,-520.534E-6,-263.127E-6,-3.70011E-3,-1.96982E-3,-1.02100E-3,-520.608E-6,-263.168E-6,-3.70072E-3,-1.97010E-3,-1.02115E-3,-520.674E-6,-263.203E-6,881.338E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04164E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03565E-3,1.04251E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04312E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04357E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04391E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04419E-3,934.625E-6,984.000E-6,1.01837E-3,1.03650E-3,1.04443E-3,929.855E-6,983.942E-6,1.01849E-3,1.03665E-3,1.04464E-3,927.712E-6,983.948E-6,1.01861E-3,1.03679E-3,1.04482E-3
211.000E-12,-3.47579E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.741E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.512E-6,-243.758E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.778E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.791E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.800E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.806E-6,-3.47589E-3,-1.84106E-3,-950.517E-6,-483.316E-6,-243.811E-6,-3.47590E-3,-1.84106E-3,-950.527E-6,-483.316E-6,-243.815E-6,-3.47591E-3,-1.84107E-3,-950.538E-6,-483.317E-6,-243.819E-6,-3.68269E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.606E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.107E-6,-262.759E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.874E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.959E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.025E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.080E-6,-3.69939E-3,-1.96950E-3,-1.02084E-3,-520.533E-6,-263.126E-6,-3.70011E-3,-1.96982E-3,-1.02100E-3,-520.608E-6,-263.166E-6,-3.70072E-3,-1.97010E-3,-1.02115E-3,-520.674E-6,-263.202E-6,881.338E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04164E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03564E-3,1.04251E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04312E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04357E-3,959.725E-6,984.922E-6,1.01807E-3,1.03610E-3,1.04392E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04420E-3,934.625E-6,983.999E-6,1.01837E-3,1.03650E-3,1.04444E-3,929.855E-6,983.942E-6,1.01849E-3,1.03665E-3,1.04465E-3,927.712E-6,983.948E-6,1.01861E-3,1.03679E-3,1.04483E-3
231.000E-12,-3.47579E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.741E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.508E-6,-243.757E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.777E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.790E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.799E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.805E-6,-3.47589E-3,-1.84106E-3,-950.517E-6,-483.315E-6,-243.810E-6,-3.47590E-3,-1.84106E-3,-950.526E-6,-483.316E-6,-243.814E-6,-3.47591E-3,-1.84107E-3,-950.537E-6,-483.316E-6,-243.817E-6,-3.68268E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.606E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.104E-6,-262.759E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.874E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.959E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.025E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.080E-6,-3.69939E-3,-1.96950E-3,-1.02084E-3,-520.533E-6,-263.126E-6,-3.70011E-3,-1.96982E-3,-1.02100E-3,-520.607E-6,-263.166E-6,-3.70072E-3,-1.97010E-3,-1.02115E-3,-520.674E-6,-263.201E-6,881.338E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04164E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03563E-3,1.04251E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04312E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04357E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04392E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04420E-3,934.625E-6,984.000E-6,1.01836E-3,1.03650E-3,1.04445E-3,929.855E-6,983.942E-6,1.01849E-3,1.03665E-3,1.04465E-3,927.712E-6,983.948E-6,1.01860E-3,1.03679E-3,1.04484E-3
251.000E-12,-3.47578E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.740E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.504E-6,-243.757E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.776E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.789E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.797E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.803E-6,-3.47589E-3,-1.84106E-3,-950.516E-6,-483.315E-6,-243.808E-6,-3.47590E-3,-1.84106E-3,-950.525E-6,-483.316E-6,-243.812E-6,-3.47591E-3,-1.84107E-3,-950.536E-6,-483.316E-6,-243.815E-6,-3.68268E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.605E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.099E-6,-262.758E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.873E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.958E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.024E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.078E-6,-3.69939E-3,-1.96950E-3,-1.02084E-3,-520.533E-6,-263.124E-6,-3.70011E-3,-1.96982E-3,-1.02100E-3,-520.607E-6,-263.164E-6,-3.70072E-3,-1.97010E-3,-1.02115E-3,-520.673E-6,-263.200E-6,881.337E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04164E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03563E-3,1.04251E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04312E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04357E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04392E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04421E-3,934.625E-6,983.999E-6,1.01836E-3,1.03650E-3,1.04445E-3,929.855E-6,983.942E-6,1.01849E-3,1.03665E-3,1.04466E-3,927.712E-6,983.948E-6,1.01860E-3,1.03679E-3,1.04484E-3
271.000E-12,-3.47578E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.740E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.500E-6,-243.756E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.775E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.788E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.796E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.802E-6,-3.47589E-3,-1.84106E-3,-950.515E-6,-483.315E-6,-243.807E-6,-3.47590E-3,-1.84106E-3,-950.525E-6,-483.315E-6,-243.810E-6,-3.47591E-3,-1.84107E-3,-950.535E-6,-483.316E-6,-243.814E-6,-3.68267E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.605E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.095E-6,-262.758E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.872E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.957E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.023E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.077E-6,-3.69939E-3,-1.96950E-3,-1.02084E-3,-520.533E-6,-263.123E-6,-3.70011E-3,-1.96982E-3,-1.02100E-3,-520.607E-6,-263.163E-6,-3.70072E-3,-1.97010E-3,-1.02115E-3,-520.673E-6,-263.199E-6,881.336E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04164E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03562E-3,1.04251E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04312E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04357E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04392E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04420E-3,934.625E-6,984.000E-6,1.01836E-3,1.03650E-3,1.04445E-3,929.855E-6,983.942E-6,1.01849E-3,1.03665E-3,1.04466E-3,927.712E-6,983.948E-6,1.01860E-3,1.03679E-3,1.04485E-3
291.000E-12,-3.47577E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.740E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.495E-6,-243.755E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.774E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.786E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.794E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.800E-6,-3.47589E-3,-1.84106E-3,-950.515E-6,-483.315E-6,-243.805E-6,-3.47590E-3,-1.84106E-3,-950.524E-6,-483.315E-6,-243.808E-6,-3.47591E-3,-1.84107E-3,-950.534E-6,-483.316E-6,-243.811E-6,-3.68267E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.605E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.089E-6,-262.757E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.871E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.956E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.021E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.075E-6,-3.69939E-3,-1.96950E-3,-1.02084E-3,-520.533E-6,-263.121E-6,-3.70011E-3,-1.96982E-3,-1.02100E-3,-520.607E-6,-263.161E-6,-3.70072E-3,-1.97010E-3,-1.02115E-3,-520.673E-6,-263.197E-6,881.336E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04164E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03561E-3,1.04251E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04312E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04357E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04392E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04420E-3,934.625E-6,983.999E-6,1.01836E-3,1.03650E-3,1.04445E-3,929.855E-6,983.942E-6,1.01849E-3,1.03665E-3,1.04466E-3,927.712E-6,983.948E-6,1.01860E-3,1.03679E-3,1.04485E-3
311.000E-12,-3.47577E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.740E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.490E-6,-243.755E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.773E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.785E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.793E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.799E-6,-3.47589E-3,-1.84106E-3,-950.514E-6,-483.315E-6,-243.803E-6,-3.47590E-3,-1.84106E-3,-950.523E-6,-483.315E-6,-243.807E-6,-3.47591E-3,-1.84106E-3,-950.533E-6,-483.315E-6,-243.810E-6,-3.68266E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.605E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.085E-6,-262.757E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.871E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.955E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.020E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.074E-6,-3.69939E-3,-1.96950E-3,-1.02084E-3,-520.532E-6,-263.120E-6,-3.70011E-3,-1.96982E-3,-1.02100E-3,-520.607E-6,-263.160E-6,-3.70072E-3,-1.97010E-3,-1.02114E-3,-520.673E-6,-263.196E-6,881.335E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04163E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03560E-3,1.04251E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04312E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04356E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04391E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04420E-3,934.625E-6,984.000E-6,1.01836E-3,1.03650E-3,1.04445E-3,929.855E-6,983.942E-6,1.01849E-3,1.03665E-3,1.04466E-3,927.712E-6,983.948E-6,1.01860E-3,1.03679E-3,1.04485E-3
331.000E-12,-3.47576E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.739E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.485E-6,-243.754E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.772E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.784E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.791E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.797E-6,-3.47589E-3,-1.84106E-3,-950.513E-6,-483.314E-6,-243.801E-6,-3.47590E-3,-1.84106E-3,-950.522E-6,-483.315E-6,-243.805E-6,-3.47591E-3,-1.84106E-3,-950.531E-6,-483.315E-6,-243.808E-6,-3.68265E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.604E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.080E-6,-262.756E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.869E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.953E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.019E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.072E-6,-3.69939E-3,-1.96950E-3,-1.02084E-3,-520.532E-6,-263.118E-6,-3.70011E-3,-1.96982E-3,-1.02100E-3,-520.606E-6,-263.158E-6,-3.70072E-3,-1.97010E-3,-1.02114E-3,-520.672E-6,-263.194E-6,881.334E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04163E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03559E-3,1.04251E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04311E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04356E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04391E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04420E-3,934.625E-6,983.999E-6,1.01836E-3,1.03650E-3,1.04444E-3,929.855E-6,983.942E-6,1.01848E-3,1.03665E-3,1.04466E-3,927.712E-6,983.948E-6,1.01860E-3,1.03679E-3,1.04484E-3
351.000E-12,-3.47575E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.739E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.481E-6,-243.754E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.771E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.782E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.790E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.795E-6,-3.47589E-3,-1.84106E-3,-950.513E-6,-483.314E-6,-243.799E-6,-3.47590E-3,-1.84106E-3,-950.521E-6,-483.315E-6,-243.803E-6,-3.47591E-3,-1.84106E-3,-950.530E-6,-483.315E-6,-243.806E-6,-3.68265E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.604E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.075E-6,-262.756E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.868E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.952E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.017E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.071E-6,-3.69939E-3,-1.96950E-3,-1.02084E-3,-520.532E-6,-263.117E-6,-3.70011E-3,-1.96982E-3,-1.02100E-3,-520.606E-6,-263.157E-6,-3.70072E-3,-1.97010E-3,-1.02114E-3,-520.672E-6,-263.192E-6,881.333E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04163E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03558E-3,1.04250E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04311E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04355E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04390E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04419E-3,934.625E-6,984.000E-6,1.01836E-3,1.03650E-3,1.04444E-3,929.855E-6,983.942E-6,1.01848E-3,1.03665E-3,1.04465E-3,927.712E-6,983.948E-6,1.01860E-3,1.03679E-3,1.04484E-3
