V ,leafValue( IS("/Q6/C") "N" 1 ) (A),leafValue( IS("/Q6/C") "N" 2 ) (A),leafValue( IS("/Q6/C") "N" 3 ) (A),leafValue( IS("/Q6/C") "N" 4 ) (A),leafValue( IS("/Q6/C") "N" 5 ) (A),leafValue( IS("/Q6/C") "N" 6 ) (A),leafValue( IS("/Q6/C") "N" 7 ) (A),leafValue( IS("/Q6/C") "N" 8 ) (A),leafValue( IS("/Q6/C") "N" 9 ) (A),leafValue( IS("/Q6/C") "N" 10 ) (A),leafValue( IS("/Q6/C") "N" 11 ) (A),leafValue( IS("/Q6/C") "N" 12 ) (A),leafValue( IS("/Q6/C") "N" 13 ) (A),leafValue( IS("/Q6/C") "N" 14 ) (A),leafValue( IS("/Q6/C") "N" 15 ) (A),leafValue( IS("/Q6/C") "N" 16 ) (A),leafValue( IS("/Q6/C") "N" 17 ) (A),leafValue( IS("/Q6/C") "N" 18 ) (A),leafValue( IS("/Q6/C") "N" 19 ) (A),leafValue( IS("/Q6/C") "N" 20 ) (A),leafValue( IS("/Q6/B") "N" 1 ) (A),leafValue( IS("/Q6/B") "N" 2 ) (A),leafValue( IS("/Q6/B") "N" 3 ) (A),leafValue( IS("/Q6/B") "N" 4 ) (A),leafValue( IS("/Q6/B") "N" 5 ) (A),leafValue( IS("/Q6/B") "N" 6 ) (A),leafValue( IS("/Q6/B") "N" 7 ) (A),leafValue( IS("/Q6/B") "N" 8 ) (A),leafValue( IS("/Q6/B") "N" 9 ) (A),leafValue( IS("/Q6/B") "N" 10 ) (A),leafValue( IS("/Q6/B") "N" 11 ) (A),leafValue( IS("/Q6/B") "N" 12 ) (A),leafValue( IS("/Q6/B") "N" 13 ) (A),leafValue( IS("/Q6/B") "N" 14 ) (A),leafValue( IS("/Q6/B") "N" 15 ) (A),leafValue( IS("/Q6/B") "N" 16 ) (A),leafValue( IS("/Q6/B") "N" 17 ) (A),leafValue( IS("/Q6/B") "N" 18 ) (A),leafValue( IS("/Q6/B") "N" 19 ) (A),leafValue( IS("/Q6/B") "N" 20 ) (A)
560.000E-3,6.99824E-9,13.9965E-9,20.9947E-9,27.9929E-9,34.9912E-9,41.9894E-9,48.9876E-9,55.9859E-9,62.9841E-9,69.9824E-9,76.9806E-9,83.9788E-9,90.9771E-9,97.9753E-9,104.974E-9,111.972E-9,118.970E-9,125.968E-9,132.966E-9,139.965E-9,10.5274E-12,20.4948E-12,30.4623E-12,40.4297E-12,50.3971E-12,60.3645E-12,70.3320E-12,80.2994E-12,90.2668E-12,100.234E-12,110.202E-12,120.169E-12,130.136E-12,140.104E-12,150.071E-12,160.039E-12,170.006E-12,179.974E-12,189.941E-12,199.908E-12
565.000E-3,8.41208E-9,16.8242E-9,25.2363E-9,33.6483E-9,42.0604E-9,50.4725E-9,58.8846E-9,67.2967E-9,75.7088E-9,84.1208E-9,92.5329E-9,100.945E-9,109.357E-9,117.769E-9,126.181E-9,134.593E-9,143.005E-9,151.418E-9,159.830E-9,168.242E-9,12.3789E-12,24.1928E-12,36.0067E-12,47.8205E-12,59.6344E-12,71.4483E-12,83.2622E-12,95.0761E-12,106.890E-12,118.704E-12,130.518E-12,142.332E-12,154.145E-12,165.959E-12,177.773E-12,189.587E-12,201.401E-12,213.215E-12,225.029E-12,236.843E-12
570.000E-3,10.1107E-9,20.2214E-9,30.3320E-9,40.4427E-9,50.5534E-9,60.6641E-9,70.7748E-9,80.8854E-9,90.9961E-9,101.107E-9,111.217E-9,121.328E-9,131.439E-9,141.550E-9,151.660E-9,161.771E-9,171.882E-9,181.992E-9,192.103E-9,202.214E-9,14.5989E-12,28.6278E-12,42.6567E-12,56.6856E-12,70.7144E-12,84.7433E-12,98.7722E-12,112.801E-12,126.830E-12,140.859E-12,154.888E-12,168.917E-12,182.946E-12,196.974E-12,211.003E-12,225.032E-12,239.061E-12,253.090E-12,267.119E-12,281.148E-12
575.000E-3,12.1512E-9,24.3023E-9,36.4535E-9,48.6047E-9,60.7558E-9,72.9070E-9,85.0582E-9,97.2093E-9,109.361E-9,121.512E-9,133.663E-9,145.814E-9,157.965E-9,170.116E-9,182.268E-9,194.419E-9,206.570E-9,218.721E-9,230.872E-9,243.023E-9,17.2634E-12,33.9518E-12,50.6402E-12,67.3287E-12,84.0171E-12,100.705E-12,117.394E-12,134.082E-12,150.771E-12,167.459E-12,184.148E-12,200.836E-12,217.524E-12,234.213E-12,250.901E-12,267.590E-12,284.278E-12,300.966E-12,317.655E-12,334.343E-12
580.000E-3,14.6021E-9,29.2042E-9,43.8063E-9,58.4085E-9,73.0106E-9,87.6127E-9,102.215E-9,116.817E-9,131.419E-9,146.021E-9,160.623E-9,175.225E-9,189.827E-9,204.430E-9,219.032E-9,233.634E-9,248.236E-9,262.838E-9,277.440E-9,292.042E-9,20.4643E-12,40.3486E-12,60.2329E-12,80.1173E-12,100.002E-12,119.886E-12,139.770E-12,159.655E-12,179.539E-12,199.423E-12,219.307E-12,239.192E-12,259.076E-12,278.960E-12,298.845E-12,318.729E-12,338.613E-12,358.498E-12,378.382E-12,398.266E-12
585.000E-3,17.5458E-9,35.0916E-9,52.6373E-9,70.1831E-9,87.7289E-9,105.275E-9,122.820E-9,140.366E-9,157.912E-9,175.458E-9,193.004E-9,210.549E-9,228.095E-9,245.641E-9,263.187E-9,280.733E-9,298.278E-9,315.824E-9,333.370E-9,350.916E-9,24.3126E-12,48.0403E-12,71.7679E-12,95.4955E-12,119.223E-12,142.951E-12,166.678E-12,190.406E-12,214.134E-12,237.861E-12,261.589E-12,285.317E-12,309.044E-12,332.772E-12,356.500E-12,380.227E-12,403.955E-12,427.682E-12,451.410E-12,475.138E-12
590.000E-3,21.0808E-9,42.1617E-9,63.2425E-9,84.3234E-9,105.404E-9,126.485E-9,147.566E-9,168.647E-9,189.728E-9,210.808E-9,231.889E-9,252.970E-9,274.051E-9,295.132E-9,316.213E-9,337.293E-9,358.374E-9,379.455E-9,400.536E-9,421.617E-9,28.9427E-12,57.2953E-12,85.6480E-12,114.001E-12,142.353E-12,170.706E-12,199.059E-12,227.411E-12,255.764E-12,284.117E-12,312.469E-12,340.822E-12,369.174E-12,397.527E-12,425.880E-12,454.232E-12,482.585E-12,510.938E-12,539.290E-12,567.643E-12
595.000E-3,25.3256E-9,50.6513E-9,75.9769E-9,101.303E-9,126.628E-9,151.954E-9,177.280E-9,202.605E-9,227.931E-9,253.256E-9,278.582E-9,303.908E-9,329.233E-9,354.559E-9,379.885E-9,405.210E-9,430.536E-9,455.862E-9,481.187E-9,506.513E-9,34.5168E-12,68.4385E-12,102.360E-12,136.282E-12,170.204E-12,204.126E-12,238.047E-12,271.969E-12,305.891E-12,339.813E-12,373.734E-12,407.656E-12,441.578E-12,475.500E-12,509.421E-12,543.343E-12,577.265E-12,611.187E-12,645.108E-12,679.030E-12
600.000E-3,30.4221E-9,60.8442E-9,91.2664E-9,121.688E-9,152.111E-9,182.533E-9,212.955E-9,243.377E-9,273.799E-9,304.221E-9,334.643E-9,365.065E-9,395.488E-9,425.910E-9,456.332E-9,486.754E-9,517.176E-9,547.598E-9,578.020E-9,608.442E-9,41.2314E-12,81.8627E-12,122.494E-12,163.125E-12,203.757E-12,244.388E-12,285.019E-12,325.651E-12,366.282E-12,406.914E-12,447.545E-12,488.176E-12,528.808E-12,569.439E-12,610.070E-12,650.702E-12,691.333E-12,731.964E-12,772.596E-12,813.227E-12
605.000E-3,36.5404E-9,73.0809E-9,109.621E-9,146.162E-9,182.702E-9,219.243E-9,255.783E-9,292.323E-9,328.864E-9,365.404E-9,401.945E-9,438.485E-9,475.026E-9,511.566E-9,548.106E-9,584.647E-9,621.187E-9,657.728E-9,694.268E-9,730.809E-9,49.3240E-12,98.0430E-12,146.762E-12,195.481E-12,244.200E-12,292.919E-12,341.638E-12,390.357E-12,439.076E-12,487.795E-12,536.514E-12,585.233E-12,633.952E-12,682.671E-12,731.390E-12,780.109E-12,828.828E-12,877.547E-12,926.266E-12,974.985E-12
610.000E-3,43.8846E-9,87.7691E-9,131.654E-9,175.538E-9,219.423E-9,263.307E-9,307.192E-9,351.077E-9,394.961E-9,438.846E-9,482.730E-9,526.615E-9,570.499E-9,614.384E-9,658.269E-9,702.153E-9,746.038E-9,789.922E-9,833.807E-9,877.691E-9,59.0821E-12,117.554E-12,176.026E-12,234.498E-12,292.970E-12,351.443E-12,409.915E-12,468.387E-12,526.859E-12,585.331E-12,643.803E-12,702.275E-12,760.747E-12,819.219E-12,877.691E-12,936.163E-12,994.635E-12,1.05311E-9,1.11158E-9,1.17005E-9
615.000E-3,52.6991E-9,105.398E-9,158.097E-9,210.796E-9,263.495E-9,316.194E-9,368.893E-9,421.593E-9,474.292E-9,526.991E-9,579.690E-9,632.389E-9,685.088E-9,737.787E-9,790.486E-9,843.185E-9,895.884E-9,948.583E-9,1.00128E-6,1.05398E-6,70.8532E-12,141.091E-12,211.330E-12,281.568E-12,351.806E-12,422.044E-12,492.283E-12,562.521E-12,632.759E-12,702.997E-12,773.236E-12,843.474E-12,913.712E-12,983.950E-12,1.05419E-9,1.12443E-9,1.19467E-9,1.26490E-9,1.33514E-9,1.40538E-9
620.000E-3,63.2769E-9,126.554E-9,189.831E-9,253.108E-9,316.385E-9,379.662E-9,442.939E-9,506.215E-9,569.492E-9,632.769E-9,696.046E-9,759.323E-9,822.600E-9,885.877E-9,949.154E-9,1.01243E-6,1.07571E-6,1.13898E-6,1.20226E-6,1.26554E-6,85.0581E-12,169.496E-12,253.934E-12,338.372E-12,422.810E-12,507.248E-12,591.686E-12,676.125E-12,760.563E-12,845.001E-12,929.439E-12,1.01388E-9,1.09831E-9,1.18275E-9,1.26719E-9,1.35163E-9,1.43607E-9,1.52051E-9,1.60494E-9,1.68938E-9
625.000E-3,75.9693E-9,151.939E-9,227.908E-9,303.877E-9,379.846E-9,455.816E-9,531.785E-9,607.754E-9,683.723E-9,759.693E-9,835.662E-9,911.631E-9,987.601E-9,1.06357E-6,1.13954E-6,1.21551E-6,1.29148E-6,1.36745E-6,1.44342E-6,1.51939E-6,102.205E-12,203.786E-12,305.366E-12,406.947E-12,508.527E-12,610.108E-12,711.688E-12,813.268E-12,914.849E-12,1.01643E-9,1.11801E-9,1.21959E-9,1.32117E-9,1.42275E-9,1.52433E-9,1.62591E-9,1.72749E-9,1.82907E-9,1.93065E-9,2.03223E-9
630.000E-3,91.1967E-9,182.393E-9,273.590E-9,364.787E-9,455.983E-9,547.180E-9,638.377E-9,729.573E-9,820.770E-9,911.967E-9,1.00316E-6,1.09436E-6,1.18556E-6,1.27675E-6,1.36795E-6,1.45915E-6,1.55034E-6,1.64154E-6,1.73274E-6,1.82393E-6,122.911E-12,245.192E-12,367.473E-12,489.754E-12,612.035E-12,734.316E-12,856.597E-12,978.878E-12,1.10116E-9,1.22344E-9,1.34572E-9,1.46800E-9,1.59028E-9,1.71256E-9,1.83485E-9,1.95713E-9,2.07941E-9,2.20169E-9,2.32397E-9,2.44625E-9
635.000E-3,109.463E-9,218.926E-9,328.388E-9,437.851E-9,547.314E-9,656.777E-9,766.240E-9,875.703E-9,985.165E-9,1.09463E-6,1.20409E-6,1.31355E-6,1.42302E-6,1.53248E-6,1.64194E-6,1.75141E-6,1.86087E-6,1.97033E-6,2.07979E-6,2.18926E-6,147.920E-12,295.205E-12,442.489E-12,589.774E-12,737.059E-12,884.344E-12,1.03163E-9,1.17891E-9,1.32620E-9,1.47348E-9,1.62077E-9,1.76805E-9,1.91534E-9,2.06262E-9,2.20991E-9,2.35719E-9,2.50448E-9,2.65176E-9,2.79905E-9,2.94633E-9
640.000E-3,131.371E-9,262.742E-9,394.113E-9,525.483E-9,656.854E-9,788.225E-9,919.596E-9,1.05097E-6,1.18234E-6,1.31371E-6,1.44508E-6,1.57645E-6,1.70782E-6,1.83919E-6,1.97056E-6,2.10193E-6,2.23330E-6,2.36468E-6,2.49605E-6,2.62742E-6,178.133E-12,355.626E-12,533.119E-12,710.613E-12,888.106E-12,1.06560E-9,1.24309E-9,1.42059E-9,1.59808E-9,1.77557E-9,1.95306E-9,2.13056E-9,2.30805E-9,2.48554E-9,2.66304E-9,2.84053E-9,3.01802E-9,3.19552E-9,3.37301E-9,3.55050E-9
645.000E-3,157.643E-9,315.286E-9,472.928E-9,630.571E-9,788.214E-9,945.857E-9,1.10350E-6,1.26114E-6,1.41878E-6,1.57643E-6,1.73407E-6,1.89171E-6,2.04936E-6,2.20700E-6,2.36464E-6,2.52228E-6,2.67993E-6,2.83757E-6,2.99521E-6,3.15286E-6,214.642E-12,428.639E-12,642.635E-12,856.632E-12,1.07063E-9,1.28463E-9,1.49862E-9,1.71262E-9,1.92662E-9,2.14061E-9,2.35461E-9,2.56861E-9,2.78260E-9,2.99660E-9,3.21060E-9,3.42459E-9,3.63859E-9,3.85259E-9,4.06658E-9,4.28058E-9
650.000E-3,189.143E-9,378.285E-9,567.428E-9,756.570E-9,945.713E-9,1.13486E-6,1.32400E-6,1.51314E-6,1.70228E-6,1.89143E-6,2.08057E-6,2.26971E-6,2.45885E-6,2.64800E-6,2.83714E-6,3.02628E-6,3.21542E-6,3.40457E-6,3.59371E-6,3.78285E-6,258.765E-12,516.881E-12,774.996E-12,1.03311E-9,1.29123E-9,1.54934E-9,1.80746E-9,2.06557E-9,2.32369E-9,2.58180E-9,2.83992E-9,3.09804E-9,3.35615E-9,3.61427E-9,3.87238E-9,4.13050E-9,4.38861E-9,4.64673E-9,4.90484E-9,5.16296E-9
655.000E-3,226.904E-9,453.808E-9,680.712E-9,907.616E-9,1.13452E-6,1.36142E-6,1.58833E-6,1.81523E-6,2.04214E-6,2.26904E-6,2.49594E-6,2.72285E-6,2.94975E-6,3.17666E-6,3.40356E-6,3.63046E-6,3.85737E-6,4.08427E-6,4.31118E-6,4.53808E-6,312.101E-12,623.547E-12,934.993E-12,1.24644E-9,1.55788E-9,1.86933E-9,2.18078E-9,2.49222E-9,2.80367E-9,3.11511E-9,3.42656E-9,3.73801E-9,4.04945E-9,4.36090E-9,4.67234E-9,4.98379E-9,5.29524E-9,5.60668E-9,5.91813E-9,6.22957E-9
660.000E-3,272.163E-9,544.326E-9,816.490E-9,1.08865E-6,1.36082E-6,1.63298E-6,1.90514E-6,2.17731E-6,2.44947E-6,2.72163E-6,2.99380E-6,3.26596E-6,3.53812E-6,3.81028E-6,4.08245E-6,4.35461E-6,4.62677E-6,4.89894E-6,5.17110E-6,5.44326E-6,376.580E-12,752.501E-12,1.12842E-9,1.50434E-9,1.88026E-9,2.25618E-9,2.63210E-9,3.00802E-9,3.38394E-9,3.75986E-9,4.13579E-9,4.51171E-9,4.88763E-9,5.26355E-9,5.63947E-9,6.01539E-9,6.39131E-9,6.76723E-9,7.14315E-9,7.51907E-9
665.000E-3,326.398E-9,652.796E-9,979.194E-9,1.30559E-6,1.63199E-6,1.95839E-6,2.28479E-6,2.61119E-6,2.93758E-6,3.26398E-6,3.59038E-6,3.91678E-6,4.24318E-6,4.56957E-6,4.89597E-6,5.22237E-6,5.54877E-6,5.87517E-6,6.20157E-6,6.52796E-6,454.542E-12,908.419E-12,1.36230E-9,1.81617E-9,2.27005E-9,2.72393E-9,3.17780E-9,3.63168E-9,4.08556E-9,4.53943E-9,4.99331E-9,5.44719E-9,5.90106E-9,6.35494E-9,6.80882E-9,7.26269E-9,7.71657E-9,8.17045E-9,8.62432E-9,9.07820E-9
670.000E-3,391.375E-9,782.750E-9,1.17412E-6,1.56550E-6,1.95687E-6,2.34825E-6,2.73962E-6,3.13100E-6,3.52237E-6,3.91375E-6,4.30512E-6,4.69650E-6,5.08787E-6,5.47925E-6,5.87062E-6,6.26200E-6,6.65337E-6,7.04475E-6,7.43612E-6,7.82750E-6,548.813E-12,1.09696E-9,1.64510E-9,2.19324E-9,2.74139E-9,3.28953E-9,3.83767E-9,4.38582E-9,4.93396E-9,5.48210E-9,6.03025E-9,6.57839E-9,7.12653E-9,7.67468E-9,8.22282E-9,8.77096E-9,9.31911E-9,9.86725E-9,10.4154E-9,10.9635E-9
675.000E-3,469.203E-9,938.406E-9,1.40761E-6,1.87681E-6,2.34602E-6,2.81522E-6,3.28442E-6,3.75363E-6,4.22283E-6,4.69203E-6,5.16123E-6,5.63044E-6,6.09964E-6,6.56884E-6,7.03805E-6,7.50725E-6,7.97645E-6,8.44566E-6,8.91486E-6,9.38406E-6,662.817E-12,1.32496E-9,1.98710E-9,2.64924E-9,3.31139E-9,3.97353E-9,4.63567E-9,5.29781E-9,5.95995E-9,6.62210E-9,7.28424E-9,7.94638E-9,8.60852E-9,9.27066E-9,9.93281E-9,10.5949E-9,11.2571E-9,11.9192E-9,12.5814E-9,13.2435E-9
680.000E-3,562.401E-9,1.12480E-6,1.68720E-6,2.24960E-6,2.81200E-6,3.37441E-6,3.93681E-6,4.49921E-6,5.06161E-6,5.62401E-6,6.18641E-6,6.74881E-6,7.31121E-6,7.87361E-6,8.43601E-6,8.99841E-6,9.56082E-6,10.1232E-6,10.6856E-6,11.2480E-6,800.692E-12,1.60070E-9,2.40072E-9,3.20073E-9,4.00074E-9,4.80075E-9,5.60076E-9,6.40078E-9,7.20079E-9,8.00080E-9,8.80081E-9,9.60083E-9,10.4008E-9,11.2008E-9,12.0009E-9,12.8009E-9,13.6009E-9,14.4009E-9,15.2009E-9,16.0009E-9
685.000E-3,673.973E-9,1.34795E-6,2.02192E-6,2.69589E-6,3.36986E-6,4.04384E-6,4.71781E-6,5.39178E-6,6.06575E-6,6.73973E-6,7.41370E-6,8.08767E-6,8.76164E-6,9.43562E-6,10.1096E-6,10.7836E-6,11.4575E-6,12.1315E-6,12.8055E-6,13.4795E-6,967.446E-12,1.93421E-9,2.90097E-9,3.86773E-9,4.83449E-9,5.80125E-9,6.76801E-9,7.73477E-9,8.70153E-9,9.66829E-9,10.6351E-9,11.6018E-9,12.5686E-9,13.5353E-9,14.5021E-9,15.4689E-9,16.4356E-9,17.4024E-9,18.3691E-9,19.3359E-9
690.000E-3,807.500E-9,1.61500E-6,2.42250E-6,3.23000E-6,4.03750E-6,4.84500E-6,5.65250E-6,6.46000E-6,7.26750E-6,8.07500E-6,8.88250E-6,9.69000E-6,10.4975E-6,11.3050E-6,12.1125E-6,12.9200E-6,13.7275E-6,14.5350E-6,15.3425E-6,16.1500E-6,1.16913E-9,2.33758E-9,3.50602E-9,4.67446E-9,5.84290E-9,7.01135E-9,8.17979E-9,9.34823E-9,10.5167E-9,11.6851E-9,12.8536E-9,14.0220E-9,15.1904E-9,16.3589E-9,17.5273E-9,18.6958E-9,19.8642E-9,21.0327E-9,22.2011E-9,23.3695E-9
695.000E-3,967.249E-9,1.93450E-6,2.90175E-6,3.86900E-6,4.83625E-6,5.80349E-6,6.77074E-6,7.73799E-6,8.70524E-6,9.67249E-6,10.6397E-6,11.6070E-6,12.5742E-6,13.5415E-6,14.5087E-6,15.4760E-6,16.4432E-6,17.4105E-6,18.3777E-6,19.3450E-6,1.41308E-9,2.82546E-9,4.23784E-9,5.65022E-9,7.06260E-9,8.47498E-9,9.88736E-9,11.2997E-9,12.7121E-9,14.1245E-9,15.5369E-9,16.9493E-9,18.3617E-9,19.7740E-9,21.1864E-9,22.5988E-9,24.0112E-9,25.4236E-9,26.8359E-9,28.2483E-9
700.000E-3,1.15830E-6,2.31660E-6,3.47489E-6,4.63319E-6,5.79149E-6,6.94979E-6,8.10808E-6,9.26638E-6,10.4247E-6,11.5830E-6,12.7413E-6,13.8996E-6,15.0579E-6,16.2162E-6,17.3745E-6,18.5328E-6,19.6911E-6,20.8494E-6,22.0077E-6,23.1660E-6,1.70813E-9,3.41556E-9,5.12299E-9,6.83042E-9,8.53785E-9,10.2453E-9,11.9527E-9,13.6601E-9,15.3676E-9,17.0750E-9,18.7824E-9,20.4899E-9,22.1973E-9,23.9047E-9,25.6121E-9,27.3196E-9,29.0270E-9,30.7344E-9,32.4419E-9,34.1493E-9
705.000E-3,1.38668E-6,2.77336E-6,4.16004E-6,5.54672E-6,6.93341E-6,8.32009E-6,9.70677E-6,11.0934E-6,12.4801E-6,13.8668E-6,15.2535E-6,16.6402E-6,18.0269E-6,19.4135E-6,20.8002E-6,22.1869E-6,23.5736E-6,24.9603E-6,26.3469E-6,27.7336E-6,2.06499E-9,4.12928E-9,6.19357E-9,8.25786E-9,10.3221E-9,12.3864E-9,14.4507E-9,16.5150E-9,18.5793E-9,20.6436E-9,22.7079E-9,24.7722E-9,26.8365E-9,28.9007E-9,30.9650E-9,33.0293E-9,35.0936E-9,37.1579E-9,39.2222E-9,41.2865E-9
710.000E-3,1.65956E-6,3.31913E-6,4.97869E-6,6.63826E-6,8.29782E-6,9.95739E-6,11.6170E-6,13.2765E-6,14.9361E-6,16.5956E-6,18.2552E-6,19.9148E-6,21.5743E-6,23.2339E-6,24.8935E-6,26.5530E-6,28.2126E-6,29.8722E-6,31.5317E-6,33.1913E-6,2.49660E-9,4.99249E-9,7.48838E-9,9.98427E-9,12.4802E-9,14.9761E-9,17.4719E-9,19.9678E-9,22.4637E-9,24.9596E-9,27.4555E-9,29.9514E-9,32.4473E-9,34.9432E-9,37.4391E-9,39.9350E-9,42.4309E-9,44.9267E-9,47.4226E-9,49.9185E-9
715.000E-3,1.98544E-6,3.97088E-6,5.95632E-6,7.94176E-6,9.92720E-6,11.9126E-6,13.8981E-6,15.8835E-6,17.8690E-6,19.8544E-6,21.8398E-6,23.8253E-6,25.8107E-6,27.7962E-6,29.7816E-6,31.7671E-6,33.7525E-6,35.7379E-6,37.7234E-6,39.7088E-6,3.01857E-9,6.03643E-9,9.05429E-9,12.0721E-9,15.0900E-9,18.1079E-9,21.1257E-9,24.1436E-9,27.1614E-9,30.1793E-9,33.1971E-9,36.2150E-9,39.2329E-9,42.2507E-9,45.2686E-9,48.2864E-9,51.3043E-9,54.3222E-9,57.3400E-9,60.3579E-9
720.000E-3,2.37436E-6,4.74872E-6,7.12308E-6,9.49744E-6,11.8718E-6,14.2462E-6,16.6205E-6,18.9949E-6,21.3692E-6,23.7436E-6,26.1179E-6,28.4923E-6,30.8667E-6,33.2410E-6,35.6154E-6,37.9897E-6,40.3641E-6,42.7385E-6,45.1128E-6,47.4872E-6,3.64977E-9,7.29883E-9,10.9479E-9,14.5969E-9,18.2460E-9,21.8950E-9,25.5441E-9,29.1932E-9,32.8422E-9,36.4913E-9,40.1403E-9,43.7894E-9,47.4384E-9,51.0875E-9,54.7365E-9,58.3856E-9,62.0346E-9,65.6837E-9,69.3328E-9,72.9818E-9
725.000E-3,2.83818E-6,5.67637E-6,8.51455E-6,11.3527E-6,14.1909E-6,17.0291E-6,19.8673E-6,22.7055E-6,25.5437E-6,28.3818E-6,31.2200E-6,34.0582E-6,36.8964E-6,39.7346E-6,42.5728E-6,45.4109E-6,48.2491E-6,51.0873E-6,53.9255E-6,56.7637E-6,4.41298E-9,8.82523E-9,13.2375E-9,17.6497E-9,22.0620E-9,26.4742E-9,30.8865E-9,35.2987E-9,39.7110E-9,44.1232E-9,48.5355E-9,52.9478E-9,57.3600E-9,61.7723E-9,66.1845E-9,70.5968E-9,75.0090E-9,79.4213E-9,83.8335E-9,88.2458E-9
730.000E-3,3.39089E-6,6.78178E-6,10.1727E-6,13.5636E-6,16.9544E-6,20.3453E-6,23.7362E-6,27.1271E-6,30.5180E-6,33.9089E-6,37.2998E-6,40.6907E-6,44.0816E-6,47.4724E-6,50.8633E-6,54.2542E-6,57.6451E-6,61.0360E-6,64.4269E-6,67.8178E-6,5.33565E-9,10.6706E-9,16.0055E-9,21.3404E-9,26.6753E-9,32.0103E-9,37.3452E-9,42.6801E-9,48.0150E-9,53.3500E-9,58.6849E-9,64.0198E-9,69.3547E-9,74.6896E-9,80.0246E-9,85.3595E-9,90.6944E-9,96.0293E-9,101.364E-9,106.699E-9
735.000E-3,4.04888E-6,8.09776E-6,12.1466E-6,16.1955E-6,20.2444E-6,24.2933E-6,28.3422E-6,32.3911E-6,36.4399E-6,40.4888E-6,44.5377E-6,48.5866E-6,52.6355E-6,56.6843E-6,60.7332E-6,64.7821E-6,68.8310E-6,72.8799E-6,76.9288E-6,80.9776E-6,6.45092E-9,12.9011E-9,19.3513E-9,25.8015E-9,32.2517E-9,38.7019E-9,45.1520E-9,51.6022E-9,58.0524E-9,64.5026E-9,70.9528E-9,77.4030E-9,83.8532E-9,90.3033E-9,96.7535E-9,103.204E-9,109.654E-9,116.104E-9,122.554E-9,129.004E-9
740.000E-3,4.83136E-6,9.66273E-6,14.4941E-6,19.3255E-6,24.1568E-6,28.9882E-6,33.8196E-6,38.6509E-6,43.4823E-6,48.3136E-6,53.1450E-6,57.9764E-6,62.8077E-6,67.6391E-6,72.4705E-6,77.3018E-6,82.1332E-6,86.9646E-6,91.7959E-6,96.6273E-6,7.79869E-9,15.5966E-9,23.3946E-9,31.1925E-9,38.9905E-9,46.7884E-9,54.5864E-9,62.3843E-9,70.1823E-9,77.9802E-9,85.7782E-9,93.5761E-9,101.374E-9,109.172E-9,116.970E-9,124.768E-9,132.566E-9,140.364E-9,148.162E-9,155.960E-9
745.000E-3,5.76071E-6,11.5214E-6,17.2821E-6,23.0428E-6,28.8036E-6,34.5643E-6,40.3250E-6,46.0857E-6,51.8464E-6,57.6071E-6,63.3678E-6,69.1285E-6,74.8892E-6,80.6500E-6,86.4107E-6,92.1714E-6,97.9321E-6,103.693E-6,109.454E-6,115.214E-6,9.42698E-9,18.8532E-9,28.2795E-9,37.7057E-9,47.1319E-9,56.5582E-9,65.9844E-9,75.4107E-9,84.8369E-9,94.2631E-9,103.689E-9,113.116E-9,122.542E-9,131.968E-9,141.394E-9,150.821E-9,160.247E-9,169.673E-9,179.099E-9,188.526E-9
750.000E-3,6.86287E-6,13.7257E-6,20.5886E-6,27.4515E-6,34.3143E-6,41.1772E-6,48.0401E-6,54.9030E-6,61.7658E-6,68.6287E-6,75.4916E-6,82.3544E-6,89.2173E-6,96.0802E-6,102.943E-6,109.806E-6,116.669E-6,123.532E-6,130.395E-6,137.257E-6,11.3936E-9,22.7864E-9,34.1792E-9,45.5721E-9,56.9649E-9,68.3577E-9,79.7506E-9,91.1434E-9,102.536E-9,113.929E-9,125.322E-9,136.715E-9,148.108E-9,159.500E-9,170.893E-9,182.286E-9,193.679E-9,205.072E-9,216.464E-9,227.857E-9
755.000E-3,8.16776E-6,16.3355E-6,24.5033E-6,32.6710E-6,40.8388E-6,49.0066E-6,57.1743E-6,65.3421E-6,73.5099E-6,81.6776E-6,89.8454E-6,98.0131E-6,106.181E-6,114.349E-6,122.516E-6,130.684E-6,138.852E-6,147.020E-6,155.187E-6,163.355E-6,13.7679E-9,27.5350E-9,41.3021E-9,55.0692E-9,68.8363E-9,82.6034E-9,96.3705E-9,110.138E-9,123.905E-9,137.672E-9,151.439E-9,165.206E-9,178.973E-9,192.740E-9,206.507E-9,220.275E-9,234.042E-9,247.809E-9,261.576E-9,275.343E-9
760.000E-3,9.70967E-6,19.4193E-6,29.1290E-6,38.8387E-6,48.5483E-6,58.2580E-6,67.9677E-6,77.6773E-6,87.3870E-6,97.0967E-6,106.806E-6,116.516E-6,126.226E-6,135.935E-6,145.645E-6,155.355E-6,165.064E-6,174.774E-6,184.484E-6,194.193E-6,16.6331E-9,33.2654E-9,49.8978E-9,66.5301E-9,83.1624E-9,99.7948E-9,116.427E-9,133.059E-9,149.692E-9,166.324E-9,182.956E-9,199.589E-9,216.221E-9,232.853E-9,249.486E-9,266.118E-9,282.750E-9,299.383E-9,316.015E-9,332.647E-9
