freq (Hz),output noise; A / sqrt(Hz) M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 4  (A / sqrt(Hz))
1.38038E6,24.5448E-12,32.0704E-12,39.5323E-12,51.2989E-12,68.7089E-12
1.41254E6,24.5448E-12,32.0704E-12,39.5323E-12,51.2989E-12,68.7089E-12
1.44544E6,24.5447E-12,32.0703E-12,39.5323E-12,51.2989E-12,68.7089E-12
1.47911E6,24.5446E-12,32.0703E-12,39.5323E-12,51.2988E-12,68.7088E-12
1.51356E6,24.5445E-12,32.0703E-12,39.5322E-12,51.2988E-12,68.7088E-12
1.54882E6,24.5445E-12,32.0702E-12,39.5322E-12,51.2988E-12,68.7088E-12
1.58489E6,24.5444E-12,32.0702E-12,39.5322E-12,51.2988E-12,68.7087E-12
1.62181E6,24.5443E-12,32.0701E-12,39.5322E-12,51.2987E-12,68.7087E-12
1.65959E6,24.5443E-12,32.0701E-12,39.5321E-12,51.2987E-12,68.7086E-12
1.69824E6,24.5442E-12,32.0701E-12,39.5321E-12,51.2987E-12,68.7086E-12
1.73780E6,24.5441E-12,32.0700E-12,39.5321E-12,51.2986E-12,68.7085E-12
1.77828E6,24.5441E-12,32.0700E-12,39.5321E-12,51.2986E-12,68.7085E-12
1.81970E6,24.5440E-12,32.0700E-12,39.5320E-12,51.2986E-12,68.7084E-12
1.86209E6,24.5439E-12,32.0699E-12,39.5320E-12,51.2986E-12,68.7084E-12
1.90546E6,24.5439E-12,32.0699E-12,39.5320E-12,51.2985E-12,68.7083E-12
1.94984E6,24.5438E-12,32.0699E-12,39.5319E-12,51.2985E-12,68.7083E-12
1.99526E6,24.5438E-12,32.0698E-12,39.5319E-12,51.2985E-12,68.7082E-12
2.04174E6,24.5437E-12,32.0698E-12,39.5319E-12,51.2984E-12,68.7082E-12
2.08930E6,24.5437E-12,32.0698E-12,39.5319E-12,51.2984E-12,68.7081E-12
2.13796E6,24.5436E-12,32.0697E-12,39.5318E-12,51.2983E-12,68.7080E-12
2.18776E6,24.5436E-12,32.0697E-12,39.5318E-12,51.2983E-12,68.7080E-12
2.23872E6,24.5435E-12,32.0697E-12,39.5318E-12,51.2983E-12,68.7079E-12
2.29087E6,24.5435E-12,32.0697E-12,39.5318E-12,51.2982E-12,68.7078E-12
2.34423E6,24.5434E-12,32.0696E-12,39.5317E-12,51.2982E-12,68.7078E-12
2.39883E6,24.5434E-12,32.0696E-12,39.5317E-12,51.2982E-12,68.7077E-12
2.45471E6,24.5433E-12,32.0696E-12,39.5317E-12,51.2981E-12,68.7076E-12
2.51189E6,24.5433E-12,32.0695E-12,39.5316E-12,51.2981E-12,68.7075E-12
2.57040E6,24.5432E-12,32.0695E-12,39.5316E-12,51.2980E-12,68.7074E-12
2.63027E6,24.5432E-12,32.0695E-12,39.5316E-12,51.2980E-12,68.7073E-12
2.69153E6,24.5431E-12,32.0694E-12,39.5315E-12,51.2979E-12,68.7072E-12
2.75423E6,24.5431E-12,32.0694E-12,39.5315E-12,51.2979E-12,68.7071E-12
2.81838E6,24.5430E-12,32.0694E-12,39.5315E-12,51.2978E-12,68.7070E-12
2.88403E6,24.5430E-12,32.0694E-12,39.5314E-12,51.2978E-12,68.7069E-12
2.95121E6,24.5430E-12,32.0693E-12,39.5314E-12,51.2977E-12,68.7068E-12
3.01995E6,24.5429E-12,32.0693E-12,39.5314E-12,51.2976E-12,68.7067E-12
3.09030E6,24.5429E-12,32.0693E-12,39.5313E-12,51.2976E-12,68.7065E-12
3.16228E6,24.5428E-12,32.0692E-12,39.5313E-12,51.2975E-12,68.7064E-12
3.23594E6,24.5428E-12,32.0692E-12,39.5313E-12,51.2974E-12,68.7063E-12
3.31131E6,24.5428E-12,32.0692E-12,39.5312E-12,51.2974E-12,68.7061E-12
3.38844E6,24.5427E-12,32.0691E-12,39.5312E-12,51.2973E-12,68.7060E-12
3.46737E6,24.5427E-12,32.0691E-12,39.5311E-12,51.2972E-12,68.7058E-12
3.54813E6,24.5426E-12,32.0691E-12,39.5311E-12,51.2971E-12,68.7057E-12
3.63078E6,24.5426E-12,32.0690E-12,39.5310E-12,51.2971E-12,68.7055E-12
3.71535E6,24.5426E-12,32.0690E-12,39.5310E-12,51.2970E-12,68.7053E-12
3.80189E6,24.5425E-12,32.0690E-12,39.5310E-12,51.2969E-12,68.7051E-12
3.89045E6,24.5425E-12,32.0689E-12,39.5309E-12,51.2968E-12,68.7049E-12
3.98107E6,24.5424E-12,32.0689E-12,39.5308E-12,51.2967E-12,68.7047E-12
4.07380E6,24.5424E-12,32.0689E-12,39.5308E-12,51.2966E-12,68.7045E-12
4.16869E6,24.5424E-12,32.0688E-12,39.5307E-12,51.2965E-12,68.7043E-12
4.26580E6,24.5423E-12,32.0688E-12,39.5307E-12,51.2964E-12,68.7040E-12
4.36516E6,24.5423E-12,32.0688E-12,39.5306E-12,51.2963E-12,68.7038E-12
4.46684E6,24.5423E-12,32.0687E-12,39.5306E-12,51.2961E-12,68.7035E-12
4.57088E6,24.5422E-12,32.0687E-12,39.5305E-12,51.2960E-12,68.7033E-12
4.67735E6,24.5422E-12,32.0686E-12,39.5304E-12,51.2959E-12,68.7030E-12
4.78630E6,24.5422E-12,32.0686E-12,39.5303E-12,51.2957E-12,68.7027E-12
4.89779E6,24.5421E-12,32.0686E-12,39.5303E-12,51.2956E-12,68.7024E-12
5.01187E6,24.5421E-12,32.0685E-12,39.5302E-12,51.2954E-12,68.7021E-12
5.12861E6,24.5420E-12,32.0685E-12,39.5301E-12,51.2953E-12,68.7017E-12
5.24807E6,24.5420E-12,32.0684E-12,39.5300E-12,51.2951E-12,68.7014E-12
5.37032E6,24.5420E-12,32.0684E-12,39.5299E-12,51.2949E-12,68.7010E-12
5.49541E6,24.5419E-12,32.0683E-12,39.5298E-12,51.2948E-12,68.7006E-12
5.62341E6,24.5419E-12,32.0683E-12,39.5298E-12,51.2946E-12,68.7002E-12
5.75440E6,24.5419E-12,32.0682E-12,39.5297E-12,51.2944E-12,68.6998E-12
5.88844E6,24.5418E-12,32.0682E-12,39.5295E-12,51.2942E-12,68.6993E-12
6.02560E6,24.5418E-12,32.0681E-12,39.5294E-12,51.2939E-12,68.6989E-12
6.16595E6,24.5417E-12,32.0680E-12,39.5293E-12,51.2937E-12,68.6984E-12
6.30957E6,24.5417E-12,32.0680E-12,39.5292E-12,51.2935E-12,68.6979E-12
6.45654E6,24.5417E-12,32.0679E-12,39.5291E-12,51.2932E-12,68.6973E-12
6.60693E6,24.5416E-12,32.0678E-12,39.5290E-12,51.2930E-12,68.6968E-12
6.76083E6,24.5416E-12,32.0678E-12,39.5288E-12,51.2927E-12,68.6962E-12
6.91831E6,24.5415E-12,32.0677E-12,39.5287E-12,51.2924E-12,68.6956E-12
7.07946E6,24.5415E-12,32.0676E-12,39.5285E-12,51.2921E-12,68.6949E-12
7.24436E6,24.5414E-12,32.0675E-12,39.5284E-12,51.2918E-12,68.6943E-12
7.41310E6,24.5414E-12,32.0675E-12,39.5282E-12,51.2915E-12,68.6936E-12
7.58578E6,24.5413E-12,32.0674E-12,39.5280E-12,51.2911E-12,68.6928E-12
7.76247E6,24.5413E-12,32.0673E-12,39.5279E-12,51.2908E-12,68.6921E-12
7.94328E6,24.5412E-12,32.0672E-12,39.5277E-12,51.2904E-12,68.6913E-12
8.12831E6,24.5412E-12,32.0671E-12,39.5275E-12,51.2900E-12,68.6904E-12
8.31764E6,24.5411E-12,32.0670E-12,39.5273E-12,51.2896E-12,68.6895E-12
8.51138E6,24.5411E-12,32.0669E-12,39.5271E-12,51.2892E-12,68.6886E-12
8.70964E6,24.5410E-12,32.0668E-12,39.5269E-12,51.2887E-12,68.6876E-12
8.91251E6,24.5410E-12,32.0667E-12,39.5266E-12,51.2883E-12,68.6866E-12
9.12011E6,24.5409E-12,32.0666E-12,39.5264E-12,51.2878E-12,68.6856E-12
9.33254E6,24.5408E-12,32.0664E-12,39.5261E-12,51.2873E-12,68.6844E-12
9.54993E6,24.5408E-12,32.0663E-12,39.5259E-12,51.2867E-12,68.6833E-12
9.77237E6,24.5407E-12,32.0662E-12,39.5256E-12,51.2862E-12,68.6821E-12
10.0000E6,24.5406E-12,32.0660E-12,39.5253E-12,51.2856E-12,68.6808E-12
10.2329E6,24.5406E-12,32.0659E-12,39.5250E-12,51.2849E-12,68.6795E-12
10.4713E6,24.5405E-12,32.0657E-12,39.5247E-12,51.2843E-12,68.6781E-12
10.7152E6,24.5404E-12,32.0656E-12,39.5244E-12,51.2836E-12,68.6766E-12
10.9648E6,24.5403E-12,32.0654E-12,39.5240E-12,51.2829E-12,68.6751E-12
11.2202E6,24.5402E-12,32.0652E-12,39.5237E-12,51.2822E-12,68.6735E-12
11.4815E6,24.5401E-12,32.0650E-12,39.5233E-12,51.2814E-12,68.6718E-12
11.7490E6,24.5401E-12,32.0649E-12,39.5229E-12,51.2806E-12,68.6700E-12
12.0226E6,24.5400E-12,32.0647E-12,39.5225E-12,51.2797E-12,68.6682E-12
12.3027E6,24.5399E-12,32.0644E-12,39.5220E-12,51.2788E-12,68.6663E-12
12.5893E6,24.5398E-12,32.0642E-12,39.5216E-12,51.2779E-12,68.6642E-12
12.8825E6,24.5397E-12,32.0640E-12,39.5211E-12,51.2769E-12,68.6621E-12
13.1826E6,24.5395E-12,32.0638E-12,39.5206E-12,51.2759E-12,68.6599E-12
13.4896E6,24.5394E-12,32.0635E-12,39.5201E-12,51.2748E-12,68.6576E-12
13.8038E6,24.5393E-12,32.0633E-12,39.5195E-12,51.2737E-12,68.6552E-12
14.1254E6,24.5392E-12,32.0630E-12,39.5190E-12,51.2725E-12,68.6527E-12
14.4544E6,24.5390E-12,32.0627E-12,39.5184E-12,51.2713E-12,68.6500E-12
14.7911E6,24.5389E-12,32.0624E-12,39.5178E-12,51.2700E-12,68.6472E-12
15.1356E6,24.5388E-12,32.0621E-12,39.5171E-12,51.2687E-12,68.6443E-12
15.4882E6,24.5386E-12,32.0618E-12,39.5164E-12,51.2673E-12,68.6413E-12
15.8489E6,24.5385E-12,32.0614E-12,39.5157E-12,51.2658E-12,68.6381E-12
16.2181E6,24.5383E-12,32.0611E-12,39.5149E-12,51.2643E-12,68.6348E-12
16.5959E6,24.5381E-12,32.0607E-12,39.5142E-12,51.2626E-12,68.6313E-12
16.9824E6,24.5379E-12,32.0603E-12,39.5133E-12,51.2610E-12,68.6276E-12
17.3780E6,24.5378E-12,32.0599E-12,39.5125E-12,51.2592E-12,68.6238E-12
17.7828E6,24.5376E-12,32.0594E-12,39.5116E-12,51.2573E-12,68.6198E-12
18.1970E6,24.5374E-12,32.0590E-12,39.5106E-12,51.2554E-12,68.6156E-12
18.6209E6,24.5372E-12,32.0585E-12,39.5097E-12,51.2534E-12,68.6113E-12
19.0546E6,24.5369E-12,32.0580E-12,39.5086E-12,51.2512E-12,68.6067E-12
19.4984E6,24.5367E-12,32.0575E-12,39.5075E-12,51.2490E-12,68.6019E-12
19.9526E6,24.5365E-12,32.0570E-12,39.5064E-12,51.2467E-12,68.5969E-12
20.4174E6,24.5362E-12,32.0564E-12,39.5052E-12,51.2443E-12,68.5916E-12
20.8930E6,24.5359E-12,32.0558E-12,39.5040E-12,51.2417E-12,68.5861E-12
21.3796E6,24.5357E-12,32.0552E-12,39.5027E-12,51.2390E-12,68.5804E-12
21.8776E6,24.5354E-12,32.0546E-12,39.5013E-12,51.2363E-12,68.5744E-12
22.3872E6,24.5351E-12,32.0539E-12,39.4999E-12,51.2333E-12,68.5681E-12
22.9087E6,24.5348E-12,32.0532E-12,39.4984E-12,51.2303E-12,68.5615E-12
23.4423E6,24.5344E-12,32.0525E-12,39.4969E-12,51.2271E-12,68.5546E-12
23.9883E6,24.5341E-12,32.0517E-12,39.4953E-12,51.2237E-12,68.5474E-12
24.5471E6,24.5337E-12,32.0509E-12,39.4935E-12,51.2202E-12,68.5398E-12
25.1189E6,24.5333E-12,32.0500E-12,39.4918E-12,51.2166E-12,68.5320E-12
25.7040E6,24.5330E-12,32.0491E-12,39.4899E-12,51.2127E-12,68.5237E-12
26.3027E6,24.5325E-12,32.0482E-12,39.4880E-12,51.2087E-12,68.5151E-12
26.9153E6,24.5321E-12,32.0472E-12,39.4859E-12,51.2045E-12,68.5061E-12
27.5423E6,24.5317E-12,32.0462E-12,39.4838E-12,51.2001E-12,68.4966E-12
28.1838E6,24.5312E-12,32.0452E-12,39.4815E-12,51.1956E-12,68.4867E-12
28.8403E6,24.5307E-12,32.0440E-12,39.4792E-12,51.1907E-12,68.4764E-12
29.5121E6,24.5302E-12,32.0429E-12,39.4768E-12,51.1857E-12,68.4656E-12
30.1995E6,24.5296E-12,32.0417E-12,39.4742E-12,51.1805E-12,68.4543E-12
30.9030E6,24.5291E-12,32.0404E-12,39.4715E-12,51.1750E-12,68.4425E-12
31.6228E6,24.5285E-12,32.0391E-12,39.4687E-12,51.1692E-12,68.4302E-12
32.3594E6,24.5278E-12,32.0377E-12,39.4658E-12,51.1632E-12,68.4173E-12
33.1131E6,24.5272E-12,32.0362E-12,39.4627E-12,51.1569E-12,68.4038E-12
33.8844E6,24.5265E-12,32.0347E-12,39.4595E-12,51.1503E-12,68.3897E-12
34.6737E6,24.5258E-12,32.0331E-12,39.4562E-12,51.1435E-12,68.3749E-12
35.4813E6,24.5251E-12,32.0314E-12,39.4527E-12,51.1363E-12,68.3595E-12
36.3078E6,24.5243E-12,32.0297E-12,39.4490E-12,51.1288E-12,68.3434E-12
37.1535E6,24.5235E-12,32.0278E-12,39.4451E-12,51.1209E-12,68.3266E-12
38.0189E6,24.5226E-12,32.0259E-12,39.4411E-12,51.1127E-12,68.3091E-12
38.9045E6,24.5217E-12,32.0239E-12,39.4369E-12,51.1041E-12,68.2907E-12
39.8107E6,24.5208E-12,32.0218E-12,39.4326E-12,51.0951E-12,68.2715E-12
40.7380E6,24.5198E-12,32.0196E-12,39.4280E-12,51.0857E-12,68.2515E-12
41.6869E6,24.5188E-12,32.0174E-12,39.4232E-12,51.0759E-12,68.2306E-12
42.6580E6,24.5178E-12,32.0150E-12,39.4182E-12,51.0657E-12,68.2087E-12
43.6516E6,24.5167E-12,32.0125E-12,39.4129E-12,51.0550E-12,68.1859E-12
44.6684E6,24.5155E-12,32.0099E-12,39.4075E-12,51.0438E-12,68.1621E-12
45.7088E6,24.5143E-12,32.0071E-12,39.4017E-12,51.0321E-12,68.1373E-12
46.7735E6,24.5130E-12,32.0043E-12,39.3958E-12,51.0199E-12,68.1113E-12
47.8630E6,24.5117E-12,32.0013E-12,39.3895E-12,51.0072E-12,68.0843E-12
48.9779E6,24.5103E-12,31.9982E-12,39.3830E-12,50.9939E-12,68.0560E-12
50.1187E6,24.5088E-12,31.9949E-12,39.3762E-12,50.9800E-12,68.0266E-12
51.2861E6,24.5073E-12,31.9915E-12,39.3690E-12,50.9655E-12,67.9959E-12
52.4807E6,24.5057E-12,31.9879E-12,39.3616E-12,50.9504E-12,67.9638E-12
53.7032E6,24.5041E-12,31.9842E-12,39.3538E-12,50.9346E-12,67.9304E-12
54.9541E6,24.5023E-12,31.9803E-12,39.3457E-12,50.9181E-12,67.8956E-12
56.2341E6,24.5005E-12,31.9762E-12,39.3372E-12,50.9009E-12,67.8593E-12
57.5440E6,24.4986E-12,31.9720E-12,39.3284E-12,50.8829E-12,67.8215E-12
58.8844E6,24.4966E-12,31.9676E-12,39.3192E-12,50.8642E-12,67.7821E-12
60.2560E6,24.4946E-12,31.9629E-12,39.3095E-12,50.8447E-12,67.7411E-12
61.6595E6,24.4924E-12,31.9581E-12,39.2995E-12,50.8243E-12,67.6984E-12
63.0957E6,24.4901E-12,31.9531E-12,39.2890E-12,50.8031E-12,67.6539E-12
64.5654E6,24.4878E-12,31.9478E-12,39.2780E-12,50.7810E-12,67.6076E-12
66.0693E6,24.4853E-12,31.9423E-12,39.2666E-12,50.7580E-12,67.5595E-12
67.6083E6,24.4827E-12,31.9366E-12,39.2547E-12,50.7340E-12,67.5094E-12
69.1831E6,24.4801E-12,31.9306E-12,39.2423E-12,50.7090E-12,67.4573E-12
70.7946E6,24.4772E-12,31.9243E-12,39.2294E-12,50.6829E-12,67.4031E-12
72.4436E6,24.4743E-12,31.9178E-12,39.2159E-12,50.6558E-12,67.3468E-12
74.1310E6,24.4713E-12,31.9110E-12,39.2018E-12,50.6276E-12,67.2884E-12
75.8578E6,24.4681E-12,31.9039E-12,39.1872E-12,50.5983E-12,67.2277E-12
77.6247E6,24.4647E-12,31.8965E-12,39.1720E-12,50.5678E-12,67.1646E-12
79.4328E6,24.4613E-12,31.8888E-12,39.1561E-12,50.5360E-12,67.0992E-12
81.2831E6,24.4576E-12,31.8808E-12,39.1396E-12,50.5030E-12,67.0313E-12
83.1764E6,24.4538E-12,31.8724E-12,39.1224E-12,50.4687E-12,66.9609E-12
85.1138E6,24.4499E-12,31.8637E-12,39.1045E-12,50.4331E-12,66.8879E-12
87.0964E6,24.4458E-12,31.8546E-12,39.0859E-12,50.3961E-12,66.8123E-12
89.1251E6,24.4415E-12,31.8452E-12,39.0665E-12,50.3576E-12,66.7340E-12
91.2011E6,24.4370E-12,31.8353E-12,39.0464E-12,50.3178E-12,66.6530E-12
93.3254E6,24.4324E-12,31.8251E-12,39.0255E-12,50.2764E-12,66.5691E-12
95.4993E6,24.4275E-12,31.8144E-12,39.0038E-12,50.2335E-12,66.4823E-12
97.7237E6,24.4225E-12,31.8034E-12,38.9812E-12,50.1890E-12,66.3926E-12
100.000E6,24.4172E-12,31.7918E-12,38.9578E-12,50.1429E-12,66.2999E-12
102.329E6,24.4117E-12,31.7799E-12,38.9335E-12,50.0952E-12,66.2042E-12
104.713E6,24.4060E-12,31.7674E-12,38.9082E-12,50.0457E-12,66.1054E-12
107.152E6,24.4001E-12,31.7545E-12,38.8821E-12,49.9946E-12,66.0036E-12
109.648E6,24.3939E-12,31.7410E-12,38.8550E-12,49.9417E-12,65.8985E-12
112.202E6,24.3875E-12,31.7271E-12,38.8269E-12,49.8870E-12,65.7903E-12
114.815E6,24.3808E-12,31.7126E-12,38.7978E-12,49.8305E-12,65.6788E-12
117.490E6,24.3739E-12,31.6976E-12,38.7677E-12,49.7721E-12,65.5641E-12
120.226E6,24.3666E-12,31.6821E-12,38.7365E-12,49.7119E-12,65.4462E-12
123.027E6,24.3591E-12,31.6659E-12,38.7043E-12,49.6498E-12,65.3250E-12
125.893E6,24.3514E-12,31.6492E-12,38.6710E-12,49.5857E-12,65.2005E-12
128.825E6,24.3433E-12,31.6319E-12,38.6365E-12,49.5198E-12,65.0728E-12
131.826E6,24.3349E-12,31.6140E-12,38.6010E-12,49.4518E-12,64.9418E-12
134.896E6,24.3262E-12,31.5955E-12,38.5643E-12,49.3819E-12,64.8076E-12
138.038E6,24.3172E-12,31.5763E-12,38.5265E-12,49.3100E-12,64.6701E-12
141.254E6,24.3079E-12,31.5565E-12,38.4875E-12,49.2361E-12,64.5295E-12
144.544E6,24.2982E-12,31.5360E-12,38.4473E-12,49.1602E-12,64.3857E-12
147.911E6,24.2882E-12,31.5149E-12,38.4059E-12,49.0824E-12,64.2388E-12
151.356E6,24.2778E-12,31.4931E-12,38.3633E-12,49.0025E-12,64.0889E-12
154.882E6,24.2671E-12,31.4706E-12,38.3195E-12,48.9207E-12,63.9360E-12
158.489E6,24.2560E-12,31.4474E-12,38.2746E-12,48.8370E-12,63.7803E-12
162.181E6,24.2445E-12,31.4235E-12,38.2284E-12,48.7513E-12,63.6217E-12
165.959E6,24.2327E-12,31.3989E-12,38.1810E-12,48.6637E-12,63.4604E-12
169.824E6,24.2205E-12,31.3736E-12,38.1324E-12,48.5742E-12,63.2965E-12
173.780E6,24.2078E-12,31.3476E-12,38.0826E-12,48.4829E-12,63.1300E-12
177.828E6,24.1948E-12,31.3209E-12,38.0317E-12,48.3899E-12,62.9612E-12
181.970E6,24.1814E-12,31.2934E-12,37.9795E-12,48.2950E-12,62.7902E-12
186.209E6,24.1676E-12,31.2653E-12,37.9263E-12,48.1985E-12,62.6170E-12
190.546E6,24.1534E-12,31.2364E-12,37.8719E-12,48.1004E-12,62.4418E-12
194.984E6,24.1388E-12,31.2069E-12,37.8164E-12,48.0007E-12,62.2648E-12
199.526E6,24.1238E-12,31.1766E-12,37.7598E-12,47.8996E-12,62.0861E-12
204.174E6,24.1084E-12,31.1457E-12,37.7021E-12,47.7970E-12,61.9059E-12
208.930E6,24.0925E-12,31.1141E-12,37.6435E-12,47.6931E-12,61.7243E-12
213.796E6,24.0763E-12,31.0818E-12,37.5839E-12,47.5879E-12,61.5416E-12
218.776E6,24.0596E-12,31.0488E-12,37.5233E-12,47.4816E-12,61.3579E-12
223.872E6,24.0426E-12,31.0153E-12,37.4619E-12,47.3743E-12,61.1733E-12
229.087E6,24.0251E-12,30.9811E-12,37.3996E-12,47.2660E-12,60.9882E-12
234.423E6,24.0073E-12,30.9463E-12,37.3365E-12,47.1568E-12,60.8025E-12
239.883E6,23.9890E-12,30.9110E-12,37.2727E-12,47.0470E-12,60.6166E-12
245.471E6,23.9704E-12,30.8751E-12,37.2083E-12,46.9365E-12,60.4306E-12
251.189E6,23.9514E-12,30.8387E-12,37.1432E-12,46.8255E-12,60.2447E-12
257.040E6,23.9321E-12,30.8018E-12,37.0775E-12,46.7141E-12,60.0591E-12
263.027E6,23.9124E-12,30.7644E-12,37.0114E-12,46.6025E-12,59.8740E-12
269.153E6,23.8924E-12,30.7266E-12,36.9448E-12,46.4907E-12,59.6895E-12
275.423E6,23.8720E-12,30.6885E-12,36.8779E-12,46.3789E-12,59.5058E-12
281.838E6,23.8514E-12,30.6499E-12,36.8108E-12,46.2672E-12,59.3232E-12
288.403E6,23.8304E-12,30.6111E-12,36.7434E-12,46.1558E-12,59.1416E-12
295.121E6,23.8092E-12,30.5719E-12,36.6759E-12,46.0447E-12,58.9614E-12
301.995E6,23.7876E-12,30.5326E-12,36.6083E-12,45.9340E-12,58.7827E-12
309.030E6,23.7659E-12,30.4930E-12,36.5408E-12,45.8240E-12,58.6055E-12
316.228E6,23.7439E-12,30.4533E-12,36.4733E-12,45.7147E-12,58.4301E-12
323.594E6,23.7218E-12,30.4135E-12,36.4061E-12,45.6063E-12,58.2566E-12
331.131E6,23.6994E-12,30.3736E-12,36.3391E-12,45.4988E-12,58.0850E-12
338.844E6,23.6769E-12,30.3337E-12,36.2724E-12,45.3923E-12,57.9156E-12
346.737E6,23.6543E-12,30.2938E-12,36.2062E-12,45.2870E-12,57.7483E-12
354.813E6,23.6316E-12,30.2540E-12,36.1404E-12,45.1831E-12,57.5834E-12
363.078E6,23.6087E-12,30.2143E-12,36.0752E-12,45.0804E-12,57.4208E-12
371.535E6,23.5858E-12,30.1748E-12,36.0106E-12,44.9793E-12,57.2607E-12
380.189E6,23.5629E-12,30.1355E-12,35.9467E-12,44.8797E-12,57.1030E-12
389.045E6,23.5400E-12,30.0964E-12,35.8836E-12,44.7818E-12,56.9480E-12
398.107E6,23.5171E-12,30.0577E-12,35.8213E-12,44.6856E-12,56.7955E-12
407.380E6,23.4942E-12,30.0193E-12,35.7599E-12,44.5912E-12,56.6456E-12
416.869E6,23.4714E-12,29.9812E-12,35.6995E-12,44.4986E-12,56.4983E-12
426.580E6,23.4487E-12,29.9436E-12,35.6401E-12,44.4080E-12,56.3537E-12
436.516E6,23.4262E-12,29.9065E-12,35.5817E-12,44.3194E-12,56.2117E-12
446.684E6,23.4038E-12,29.8699E-12,35.5245E-12,44.2329E-12,56.0724E-12
457.088E6,23.3815E-12,29.8338E-12,35.4684E-12,44.1484E-12,55.9356E-12
467.735E6,23.3595E-12,29.7983E-12,35.4135E-12,44.0661E-12,55.8014E-12
478.630E6,23.3377E-12,29.7634E-12,35.3599E-12,43.9859E-12,55.6697E-12
489.779E6,23.3161E-12,29.7292E-12,35.3076E-12,43.9080E-12,55.5404E-12
501.187E6,23.2948E-12,29.6957E-12,35.2566E-12,43.8323E-12,55.4135E-12
512.861E6,23.2738E-12,29.6628E-12,35.2070E-12,43.7588E-12,55.2890E-12
524.807E6,23.2531E-12,29.6307E-12,35.1587E-12,43.6876E-12,55.1667E-12
537.032E6,23.2328E-12,29.5994E-12,35.1119E-12,43.6186E-12,55.0465E-12
549.541E6,23.2128E-12,29.5688E-12,35.0665E-12,43.5519E-12,54.9284E-12
562.341E6,23.1932E-12,29.5390E-12,35.0225E-12,43.4875E-12,54.8121E-12
575.440E6,23.1740E-12,29.5101E-12,34.9800E-12,43.4253E-12,54.6977E-12
588.844E6,23.1552E-12,29.4820E-12,34.9391E-12,43.3654E-12,54.5849E-12
602.560E6,23.1369E-12,29.4548E-12,34.8996E-12,43.3078E-12,54.4736E-12
616.595E6,23.1190E-12,29.4284E-12,34.8616E-12,43.2523E-12,54.3638E-12
630.957E6,23.1015E-12,29.4030E-12,34.8251E-12,43.1991E-12,54.2551E-12
645.654E6,23.0846E-12,29.3784E-12,34.7901E-12,43.1480E-12,54.1475E-12
660.693E6,23.0681E-12,29.3547E-12,34.7566E-12,43.0991E-12,54.0407E-12
676.083E6,23.0521E-12,29.3320E-12,34.7247E-12,43.0523E-12,53.9346E-12
691.831E6,23.0366E-12,29.3102E-12,34.6943E-12,43.0075E-12,53.8290E-12
707.946E6,23.0217E-12,29.2892E-12,34.6653E-12,42.9648E-12,53.7237E-12
724.436E6,23.0072E-12,29.2693E-12,34.6379E-12,42.9241E-12,53.6185E-12
741.310E6,22.9933E-12,29.2502E-12,34.6119E-12,42.8853E-12,53.5130E-12
758.578E6,22.9799E-12,29.2321E-12,34.5874E-12,42.8484E-12,53.4072E-12
776.247E6,22.9671E-12,29.2149E-12,34.5644E-12,42.8133E-12,53.3007E-12
794.328E6,22.9548E-12,29.1986E-12,34.5428E-12,42.7799E-12,53.1934E-12
812.831E6,22.9430E-12,29.1833E-12,34.5227E-12,42.7483E-12,53.0848E-12
831.764E6,22.9318E-12,29.1688E-12,34.5040E-12,42.7183E-12,52.9748E-12
851.138E6,22.9211E-12,29.1553E-12,34.4866E-12,42.6898E-12,52.8631E-12
870.964E6,22.9109E-12,29.1426E-12,34.4707E-12,42.6629E-12,52.7493E-12
891.251E6,22.9013E-12,29.1309E-12,34.4560E-12,42.6373E-12,52.6332E-12
912.011E6,22.8922E-12,29.1200E-12,34.4427E-12,42.6130E-12,52.5144E-12
933.254E6,22.8836E-12,29.1100E-12,34.4307E-12,42.5900E-12,52.3927E-12
954.993E6,22.8755E-12,29.1008E-12,34.4200E-12,42.5681E-12,52.2676E-12
977.237E6,22.8679E-12,29.0924E-12,34.4105E-12,42.5473E-12,52.1388E-12
1.00000E9,22.8608E-12,29.0849E-12,34.4022E-12,42.5274E-12,52.0060E-12
1.02329E9,22.8542E-12,29.0781E-12,34.3951E-12,42.5083E-12,51.8689E-12
1.04713E9,22.8480E-12,29.0721E-12,34.3891E-12,42.4899E-12,51.7270E-12
1.07152E9,22.8423E-12,29.0669E-12,34.3842E-12,42.4720E-12,51.5799E-12
1.09648E9,22.8370E-12,29.0624E-12,34.3803E-12,42.4547E-12,51.4274E-12
1.12202E9,22.8321E-12,29.0585E-12,34.3775E-12,42.4376E-12,51.2689E-12
1.14815E9,22.8275E-12,29.0553E-12,34.3755E-12,42.4207E-12,51.1042E-12
1.17490E9,22.8234E-12,29.0527E-12,34.3745E-12,42.4038E-12,50.9328E-12
1.20226E9,22.8195E-12,29.0508E-12,34.3743E-12,42.3867E-12,50.7544E-12
1.23027E9,22.8160E-12,29.0493E-12,34.3749E-12,42.3694E-12,50.5685E-12
