freq (Hz),leafValue( getData("out" ?result "noise") "b" 8 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 4 ) (A / sqrt(Hz))
2.34423,661.754E-12,265.811E-12,240.291E-12,198.915E-12,199.526E-12,322.197E-12,273.789E-12,215.243E-12,195.942E-12,196.742E-12,297.895E-12,270.929E-12,212.208E-12,194.765E-12,195.536E-12,313.244E-12,252.943E-12,211.323E-12,194.213E-12,194.875E-12,334.938E-12,248.160E-12,210.922E-12,193.879E-12,194.464E-12,335.432E-12,246.611E-12,210.697E-12,193.656E-12,194.188E-12,318.763E-12,245.952E-12,210.560E-12,193.503E-12,193.992E-12,307.971E-12,245.617E-12,210.462E-12,193.387E-12,193.848E-12,302.870E-12,245.425E-12,210.391E-12,193.299E-12,193.739E-12
2.39883,654.186E-12,262.803E-12,237.630E-12,196.798E-12,197.524E-12,318.527E-12,270.698E-12,212.867E-12,193.858E-12,194.771E-12,294.506E-12,267.874E-12,209.866E-12,192.693E-12,193.578E-12,309.680E-12,250.095E-12,208.989E-12,192.146E-12,192.923E-12,331.128E-12,245.366E-12,208.592E-12,191.814E-12,192.516E-12,331.617E-12,243.834E-12,208.369E-12,191.593E-12,192.242E-12,315.140E-12,243.182E-12,208.233E-12,191.442E-12,192.049E-12,304.472E-12,242.850E-12,208.136E-12,191.326E-12,191.906E-12,299.429E-12,242.661E-12,208.064E-12,191.239E-12,191.797E-12
2.45471,646.705E-12,259.830E-12,234.999E-12,194.708E-12,195.548E-12,314.899E-12,267.642E-12,210.518E-12,191.799E-12,192.825E-12,291.156E-12,264.855E-12,207.550E-12,190.646E-12,191.644E-12,306.158E-12,247.279E-12,206.683E-12,190.104E-12,190.996E-12,327.361E-12,242.604E-12,206.290E-12,189.775E-12,190.593E-12,327.846E-12,241.089E-12,206.068E-12,189.556E-12,190.322E-12,311.558E-12,240.444E-12,205.933E-12,189.405E-12,190.130E-12,301.012E-12,240.116E-12,205.836E-12,189.291E-12,189.988E-12,296.027E-12,239.928E-12,205.765E-12,189.204E-12,189.881E-12
2.51189,639.310E-12,256.891E-12,232.400E-12,192.643E-12,193.596E-12,311.312E-12,264.623E-12,208.198E-12,189.766E-12,190.904E-12,287.845E-12,261.871E-12,205.263E-12,188.625E-12,189.736E-12,302.676E-12,244.496E-12,204.404E-12,188.087E-12,189.094E-12,323.638E-12,239.874E-12,204.014E-12,187.761E-12,188.695E-12,324.119E-12,238.377E-12,203.794E-12,187.544E-12,188.426E-12,308.018E-12,237.739E-12,203.660E-12,187.394E-12,188.236E-12,297.593E-12,237.413E-12,203.564E-12,187.280E-12,188.096E-12,292.665E-12,237.227E-12,203.494E-12,187.193E-12,187.989E-12
2.57040,631.999E-12,253.986E-12,229.832E-12,190.604E-12,191.671E-12,307.767E-12,261.638E-12,205.905E-12,187.758E-12,189.008E-12,284.572E-12,258.922E-12,203.002E-12,186.628E-12,187.852E-12,299.234E-12,241.746E-12,202.153E-12,186.095E-12,187.217E-12,319.958E-12,237.177E-12,201.766E-12,185.772E-12,186.821E-12,320.434E-12,235.696E-12,201.548E-12,185.556E-12,186.555E-12,304.518E-12,235.064E-12,201.415E-12,185.407E-12,186.367E-12,294.213E-12,234.742E-12,201.319E-12,185.294E-12,186.228E-12,289.341E-12,234.558E-12,201.249E-12,185.208E-12,186.122E-12
2.63027,624.773E-12,251.115E-12,227.294E-12,188.590E-12,189.770E-12,304.262E-12,258.688E-12,203.640E-12,185.775E-12,187.137E-12,281.336E-12,256.007E-12,200.769E-12,184.656E-12,185.993E-12,295.832E-12,239.028E-12,199.928E-12,184.128E-12,185.364E-12,316.320E-12,234.510E-12,199.544E-12,183.807E-12,184.972E-12,316.792E-12,233.046E-12,199.328E-12,183.593E-12,184.709E-12,301.059E-12,232.421E-12,199.196E-12,183.445E-12,184.522E-12,290.872E-12,232.102E-12,199.100E-12,183.332E-12,184.384E-12,286.056E-12,231.920E-12,199.030E-12,183.247E-12,184.279E-12
2.69153,617.629E-12,248.277E-12,224.786E-12,186.600E-12,187.894E-12,300.798E-12,255.772E-12,201.401E-12,183.816E-12,185.290E-12,278.138E-12,253.126E-12,198.562E-12,182.708E-12,184.158E-12,292.469E-12,236.341E-12,197.729E-12,182.185E-12,183.535E-12,312.724E-12,231.875E-12,197.349E-12,181.866E-12,183.147E-12,313.192E-12,230.427E-12,197.134E-12,181.653E-12,182.886E-12,297.640E-12,229.809E-12,197.003E-12,181.507E-12,182.701E-12,287.570E-12,229.493E-12,196.908E-12,181.395E-12,182.564E-12,282.809E-12,229.313E-12,196.839E-12,181.310E-12,182.460E-12
2.75423,610.567E-12,245.472E-12,222.308E-12,184.635E-12,186.042E-12,297.374E-12,252.890E-12,199.189E-12,181.881E-12,183.467E-12,274.976E-12,250.279E-12,196.381E-12,180.784E-12,182.347E-12,289.145E-12,233.686E-12,195.557E-12,180.265E-12,181.730E-12,309.169E-12,229.270E-12,195.180E-12,179.950E-12,181.346E-12,309.634E-12,227.838E-12,194.967E-12,179.738E-12,181.087E-12,294.260E-12,227.227E-12,194.836E-12,179.592E-12,180.903E-12,284.305E-12,226.915E-12,194.742E-12,179.481E-12,180.768E-12,279.599E-12,226.736E-12,194.673E-12,179.397E-12,180.665E-12
2.81838,603.585E-12,242.699E-12,219.859E-12,182.695E-12,184.214E-12,293.989E-12,250.042E-12,197.003E-12,179.970E-12,181.668E-12,271.851E-12,247.465E-12,194.226E-12,178.884E-12,180.559E-12,285.859E-12,231.062E-12,193.410E-12,178.370E-12,179.949E-12,305.655E-12,226.696E-12,193.037E-12,178.057E-12,179.568E-12,306.116E-12,225.280E-12,192.825E-12,177.847E-12,179.312E-12,290.919E-12,224.675E-12,192.695E-12,177.702E-12,179.130E-12,281.079E-12,224.366E-12,192.602E-12,177.591E-12,178.995E-12,276.426E-12,224.189E-12,192.533E-12,177.507E-12,178.893E-12
2.88403,596.684E-12,239.959E-12,217.439E-12,180.778E-12,182.410E-12,290.643E-12,247.227E-12,194.844E-12,178.083E-12,179.892E-12,268.763E-12,244.683E-12,192.097E-12,177.007E-12,178.795E-12,282.611E-12,228.468E-12,191.289E-12,176.498E-12,178.191E-12,302.182E-12,224.152E-12,190.919E-12,176.187E-12,177.813E-12,302.639E-12,222.751E-12,190.709E-12,175.979E-12,177.559E-12,287.617E-12,222.153E-12,190.580E-12,175.835E-12,177.379E-12,277.889E-12,221.847E-12,190.487E-12,175.725E-12,177.246E-12,273.290E-12,221.671E-12,190.418E-12,175.641E-12,177.144E-12
2.95121,589.862E-12,237.250E-12,215.048E-12,178.886E-12,180.630E-12,287.336E-12,244.444E-12,192.710E-12,176.219E-12,178.140E-12,265.709E-12,241.934E-12,189.993E-12,175.154E-12,177.054E-12,279.401E-12,225.905E-12,189.193E-12,174.649E-12,176.456E-12,298.749E-12,221.637E-12,188.827E-12,174.341E-12,176.082E-12,299.203E-12,220.252E-12,188.618E-12,174.134E-12,175.830E-12,284.353E-12,219.660E-12,188.490E-12,173.991E-12,175.651E-12,274.737E-12,219.357E-12,188.397E-12,173.882E-12,175.519E-12,270.190E-12,219.183E-12,188.329E-12,173.798E-12,175.419E-12
3.01995,583.118E-12,234.573E-12,212.686E-12,177.016E-12,178.874E-12,284.066E-12,241.694E-12,190.602E-12,174.379E-12,176.411E-12,262.691E-12,239.217E-12,187.915E-12,173.324E-12,175.336E-12,276.227E-12,223.371E-12,187.123E-12,172.823E-12,174.743E-12,295.356E-12,219.152E-12,186.760E-12,172.517E-12,174.373E-12,295.805E-12,217.783E-12,186.552E-12,172.312E-12,174.124E-12,281.126E-12,217.197E-12,186.425E-12,172.170E-12,173.946E-12,271.621E-12,216.897E-12,186.332E-12,172.061E-12,173.815E-12,267.126E-12,216.724E-12,186.264E-12,171.978E-12,173.716E-12
3.09030,576.452E-12,231.927E-12,210.352E-12,175.171E-12,177.140E-12,280.835E-12,238.976E-12,188.519E-12,172.561E-12,174.705E-12,259.708E-12,236.532E-12,185.861E-12,171.517E-12,173.641E-12,273.090E-12,220.867E-12,185.077E-12,171.020E-12,173.054E-12,292.002E-12,216.696E-12,184.717E-12,170.716E-12,172.687E-12,292.448E-12,215.342E-12,184.511E-12,170.512E-12,172.440E-12,277.937E-12,214.762E-12,184.384E-12,170.371E-12,172.264E-12,268.541E-12,214.465E-12,184.292E-12,170.263E-12,172.134E-12,264.097E-12,214.294E-12,184.224E-12,170.181E-12,172.035E-12
3.16228,569.862E-12,229.312E-12,208.045E-12,173.348E-12,175.430E-12,277.640E-12,236.290E-12,186.460E-12,170.766E-12,173.021E-12,256.759E-12,233.878E-12,183.832E-12,169.732E-12,171.968E-12,269.990E-12,218.393E-12,183.056E-12,169.240E-12,171.387E-12,288.686E-12,214.269E-12,182.698E-12,168.938E-12,171.023E-12,289.128E-12,212.929E-12,182.494E-12,168.736E-12,170.778E-12,274.785E-12,212.356E-12,182.368E-12,168.595E-12,170.604E-12,265.496E-12,212.062E-12,182.277E-12,168.488E-12,170.475E-12,261.104E-12,211.892E-12,182.209E-12,168.406E-12,170.377E-12
3.23594,563.347E-12,226.727E-12,205.766E-12,171.548E-12,173.742E-12,274.483E-12,233.635E-12,184.427E-12,168.994E-12,171.360E-12,253.844E-12,231.255E-12,181.827E-12,167.970E-12,170.318E-12,266.925E-12,215.947E-12,181.059E-12,167.481E-12,169.742E-12,285.409E-12,211.870E-12,180.704E-12,167.182E-12,169.382E-12,285.848E-12,210.545E-12,180.502E-12,166.981E-12,169.139E-12,271.669E-12,209.978E-12,180.376E-12,166.841E-12,168.966E-12,262.487E-12,209.687E-12,180.285E-12,166.735E-12,168.838E-12,258.145E-12,209.519E-12,180.217E-12,166.653E-12,168.741E-12
3.31131,556.907E-12,224.172E-12,203.515E-12,169.770E-12,172.076E-12,271.361E-12,231.010E-12,182.418E-12,167.244E-12,169.720E-12,250.963E-12,228.663E-12,179.846E-12,166.229E-12,168.689E-12,263.895E-12,213.530E-12,179.085E-12,165.745E-12,168.119E-12,282.169E-12,209.499E-12,178.734E-12,165.448E-12,167.762E-12,282.605E-12,208.189E-12,178.533E-12,165.248E-12,167.521E-12,268.589E-12,207.627E-12,178.408E-12,165.109E-12,167.350E-12,259.512E-12,207.339E-12,178.317E-12,165.003E-12,167.223E-12,255.220E-12,207.173E-12,178.250E-12,164.922E-12,167.126E-12
3.38844,550.541E-12,221.647E-12,201.290E-12,168.015E-12,170.433E-12,268.276E-12,228.417E-12,180.433E-12,165.516E-12,168.103E-12,248.115E-12,226.101E-12,177.889E-12,164.511E-12,167.082E-12,260.901E-12,211.141E-12,177.136E-12,164.030E-12,166.517E-12,278.967E-12,207.156E-12,176.788E-12,163.736E-12,166.164E-12,279.399E-12,205.860E-12,176.588E-12,163.537E-12,165.925E-12,265.545E-12,205.305E-12,176.463E-12,163.399E-12,165.755E-12,256.572E-12,205.019E-12,176.373E-12,163.293E-12,165.629E-12,252.329E-12,204.854E-12,176.306E-12,163.213E-12,165.533E-12
3.46737,544.248E-12,219.151E-12,199.092E-12,166.282E-12,168.812E-12,265.226E-12,225.854E-12,178.472E-12,163.809E-12,166.507E-12,245.300E-12,223.569E-12,175.956E-12,162.814E-12,165.497E-12,257.941E-12,208.780E-12,175.210E-12,162.337E-12,164.937E-12,275.802E-12,204.840E-12,174.864E-12,162.045E-12,164.587E-12,276.231E-12,203.559E-12,174.666E-12,161.847E-12,164.350E-12,262.536E-12,203.009E-12,174.542E-12,161.710E-12,164.182E-12,253.666E-12,202.726E-12,174.452E-12,161.605E-12,164.057E-12,249.471E-12,202.563E-12,174.385E-12,161.525E-12,163.962E-12
3.54813,538.027E-12,216.685E-12,196.920E-12,164.570E-12,167.212E-12,262.212E-12,223.320E-12,176.534E-12,162.124E-12,164.933E-12,242.518E-12,221.066E-12,174.046E-12,161.138E-12,163.932E-12,255.015E-12,206.447E-12,173.307E-12,160.666E-12,163.378E-12,272.674E-12,202.551E-12,172.964E-12,160.375E-12,163.031E-12,273.099E-12,201.284E-12,172.767E-12,160.179E-12,162.797E-12,259.562E-12,200.740E-12,172.644E-12,160.042E-12,162.630E-12,250.793E-12,200.460E-12,172.554E-12,159.938E-12,162.506E-12,246.646E-12,200.298E-12,172.488E-12,159.858E-12,162.411E-12
3.63078,531.877E-12,214.247E-12,194.774E-12,162.881E-12,165.634E-12,259.232E-12,220.817E-12,174.620E-12,160.460E-12,163.380E-12,239.767E-12,218.593E-12,172.158E-12,159.484E-12,162.389E-12,252.123E-12,204.141E-12,171.427E-12,159.015E-12,161.841E-12,269.581E-12,200.290E-12,171.087E-12,158.726E-12,161.497E-12,270.003E-12,199.036E-12,170.891E-12,158.532E-12,161.264E-12,256.622E-12,198.498E-12,170.769E-12,158.396E-12,161.098E-12,247.954E-12,198.221E-12,170.679E-12,158.292E-12,160.975E-12,243.855E-12,198.060E-12,170.613E-12,158.212E-12,160.882E-12
3.71535,525.798E-12,211.837E-12,192.654E-12,161.212E-12,164.077E-12,256.286E-12,218.342E-12,172.729E-12,158.817E-12,161.848E-12,237.049E-12,216.149E-12,170.294E-12,157.850E-12,160.867E-12,249.265E-12,201.862E-12,169.569E-12,157.385E-12,160.323E-12,266.524E-12,198.054E-12,169.232E-12,157.099E-12,159.982E-12,266.943E-12,196.815E-12,169.038E-12,156.905E-12,159.752E-12,253.716E-12,196.282E-12,168.916E-12,156.770E-12,159.587E-12,245.148E-12,196.008E-12,168.827E-12,156.667E-12,159.466E-12,241.095E-12,195.848E-12,168.761E-12,156.587E-12,159.373E-12
3.80189,519.788E-12,209.456E-12,190.559E-12,159.565E-12,162.541E-12,253.375E-12,215.897E-12,170.861E-12,157.195E-12,160.336E-12,234.362E-12,213.733E-12,168.452E-12,156.237E-12,159.365E-12,246.439E-12,199.610E-12,167.734E-12,155.776E-12,158.827E-12,263.503E-12,195.845E-12,167.400E-12,155.491E-12,158.489E-12,263.919E-12,194.619E-12,167.207E-12,155.299E-12,158.260E-12,250.843E-12,194.093E-12,167.086E-12,155.165E-12,158.097E-12,242.374E-12,193.821E-12,166.997E-12,155.062E-12,157.976E-12,238.368E-12,193.663E-12,166.931E-12,154.983E-12,157.884E-12
3.89045,513.848E-12,207.102E-12,188.490E-12,157.938E-12,161.026E-12,250.497E-12,213.480E-12,169.015E-12,155.594E-12,158.845E-12,231.705E-12,211.346E-12,166.632E-12,154.645E-12,157.884E-12,243.646E-12,197.385E-12,165.921E-12,154.187E-12,157.351E-12,260.517E-12,193.662E-12,165.590E-12,153.905E-12,157.016E-12,260.929E-12,192.450E-12,165.398E-12,153.713E-12,156.789E-12,248.004E-12,191.928E-12,165.277E-12,153.580E-12,156.627E-12,239.632E-12,191.659E-12,165.189E-12,153.477E-12,156.507E-12,235.672E-12,191.502E-12,165.123E-12,153.399E-12,156.416E-12
3.98107,507.975E-12,204.775E-12,186.446E-12,156.333E-12,159.532E-12,247.652E-12,211.091E-12,167.192E-12,154.013E-12,157.375E-12,229.080E-12,208.987E-12,164.835E-12,153.073E-12,156.423E-12,240.886E-12,195.185E-12,164.131E-12,152.619E-12,155.895E-12,257.565E-12,191.505E-12,163.802E-12,152.338E-12,155.563E-12,257.974E-12,190.306E-12,163.611E-12,152.148E-12,155.338E-12,245.198E-12,189.790E-12,163.491E-12,152.015E-12,155.177E-12,236.922E-12,189.523E-12,163.403E-12,151.913E-12,155.058E-12,233.007E-12,189.368E-12,163.337E-12,151.835E-12,154.967E-12
4.07380,502.170E-12,202.476E-12,184.426E-12,154.747E-12,158.058E-12,244.840E-12,208.730E-12,165.390E-12,152.452E-12,155.924E-12,226.485E-12,206.655E-12,163.059E-12,151.521E-12,154.982E-12,238.157E-12,193.012E-12,162.361E-12,151.070E-12,154.458E-12,254.647E-12,189.373E-12,162.035E-12,150.791E-12,154.129E-12,255.054E-12,188.187E-12,161.845E-12,150.602E-12,153.906E-12,242.425E-12,187.676E-12,161.726E-12,150.470E-12,153.747E-12,234.243E-12,187.412E-12,161.638E-12,150.369E-12,153.629E-12,230.373E-12,187.258E-12,161.573E-12,150.291E-12,153.539E-12
4.16869,496.431E-12,200.204E-12,182.430E-12,153.182E-12,156.604E-12,242.061E-12,206.397E-12,163.611E-12,150.911E-12,154.493E-12,223.920E-12,204.351E-12,161.305E-12,149.988E-12,153.561E-12,235.460E-12,190.863E-12,160.614E-12,149.541E-12,153.042E-12,251.763E-12,187.266E-12,160.290E-12,149.264E-12,152.715E-12,252.167E-12,186.093E-12,160.101E-12,149.076E-12,152.494E-12,239.683E-12,185.587E-12,159.982E-12,148.945E-12,152.336E-12,231.596E-12,185.326E-12,159.895E-12,148.844E-12,152.219E-12,227.770E-12,185.173E-12,159.829E-12,148.766E-12,152.129E-12
4.26580,490.759E-12,197.958E-12,180.459E-12,151.637E-12,155.170E-12,239.314E-12,204.091E-12,161.853E-12,149.390E-12,153.082E-12,221.385E-12,202.074E-12,159.571E-12,148.475E-12,152.159E-12,232.794E-12,188.741E-12,158.887E-12,148.032E-12,151.645E-12,248.912E-12,185.184E-12,158.566E-12,147.757E-12,151.321E-12,249.313E-12,184.024E-12,158.378E-12,147.570E-12,151.102E-12,236.973E-12,183.523E-12,158.260E-12,147.439E-12,150.945E-12,228.979E-12,183.264E-12,158.173E-12,147.338E-12,150.829E-12,225.196E-12,183.113E-12,158.107E-12,147.261E-12,150.740E-12
4.36516,485.151E-12,195.738E-12,178.512E-12,150.112E-12,153.756E-12,236.598E-12,201.813E-12,160.117E-12,147.888E-12,151.690E-12,218.879E-12,199.824E-12,157.860E-12,146.982E-12,150.776E-12,230.159E-12,186.643E-12,157.182E-12,146.542E-12,150.267E-12,246.095E-12,183.126E-12,156.863E-12,146.269E-12,149.946E-12,246.493E-12,181.979E-12,156.677E-12,146.083E-12,149.728E-12,234.295E-12,181.484E-12,156.559E-12,145.952E-12,149.573E-12,226.392E-12,181.227E-12,156.472E-12,145.852E-12,149.457E-12,222.653E-12,181.076E-12,156.406E-12,145.775E-12,149.369E-12
4.46684,479.607E-12,193.544E-12,176.588E-12,148.607E-12,152.361E-12,233.914E-12,199.561E-12,158.401E-12,146.406E-12,150.318E-12,216.402E-12,197.600E-12,156.168E-12,145.508E-12,149.413E-12,227.555E-12,184.570E-12,155.497E-12,145.071E-12,148.908E-12,243.310E-12,181.093E-12,155.180E-12,144.799E-12,148.590E-12,243.705E-12,179.958E-12,154.995E-12,144.615E-12,148.374E-12,231.648E-12,179.468E-12,154.878E-12,144.485E-12,148.220E-12,223.835E-12,179.213E-12,154.791E-12,144.385E-12,148.105E-12,220.139E-12,179.064E-12,154.726E-12,144.308E-12,148.017E-12
4.57088,474.127E-12,191.376E-12,174.687E-12,147.120E-12,150.985E-12,231.260E-12,197.335E-12,156.707E-12,144.943E-12,148.965E-12,213.953E-12,195.402E-12,154.498E-12,144.053E-12,148.068E-12,224.980E-12,182.521E-12,153.832E-12,143.619E-12,147.568E-12,240.557E-12,179.083E-12,153.518E-12,143.349E-12,147.253E-12,240.949E-12,177.961E-12,153.334E-12,143.166E-12,147.039E-12,229.031E-12,177.476E-12,153.217E-12,143.036E-12,146.885E-12,221.309E-12,177.224E-12,153.131E-12,142.937E-12,146.772E-12,217.655E-12,177.076E-12,153.066E-12,142.861E-12,146.684E-12
4.67735,468.710E-12,189.234E-12,172.810E-12,145.653E-12,149.629E-12,228.638E-12,195.136E-12,155.033E-12,143.498E-12,147.630E-12,211.533E-12,193.230E-12,152.848E-12,142.616E-12,146.742E-12,222.436E-12,180.497E-12,152.188E-12,142.186E-12,146.247E-12,237.836E-12,177.098E-12,151.877E-12,141.918E-12,145.934E-12,238.226E-12,175.987E-12,151.694E-12,141.735E-12,145.722E-12,226.445E-12,175.507E-12,151.577E-12,141.606E-12,145.570E-12,218.811E-12,175.257E-12,151.491E-12,141.508E-12,145.457E-12,215.199E-12,175.111E-12,151.426E-12,141.431E-12,145.370E-12
4.78630,463.356E-12,187.116E-12,170.955E-12,144.205E-12,148.292E-12,226.045E-12,192.962E-12,153.380E-12,142.073E-12,146.314E-12,209.142E-12,191.084E-12,151.218E-12,141.199E-12,145.435E-12,219.921E-12,178.496E-12,150.565E-12,140.771E-12,144.944E-12,235.146E-12,175.136E-12,150.255E-12,140.505E-12,144.634E-12,235.534E-12,174.037E-12,150.073E-12,140.323E-12,144.423E-12,223.889E-12,173.562E-12,149.957E-12,140.195E-12,144.272E-12,216.342E-12,173.314E-12,149.871E-12,140.097E-12,144.160E-12,212.772E-12,173.169E-12,149.806E-12,140.020E-12,144.074E-12
4.89779,458.062E-12,185.023E-12,169.123E-12,142.776E-12,146.973E-12,223.483E-12,190.814E-12,151.747E-12,140.665E-12,145.017E-12,206.777E-12,188.963E-12,149.608E-12,139.799E-12,144.146E-12,217.435E-12,176.519E-12,148.960E-12,139.375E-12,143.659E-12,232.488E-12,173.196E-12,148.653E-12,139.110E-12,143.352E-12,232.873E-12,172.110E-12,148.472E-12,138.929E-12,143.143E-12,221.362E-12,171.640E-12,148.357E-12,138.802E-12,142.993E-12,213.902E-12,171.394E-12,148.271E-12,138.704E-12,142.881E-12,210.373E-12,171.250E-12,148.206E-12,138.628E-12,142.796E-12
5.01187,452.829E-12,182.955E-12,167.313E-12,141.365E-12,145.672E-12,220.950E-12,188.692E-12,150.134E-12,139.276E-12,143.737E-12,204.441E-12,186.867E-12,148.017E-12,138.418E-12,142.875E-12,214.978E-12,174.566E-12,147.376E-12,137.997E-12,142.392E-12,229.861E-12,171.280E-12,147.071E-12,137.733E-12,142.088E-12,230.243E-12,170.206E-12,146.891E-12,137.554E-12,141.880E-12,218.865E-12,169.740E-12,146.776E-12,137.427E-12,141.732E-12,211.491E-12,169.497E-12,146.690E-12,137.329E-12,141.621E-12,208.001E-12,169.354E-12,146.626E-12,137.253E-12,141.536E-12
5.12861,447.656E-12,180.911E-12,165.525E-12,139.973E-12,144.390E-12,218.447E-12,186.594E-12,148.540E-12,137.906E-12,142.476E-12,202.131E-12,184.796E-12,146.447E-12,137.055E-12,141.622E-12,212.549E-12,172.635E-12,145.811E-12,136.636E-12,141.144E-12,227.264E-12,169.387E-12,145.508E-12,136.375E-12,140.841E-12,227.644E-12,168.324E-12,145.329E-12,136.196E-12,140.636E-12,216.397E-12,167.863E-12,145.215E-12,136.069E-12,140.488E-12,209.107E-12,167.622E-12,145.129E-12,135.972E-12,140.378E-12,205.658E-12,167.480E-12,145.065E-12,135.897E-12,140.294E-12
5.24807,442.543E-12,178.891E-12,163.760E-12,138.599E-12,143.127E-12,215.972E-12,184.521E-12,146.967E-12,136.553E-12,141.233E-12,199.848E-12,182.749E-12,144.895E-12,135.709E-12,140.387E-12,210.149E-12,170.728E-12,144.265E-12,135.294E-12,139.913E-12,224.697E-12,167.516E-12,143.965E-12,135.034E-12,139.613E-12,225.074E-12,166.464E-12,143.787E-12,134.856E-12,139.408E-12,213.957E-12,166.008E-12,143.672E-12,134.730E-12,139.262E-12,206.751E-12,165.769E-12,143.587E-12,134.633E-12,139.153E-12,203.341E-12,165.629E-12,143.523E-12,134.558E-12,139.069E-12
5.37032,437.488E-12,176.894E-12,162.015E-12,137.242E-12,141.881E-12,213.526E-12,182.473E-12,145.412E-12,135.218E-12,140.007E-12,197.591E-12,180.727E-12,143.363E-12,134.381E-12,139.169E-12,207.776E-12,168.843E-12,142.739E-12,133.969E-12,138.699E-12,222.160E-12,165.667E-12,142.440E-12,133.710E-12,138.402E-12,222.535E-12,164.627E-12,142.263E-12,133.533E-12,138.199E-12,211.546E-12,164.175E-12,142.149E-12,133.408E-12,138.053E-12,204.423E-12,163.939E-12,142.064E-12,133.311E-12,137.945E-12,201.052E-12,163.799E-12,141.999E-12,133.236E-12,137.862E-12
