freq (Hz),leafValue( getData("out" ?result "noise") "N" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 3 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 6 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 7 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 8 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 9 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 10 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 11 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 12 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 13 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 14 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 15 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 16 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 17 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 18 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 19 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 20 ) (A / sqrt(Hz))
4.46684,2.16877E-9,960.344E-12,537.549E-12,314.026E-12,160.684E-12,95.1604E-12,65.5080E-12,51.6439E-12,44.9232E-12,41.2833E-12,39.0072E-12,37.4172E-12,36.2233E-12,35.2833E-12,34.5184E-12,33.8806E-12,33.3385E-12,32.8707E-12,32.4620E-12,32.1010E-12
4.57088,2.14395E-9,949.359E-12,531.429E-12,310.514E-12,158.979E-12,94.2493E-12,64.9681E-12,51.2846E-12,44.6563E-12,41.0694E-12,38.8280E-12,37.2629E-12,36.0878E-12,35.1628E-12,34.4099E-12,33.7821E-12,33.2484E-12,32.7878E-12,32.3851E-12,32.0295E-12
4.67735,2.11941E-9,938.501E-12,525.379E-12,307.043E-12,157.294E-12,93.3504E-12,64.4361E-12,50.9310E-12,44.3939E-12,40.8593E-12,38.6520E-12,37.1114E-12,35.9550E-12,35.0446E-12,34.3036E-12,33.6856E-12,33.1601E-12,32.7065E-12,32.3099E-12,31.9595E-12
4.78630,2.09515E-9,927.767E-12,519.399E-12,303.613E-12,155.631E-12,92.4635E-12,63.9119E-12,50.5830E-12,44.1360E-12,40.6529E-12,38.4793E-12,36.9628E-12,35.8246E-12,34.9286E-12,34.1994E-12,33.5910E-12,33.0736E-12,32.6269E-12,32.2362E-12,31.8909E-12
4.89779,2.07117E-9,917.156E-12,513.487E-12,300.223E-12,153.988E-12,91.5885E-12,63.3955E-12,50.2407E-12,43.8825E-12,40.4502E-12,38.3097E-12,36.8169E-12,35.6968E-12,34.8150E-12,34.0972E-12,33.4983E-12,32.9889E-12,32.5489E-12,32.1640E-12,31.8238E-12
5.01187,2.04746E-9,906.667E-12,507.644E-12,296.873E-12,152.365E-12,90.7253E-12,62.8867E-12,49.9038E-12,43.6333E-12,40.2511E-12,38.1433E-12,36.6739E-12,35.5715E-12,34.7036E-12,33.9971E-12,33.4074E-12,32.9058E-12,32.4725E-12,32.0933E-12,31.7580E-12
5.12861,2.02403E-9,896.298E-12,501.868E-12,293.562E-12,150.762E-12,89.8737E-12,62.3856E-12,49.5725E-12,43.3884E-12,40.0556E-12,37.9800E-12,36.5335E-12,35.4485E-12,34.5944E-12,33.8989E-12,33.3184E-12,32.8245E-12,32.3977E-12,32.0241E-12,31.6936E-12
5.24807,2.00086E-9,886.047E-12,496.159E-12,290.290E-12,149.179E-12,89.0336E-12,61.8919E-12,49.2465E-12,43.1477E-12,39.8637E-12,37.8197E-12,36.3958E-12,35.3280E-12,34.4873E-12,33.8027E-12,33.2312E-12,32.7448E-12,32.3244E-12,31.9563E-12,31.6306E-12
5.37032,1.97796E-9,875.915E-12,490.515E-12,287.057E-12,147.616E-12,88.2049E-12,61.4056E-12,48.9258E-12,42.9112E-12,39.6752E-12,37.6624E-12,36.2608E-12,35.2098E-12,34.3824E-12,33.7085E-12,33.1458E-12,32.6668E-12,32.2526E-12,31.8899E-12,31.5688E-12
5.49541,1.95532E-9,865.898E-12,484.936E-12,283.861E-12,146.072E-12,87.3875E-12,60.9266E-12,48.6104E-12,42.6789E-12,39.4901E-12,37.5080E-12,36.1283E-12,35.0939E-12,34.2795E-12,33.6161E-12,33.0621E-12,32.5903E-12,32.1823E-12,31.8248E-12,31.5084E-12
5.62341,1.93294E-9,855.996E-12,479.422E-12,280.703E-12,144.547E-12,86.5812E-12,60.4548E-12,48.3002E-12,42.4506E-12,39.3084E-12,37.3565E-12,35.9984E-12,34.9803E-12,34.1786E-12,33.5256E-12,32.9801E-12,32.5154E-12,32.1134E-12,31.7611E-12,31.4492E-12
5.75440,1.91082E-9,846.207E-12,473.971E-12,277.583E-12,143.042E-12,85.7859E-12,59.9902E-12,47.9951E-12,42.2263E-12,39.1300E-12,37.2079E-12,35.8710E-12,34.8689E-12,34.0798E-12,33.4369E-12,32.8997E-12,32.4420E-12,32.0460E-12,31.6988E-12,31.3913E-12
5.88844,1.88895E-9,836.531E-12,468.583E-12,274.499E-12,141.555E-12,85.0016E-12,59.5327E-12,47.6951E-12,42.0059E-12,38.9549E-12,37.0621E-12,35.7460E-12,34.7597E-12,33.9830E-12,33.3500E-12,32.8210E-12,32.3702E-12,31.9799E-12,31.6377E-12,31.3345E-12
6.02560,1.86732E-9,826.965E-12,463.257E-12,271.451E-12,140.086E-12,84.2281E-12,59.0822E-12,47.4001E-12,41.7894E-12,38.7830E-12,36.9191E-12,35.6235E-12,34.6526E-12,33.8880E-12,33.2649E-12,32.7439E-12,32.2998E-12,31.9153E-12,31.5780E-12,31.2790E-12
6.16595,1.84595E-9,817.509E-12,457.993E-12,268.439E-12,138.637E-12,83.4652E-12,58.6386E-12,47.1100E-12,41.5768E-12,38.6143E-12,36.7787E-12,35.5034E-12,34.5477E-12,33.7950E-12,33.1815E-12,32.6684E-12,32.2309E-12,31.8519E-12,31.5194E-12,31.2246E-12
6.30957,1.82482E-9,808.162E-12,452.789E-12,265.463E-12,137.205E-12,82.7130E-12,58.2018E-12,46.8247E-12,41.3680E-12,38.4487E-12,36.6411E-12,35.3856E-12,34.4448E-12,33.7039E-12,33.0998E-12,32.5944E-12,32.1634E-12,31.7899E-12,31.4622E-12,31.1714E-12
6.45654,1.80394E-9,798.921E-12,447.645E-12,262.522E-12,135.791E-12,81.9711E-12,57.7718E-12,46.5443E-12,41.1629E-12,38.2862E-12,36.5061E-12,35.2700E-12,34.3440E-12,33.6146E-12,33.0197E-12,32.5220E-12,32.0973E-12,31.7292E-12,31.4061E-12,31.1193E-12
6.60693,1.78329E-9,789.787E-12,442.561E-12,259.616E-12,134.395E-12,81.2397E-12,57.3484E-12,46.2686E-12,40.9614E-12,38.1267E-12,36.3736E-12,35.1568E-12,34.2452E-12,33.5271E-12,32.9413E-12,32.4510E-12,32.0326E-12,31.6698E-12,31.3511E-12,31.0683E-12
6.76083,1.76288E-9,780.757E-12,437.535E-12,256.744E-12,133.017E-12,80.5184E-12,56.9317E-12,45.9976E-12,40.7636E-12,37.9702E-12,36.2438E-12,35.0458E-12,34.1484E-12,33.4413E-12,32.8645E-12,32.3816E-12,31.9692E-12,31.6116E-12,31.2974E-12,31.0184E-12
6.91831,1.74270E-9,771.830E-12,432.567E-12,253.906E-12,131.656E-12,79.8073E-12,56.5214E-12,45.7312E-12,40.5694E-12,37.8166E-12,36.1164E-12,34.9369E-12,34.0535E-12,33.3573E-12,32.7892E-12,32.3135E-12,31.9072E-12,31.5546E-12,31.2448E-12,30.9695E-12
7.07946,1.72276E-9,763.006E-12,427.657E-12,251.102E-12,130.313E-12,79.1062E-12,56.1176E-12,45.4693E-12,40.3787E-12,37.6659E-12,35.9915E-12,34.8303E-12,33.9605E-12,33.2750E-12,32.7155E-12,32.2469E-12,31.8464E-12,31.4988E-12,31.1933E-12,30.9217E-12
7.24436,1.70304E-9,754.284E-12,422.803E-12,248.331E-12,128.986E-12,78.4149E-12,55.7202E-12,45.2120E-12,40.1914E-12,37.5181E-12,35.8690E-12,34.7257E-12,33.8694E-12,33.1944E-12,32.6434E-12,32.1816E-12,31.7869E-12,31.4442E-12,31.1428E-12,30.8749E-12
7.41310,1.68355E-9,745.661E-12,418.005E-12,245.593E-12,127.677E-12,77.7335E-12,55.3290E-12,44.9591E-12,40.0076E-12,37.3731E-12,35.7489E-12,34.6232E-12,33.7801E-12,33.1155E-12,32.5727E-12,32.1177E-12,31.7287E-12,31.3908E-12,31.0935E-12,30.8291E-12
7.58578,1.66428E-9,737.136E-12,413.263E-12,242.887E-12,126.384E-12,77.0618E-12,54.9441E-12,44.7106E-12,39.8271E-12,37.2308E-12,35.6311E-12,34.5227E-12,33.6926E-12,33.0381E-12,32.5035E-12,32.0551E-12,31.6717E-12,31.3385E-12,31.0452E-12,30.7843E-12
7.76247,1.64523E-9,728.710E-12,408.575E-12,240.214E-12,125.107E-12,76.3996E-12,54.5653E-12,44.4663E-12,39.6500E-12,37.0912E-12,35.5156E-12,34.4243E-12,33.6069E-12,32.9623E-12,32.4357E-12,31.9939E-12,31.6159E-12,31.2873E-12,30.9979E-12,30.7404E-12
7.94328,1.62640E-9,720.380E-12,403.942E-12,237.572E-12,123.847E-12,75.7470E-12,54.1926E-12,44.2264E-12,39.4761E-12,36.9543E-12,35.4024E-12,34.3278E-12,33.5229E-12,32.8881E-12,32.3693E-12,31.9339E-12,31.5612E-12,31.2371E-12,30.9516E-12,30.6975E-12
8.12831,1.60778E-9,712.146E-12,399.362E-12,234.962E-12,122.603E-12,75.1037E-12,53.8258E-12,43.9906E-12,39.3054E-12,36.8201E-12,35.2915E-12,34.2332E-12,33.4406E-12,32.8155E-12,32.3043E-12,31.8752E-12,31.5077E-12,31.1881E-12,30.9063E-12,30.6554E-12
8.31764,1.58938E-9,704.006E-12,394.835E-12,232.383E-12,121.376E-12,74.4697E-12,53.4650E-12,43.7590E-12,39.1379E-12,36.6884E-12,35.1827E-12,34.1406E-12,33.3601E-12,32.7443E-12,32.2406E-12,31.8177E-12,31.4554E-12,31.1400E-12,30.8620E-12,30.6143E-12
8.51138,1.57119E-9,695.959E-12,390.360E-12,229.834E-12,120.164E-12,73.8448E-12,53.1100E-12,43.5314E-12,38.9735E-12,36.5592E-12,35.0760E-12,34.0498E-12,33.2811E-12,32.6746E-12,32.1783E-12,31.7614E-12,31.4041E-12,31.0930E-12,30.8187E-12,30.5741E-12
8.70964,1.55321E-9,688.005E-12,385.937E-12,227.316E-12,118.967E-12,73.2291E-12,52.7608E-12,43.3079E-12,38.8122E-12,36.4326E-12,34.9715E-12,33.9608E-12,33.2038E-12,32.6063E-12,32.1173E-12,31.7063E-12,31.3540E-12,31.0470E-12,30.7762E-12,30.5347E-12
8.91251,1.53543E-9,680.142E-12,381.565E-12,224.828E-12,117.786E-12,72.6223E-12,52.4173E-12,43.0884E-12,38.6539E-12,36.3084E-12,34.8691E-12,33.8737E-12,33.1281E-12,32.5394E-12,32.0575E-12,31.6524E-12,31.3049E-12,31.0020E-12,30.7347E-12,30.4962E-12
9.12011,1.51786E-9,672.369E-12,377.244E-12,222.370E-12,116.621E-12,72.0243E-12,52.0794E-12,42.8727E-12,38.4985E-12,36.1866E-12,34.7687E-12,33.7883E-12,33.0539E-12,32.4740E-12,31.9990E-12,31.5996E-12,31.2568E-12,30.9579E-12,30.6940E-12,30.4585E-12
9.33254,1.50049E-9,664.685E-12,372.973E-12,219.942E-12,115.470E-12,71.4352E-12,51.7471E-12,42.6609E-12,38.3461E-12,36.0672E-12,34.6703E-12,33.7046E-12,32.9812E-12,32.4098E-12,31.9417E-12,31.5479E-12,31.2098E-12,30.9148E-12,30.6543E-12,30.4216E-12
9.54993,1.48331E-9,657.089E-12,368.751E-12,217.542E-12,114.335E-12,70.8547E-12,51.4203E-12,42.4530E-12,38.1966E-12,35.9501E-12,34.5738E-12,33.6227E-12,32.9101E-12,32.3471E-12,31.8857E-12,31.4973E-12,31.1637E-12,30.8726E-12,30.6154E-12,30.3855E-12
9.77237,1.46634E-9,649.580E-12,364.578E-12,215.171E-12,113.214E-12,70.2828E-12,51.0989E-12,42.2487E-12,38.0499E-12,35.8353E-12,34.4793E-12,33.5424E-12,32.8404E-12,32.2856E-12,31.8308E-12,31.4478E-12,31.1187E-12,30.8313E-12,30.5773E-12,30.3502E-12
10.0000,1.44955E-9,642.158E-12,360.454E-12,212.828E-12,112.109E-12,69.7194E-12,50.7828E-12,42.0482E-12,37.9060E-12,35.7228E-12,34.3867E-12,33.4637E-12,32.7721E-12,32.2255E-12,31.7771E-12,31.3993E-12,31.0746E-12,30.7909E-12,30.5400E-12,30.3157E-12
10.2329,1.43296E-9,634.820E-12,356.377E-12,210.514E-12,111.017E-12,69.1644E-12,50.4721E-12,41.8513E-12,37.7649E-12,35.6125E-12,34.2960E-12,33.3867E-12,32.7053E-12,32.1665E-12,31.7245E-12,31.3519E-12,31.0314E-12,30.7514E-12,30.5036E-12,30.2819E-12
10.4713,1.41656E-9,627.567E-12,352.348E-12,208.228E-12,109.940E-12,68.6177E-12,50.1665E-12,41.6579E-12,37.6264E-12,35.5044E-12,34.2071E-12,33.3113E-12,32.6399E-12,32.1089E-12,31.6730E-12,31.3055E-12,30.9892E-12,30.7127E-12,30.4679E-12,30.2489E-12
10.7152,1.40035E-9,620.397E-12,348.365E-12,205.969E-12,108.878E-12,68.0792E-12,49.8661E-12,41.4681E-12,37.4907E-12,35.3984E-12,34.1200E-12,33.2374E-12,32.5758E-12,32.0524E-12,31.6226E-12,31.2600E-12,30.9479E-12,30.6749E-12,30.4330E-12,30.2165E-12
10.9648,1.38432E-9,613.309E-12,344.428E-12,203.737E-12,107.829E-12,67.5488E-12,49.5708E-12,41.2818E-12,37.3575E-12,35.2945E-12,34.0347E-12,33.1650E-12,32.5131E-12,31.9971E-12,31.5733E-12,31.2156E-12,30.9075E-12,30.6378E-12,30.3989E-12,30.1849E-12
11.2202,1.36848E-9,606.302E-12,340.537E-12,201.532E-12,106.794E-12,67.0264E-12,49.2805E-12,41.0989E-12,37.2269E-12,35.1927E-12,33.9511E-12,33.0941E-12,32.4516E-12,31.9430E-12,31.5250E-12,31.1721E-12,30.8679E-12,30.6016E-12,30.3655E-12,30.1539E-12
11.4815,1.35282E-9,599.376E-12,336.691E-12,199.354E-12,105.773E-12,66.5120E-12,48.9951E-12,40.9194E-12,37.0988E-12,35.0930E-12,33.8692E-12,33.0247E-12,32.3915E-12,31.8901E-12,31.4778E-12,31.1295E-12,30.8292E-12,30.5662E-12,30.3328E-12,30.1237E-12
11.7490,1.33734E-9,592.529E-12,332.890E-12,197.202E-12,104.766E-12,66.0054E-12,48.7146E-12,40.7432E-12,36.9732E-12,34.9952E-12,33.7890E-12,32.9567E-12,32.3326E-12,31.8382E-12,31.4315E-12,31.0878E-12,30.7913E-12,30.5315E-12,30.3009E-12,30.0940E-12
12.0226,1.32203E-9,585.761E-12,329.133E-12,195.076E-12,103.772E-12,65.5065E-12,48.4389E-12,40.5702E-12,36.8501E-12,34.8994E-12,33.7104E-12,32.8902E-12,32.2750E-12,31.7875E-12,31.3863E-12,31.0470E-12,30.7543E-12,30.4975E-12,30.2696E-12,30.0651E-12
12.3027,1.30690E-9,579.070E-12,325.419E-12,192.976E-12,102.792E-12,65.0153E-12,48.1680E-12,40.4005E-12,36.7293E-12,34.8055E-12,33.6334E-12,32.8250E-12,32.2185E-12,31.7378E-12,31.3420E-12,31.0071E-12,30.7180E-12,30.4643E-12,30.2390E-12,30.0367E-12
12.5893,1.29194E-9,572.456E-12,321.749E-12,190.902E-12,101.824E-12,64.5316E-12,47.9017E-12,40.2340E-12,36.6110E-12,34.7135E-12,33.5581E-12,32.7612E-12,32.1633E-12,31.6892E-12,31.2987E-12,30.9681E-12,30.6825E-12,30.4319E-12,30.2091E-12,30.0090E-12
12.8825,1.27716E-9,565.918E-12,318.121E-12,188.853E-12,100.870E-12,64.0555E-12,47.6401E-12,40.0706E-12,36.4949E-12,34.6233E-12,33.4842E-12,32.6987E-12,32.1092E-12,31.6416E-12,31.2563E-12,30.9299E-12,30.6478E-12,30.4001E-12,30.1798E-12,29.9819E-12
13.1826,1.26254E-9,559.455E-12,314.535E-12,186.828E-12,99.9287E-12,63.5867E-12,47.3831E-12,39.9102E-12,36.3811E-12,34.5350E-12,33.4119E-12,32.6375E-12,32.0563E-12,31.5950E-12,31.2148E-12,30.8925E-12,30.6139E-12,30.3690E-12,30.1512E-12,29.9554E-12
13.4896,1.24809E-9,553.066E-12,310.991E-12,184.828E-12,99.0002E-12,63.1252E-12,47.1305E-12,39.7529E-12,36.2696E-12,34.4485E-12,33.3411E-12,32.5776E-12,32.0045E-12,31.5495E-12,31.1742E-12,30.8560E-12,30.5806E-12,30.3386E-12,30.1232E-12,29.9294E-12
13.8038,1.23381E-9,546.751E-12,307.488E-12,182.853E-12,98.0843E-12,62.6710E-12,46.8824E-12,39.5986E-12,36.1603E-12,34.3637E-12,33.2717E-12,32.5190E-12,31.9538E-12,31.5049E-12,31.1344E-12,30.8202E-12,30.5482E-12,30.3089E-12,30.0958E-12,29.9041E-12
14.1254,1.21969E-9,540.508E-12,304.026E-12,180.902E-12,97.1809E-12,62.2239E-12,46.6386E-12,39.4472E-12,36.0532E-12,34.2807E-12,33.2038E-12,32.4615E-12,31.9041E-12,31.4612E-12,31.0955E-12,30.7852E-12,30.5164E-12,30.2798E-12,30.0690E-12,29.8793E-12
14.4544,1.20573E-9,534.336E-12,300.605E-12,178.975E-12,96.2899E-12,61.7838E-12,46.3992E-12,39.2987E-12,35.9481E-12,34.1993E-12,33.1373E-12,32.4053E-12,31.8555E-12,31.4185E-12,31.0575E-12,30.7510E-12,30.4853E-12,30.2513E-12,30.0428E-12,29.8550E-12
14.7911,1.19193E-9,528.236E-12,297.223E-12,177.071E-12,95.4111E-12,61.3508E-12,46.1640E-12,39.1530E-12,35.8452E-12,34.1197E-12,33.0722E-12,32.3503E-12,31.8080E-12,31.3767E-12,31.0203E-12,30.7175E-12,30.4548E-12,30.2235E-12,30.0172E-12,29.8313E-12
15.1356,1.17829E-9,522.205E-12,293.880E-12,175.190E-12,94.5444E-12,60.9246E-12,45.9330E-12,39.0101E-12,35.7444E-12,34.0416E-12,33.0085E-12,32.2965E-12,31.7614E-12,31.3358E-12,30.9839E-12,30.6847E-12,30.4251E-12,30.1963E-12,29.9921E-12,29.8080E-12
15.4882,1.16481E-9,516.244E-12,290.577E-12,173.333E-12,93.6898E-12,60.5052E-12,45.7061E-12,38.8699E-12,35.6455E-12,33.9652E-12,32.9460E-12,32.2438E-12,31.7159E-12,31.2958E-12,30.9482E-12,30.6526E-12,30.3960E-12,30.1696E-12,29.9676E-12,29.7853E-12
15.8489,1.15148E-9,510.351E-12,287.312E-12,171.499E-12,92.8469E-12,60.0925E-12,45.4833E-12,38.7325E-12,35.5486E-12,33.8903E-12,32.8849E-12,32.1922E-12,31.6713E-12,31.2567E-12,30.9134E-12,30.6213E-12,30.3675E-12,30.1436E-12,29.9436E-12,29.7631E-12
16.2181,1.13830E-9,504.526E-12,284.085E-12,169.687E-12,92.0158E-12,59.6864E-12,45.2646E-12,38.5977E-12,35.4537E-12,33.8170E-12,32.8251E-12,32.1417E-12,31.6277E-12,31.2184E-12,30.8793E-12,30.5906E-12,30.3396E-12,30.1181E-12,29.9201E-12,29.7414E-12
16.5959,1.12527E-9,498.767E-12,280.895E-12,167.897E-12,91.1963E-12,59.2869E-12,45.0497E-12,38.4655E-12,35.3607E-12,33.7452E-12,32.7665E-12,32.0922E-12,31.5850E-12,31.1809E-12,30.8459E-12,30.5606E-12,30.3124E-12,30.0932E-12,29.8972E-12,29.7202E-12
16.9824,1.11240E-9,493.075E-12,277.743E-12,166.130E-12,90.3883E-12,58.8939E-12,44.8388E-12,38.3359E-12,35.2696E-12,33.6748E-12,32.7092E-12,32.0438E-12,31.5433E-12,31.1442E-12,30.8133E-12,30.5312E-12,30.2858E-12,30.0688E-12,29.8748E-12,29.6994E-12
17.3780,1.09967E-9,487.448E-12,274.628E-12,164.384E-12,89.5916E-12,58.5073E-12,44.6317E-12,38.2088E-12,35.1803E-12,33.6060E-12,32.6530E-12,31.9965E-12,31.5024E-12,31.1083E-12,30.7814E-12,30.5025E-12,30.2597E-12,30.0450E-12,29.8528E-12,29.6791E-12
17.7828,1.08708E-9,481.885E-12,271.549E-12,162.661E-12,88.8062E-12,58.1270E-12,44.4284E-12,38.0841E-12,35.0929E-12,33.5385E-12,32.5981E-12,31.9502E-12,31.4624E-12,31.0732E-12,30.7501E-12,30.4744E-12,30.2342E-12,30.0217E-12,29.8314E-12,29.6593E-12
18.1970,1.07464E-9,476.387E-12,268.506E-12,160.958E-12,88.0319E-12,57.7530E-12,44.2288E-12,37.9620E-12,35.0072E-12,33.4725E-12,32.5443E-12,31.9048E-12,31.4233E-12,31.0389E-12,30.7196E-12,30.4469E-12,30.2093E-12,29.9989E-12,29.8104E-12,29.6399E-12
18.6209,1.06235E-9,470.952E-12,265.499E-12,159.277E-12,87.2685E-12,57.3851E-12,44.0329E-12,37.8422E-12,34.9233E-12,33.4079E-12,32.4916E-12,31.8604E-12,31.3850E-12,31.0053E-12,30.6897E-12,30.4201E-12,30.1849E-12,29.9766E-12,29.7899E-12,29.6209E-12
19.0546,1.05019E-9,465.579E-12,262.526E-12,157.616E-12,86.5161E-12,57.0232E-12,43.8405E-12,37.7248E-12,34.8410E-12,33.3446E-12,32.4401E-12,31.8170E-12,31.3475E-12,30.9724E-12,30.6605E-12,30.3938E-12,30.1610E-12,29.9548E-12,29.7698E-12,29.6023E-12
19.4984,1.03817E-9,460.268E-12,259.589E-12,155.977E-12,85.7743E-12,56.6674E-12,43.6518E-12,37.6097E-12,34.7605E-12,33.2826E-12,32.3896E-12,31.7745E-12,31.3109E-12,30.9402E-12,30.6319E-12,30.3681E-12,30.1377E-12,29.9335E-12,29.7502E-12,29.5841E-12
19.9526,1.02629E-9,455.017E-12,256.686E-12,154.358E-12,85.0432E-12,56.3175E-12,43.4665E-12,37.4969E-12,34.6816E-12,33.2219E-12,32.3403E-12,31.7329E-12,31.2750E-12,30.9088E-12,30.6039E-12,30.3429E-12,30.1149E-12,29.9126E-12,29.7310E-12,29.5664E-12
20.4174,1.01455E-9,449.828E-12,253.817E-12,152.759E-12,84.3227E-12,55.9735E-12,43.2848E-12,37.3863E-12,34.6044E-12,33.1625E-12,32.2919E-12,31.6922E-12,31.2400E-12,30.8780E-12,30.5765E-12,30.3183E-12,30.0926E-12,29.8923E-12,29.7123E-12,29.5490E-12
20.8930,1.00294E-9,444.697E-12,250.981E-12,151.180E-12,83.6125E-12,55.6352E-12,43.1064E-12,37.2780E-12,34.5287E-12,33.1043E-12,32.2446E-12,31.6524E-12,31.2056E-12,30.8479E-12,30.5498E-12,30.2943E-12,30.0708E-12,29.8723E-12,29.6939E-12,29.5321E-12
21.3796,991.461E-12,439.626E-12,248.179E-12,149.621E-12,82.9126E-12,55.3027E-12,42.9313E-12,37.1717E-12,34.4546E-12,33.0474E-12,32.1984E-12,31.6135E-12,31.1721E-12,30.8185E-12,30.5236E-12,30.2708E-12,30.0495E-12,29.8528E-12,29.6760E-12,29.5155E-12
21.8776,980.116E-12,434.613E-12,245.410E-12,148.082E-12,82.2229E-12,54.9757E-12,42.7595E-12,37.0677E-12,34.3820E-12,32.9917E-12,32.1531E-12,31.5753E-12,31.1392E-12,30.7897E-12,30.4980E-12,30.2477E-12,30.0286E-12,29.8337E-12,29.6584E-12,29.4992E-12
22.3872,968.901E-12,429.657E-12,242.673E-12,146.562E-12,81.5433E-12,54.6543E-12,42.5910E-12,36.9657E-12,34.3109E-12,32.9371E-12,32.1087E-12,31.5380E-12,31.1071E-12,30.7615E-12,30.4730E-12,30.2252E-12,30.0082E-12,29.8151E-12,29.6413E-12,29.4834E-12
22.9087,957.814E-12,424.759E-12,239.968E-12,145.061E-12,80.8736E-12,54.3384E-12,42.4257E-12,36.8657E-12,34.2414E-12,32.8837E-12,32.0654E-12,31.5016E-12,31.0757E-12,30.7339E-12,30.4485E-12,30.2032E-12,29.9882E-12,29.7969E-12,29.6245E-12,29.4678E-12
23.4423,946.855E-12,419.917E-12,237.296E-12,143.579E-12,80.2137E-12,54.0279E-12,42.2635E-12,36.7678E-12,34.1732E-12,32.8315E-12,32.0229E-12,31.4659E-12,31.0449E-12,30.7070E-12,30.4245E-12,30.1817E-12,29.9687E-12,29.7790E-12,29.6081E-12,29.4527E-12
23.9883,936.020E-12,415.130E-12,234.654E-12,142.117E-12,79.5636E-12,53.7228E-12,42.1044E-12,36.6718E-12,34.1065E-12,32.7803E-12,31.9814E-12,31.4309E-12,31.0148E-12,30.6806E-12,30.4011E-12,30.1607E-12,29.9497E-12,29.7616E-12,29.5921E-12,29.4378E-12
24.5471,925.310E-12,410.399E-12,232.044E-12,140.672E-12,78.9232E-12,53.4229E-12,41.9483E-12,36.5778E-12,34.0411E-12,32.7302E-12,31.9407E-12,31.3968E-12,30.9854E-12,30.6549E-12,30.3782E-12,30.1401E-12,29.9310E-12,29.7446E-12,29.5764E-12,29.4233E-12
25.1189,914.723E-12,405.722E-12,229.464E-12,139.246E-12,78.2922E-12,53.1282E-12,41.7953E-12,36.4857E-12,33.9772E-12,32.6812E-12,31.9010E-12,31.3633E-12,30.9566E-12,30.6296E-12,30.3558E-12,30.1200E-12,29.9128E-12,29.7279E-12,29.5611E-12,29.4092E-12
25.7040,904.256E-12,401.098E-12,226.915E-12,137.839E-12,77.6706E-12,52.8386E-12,41.6451E-12,36.3954E-12,33.9145E-12,32.6333E-12,31.8621E-12,31.3306E-12,30.9285E-12,30.6050E-12,30.3339E-12,30.1003E-12,29.8949E-12,29.7116E-12,29.5461E-12,29.3953E-12
26.3027,893.910E-12,396.528E-12,224.396E-12,136.449E-12,77.0584E-12,52.5540E-12,41.4979E-12,36.3070E-12,33.8532E-12,32.5863E-12,31.8240E-12,31.2987E-12,30.9010E-12,30.5809E-12,30.3125E-12,30.0811E-12,29.8775E-12,29.6957E-12,29.5314E-12,29.3817E-12
26.9153,883.682E-12,392.011E-12,221.906E-12,135.077E-12,76.4553E-12,52.2745E-12,41.3535E-12,36.2204E-12,33.7932E-12,32.5404E-12,31.7868E-12,31.2674E-12,30.8740E-12,30.5573E-12,30.2915E-12,30.0623E-12,29.8604E-12,29.6801E-12,29.5171E-12,29.3685E-12
27.5423,873.571E-12,387.545E-12,219.446E-12,133.723E-12,75.8614E-12,51.9998E-12,41.2119E-12,36.1356E-12,33.7344E-12,32.4955E-12,31.7503E-12,31.2368E-12,30.8477E-12,30.5342E-12,30.2710E-12,30.0439E-12,29.8438E-12,29.6649E-12,29.5031E-12,29.3555E-12
28.1838,863.576E-12,383.131E-12,217.015E-12,132.386E-12,75.2764E-12,51.7300E-12,41.0730E-12,36.0525E-12,33.6769E-12,32.4515E-12,31.7147E-12,31.2068E-12,30.8219E-12,30.5116E-12,30.2510E-12,30.0259E-12,29.8274E-12,29.6500E-12,29.4894E-12,29.3429E-12
28.8403,853.696E-12,378.767E-12,214.613E-12,131.067E-12,74.7003E-12,51.4650E-12,40.9369E-12,35.9711E-12,33.6206E-12,32.4084E-12,31.6798E-12,31.1775E-12,30.7967E-12,30.4896E-12,30.2314E-12,30.0083E-12,29.8115E-12,29.6354E-12,29.4760E-12,29.3305E-12
